'Elapsed time','I','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg','mmHg'
'9:09:51.520',-,0.060,-,-,60.000,-
'9:09:51.528',-,0.085,-,-,58.400,-
'9:09:51.536',-,0.043,-,-,57.600,-
'9:09:51.544',-,0.043,-,-,56.800,-
'9:09:51.552',-,0.017,-,-,56.000,-
'9:09:51.560',-,0.000,-,-,55.200,-
'9:09:51.568',-,-0.043,-,-,54.400,-
'9:09:51.576',-,-0.060,-,-,54.400,-
'9:09:51.584',-,-0.085,-,-,53.600,-
'9:09:51.592',-,-0.043,-,-,53.600,-
'9:09:51.600',-,-0.043,-,-,52.800,-
'9:09:51.608',-,-0.060,-,-,52.800,-
'9:09:51.616',-,-0.043,-,-,52.000,-
'9:09:51.624',-,-0.111,-,-,52.000,-
'9:09:51.632',-,0.128,-,-,52.000,-
'9:09:51.640',-,0.385,-,-,51.200,-
'9:09:51.648',-,0.470,-,-,51.200,-
'9:09:51.656',-,0.060,-,-,50.400,-
'9:09:51.664',-,0.000,-,-,50.400,-
'9:09:51.672',-,0.043,-,-,50.400,-
'9:09:51.680',-,-0.017,-,-,49.600,-
'9:09:51.688',-,-0.060,-,-,49.600,-
'9:09:51.696',-,-0.111,-,-,48.800,-
'9:09:51.704',-,-0.111,-,-,48.800,-
'9:09:51.712',-,-0.085,-,-,48.000,-
'9:09:51.720',-,-0.111,-,-,47.200,-
'9:09:51.728',-,-0.043,-,-,47.200,-
'9:09:51.736',-,-0.060,-,-,46.400,-
'9:09:51.744',-,-0.043,-,-,46.400,-
'9:09:51.752',-,-0.111,-,-,46.400,-
'9:09:51.760',-,-0.043,-,-,48.000,-
'9:09:51.768',-,-0.017,-,-,51.200,-
'9:09:51.776',-,-0.043,-,-,55.200,-
'9:09:51.784',-,-0.085,-,-,60.800,-
'9:09:51.792',-,-0.043,-,-,66.400,-
'9:09:51.800',-,-0.043,-,-,72.000,-
'9:09:51.808',-,-0.043,-,-,76.800,-
'9:09:51.816',-,-0.043,-,-,80.800,-
'9:09:51.824',-,-0.085,-,-,84.000,-
'9:09:51.832',-,-0.085,-,-,87.200,-
'9:09:51.840',-,-0.060,-,-,89.600,-
'9:09:51.848',-,-0.085,-,-,91.200,-
'9:09:51.856',-,-0.111,-,-,92.000,-
'9:09:51.864',-,-0.060,-,-,92.000,-
'9:09:51.872',-,-0.085,-,-,92.000,-
'9:09:51.880',-,-0.043,-,-,91.200,-
'9:09:51.888',-,-0.060,-,-,90.400,-
'9:09:51.896',-,-0.043,-,-,88.800,-
'9:09:51.904',-,0.000,-,-,86.400,-
'9:09:51.912',-,0.000,-,-,84.000,-
'9:09:51.920',-,0.000,-,-,80.800,-
'9:09:51.928',-,0.000,-,-,76.800,-
'9:09:51.936',-,0.000,-,-,72.800,-
'9:09:51.944',-,0.085,-,-,69.600,-
'9:09:51.952',-,0.060,-,-,65.600,-
'9:09:51.960',-,0.085,-,-,61.600,-
'9:09:51.968',-,0.085,-,-,59.200,-
'9:09:51.976',-,0.111,-,-,56.800,-
'9:09:51.984',-,0.111,-,-,54.400,-
'9:09:51.992',-,0.154,-,-,52.800,-
'9:09:52.000',-,0.179,-,-,52.000,-
'9:09:52.008',-,0.128,-,-,51.200,-
'9:09:52.016',-,0.179,-,-,50.400,-
'9:09:52.024',-,0.128,-,-,49.600,-
'9:09:52.032',-,0.085,-,-,49.600,-
'9:09:52.040',-,0.043,-,-,48.800,-
'9:09:52.048',-,0.043,-,-,48.800,-
'9:09:52.056',-,0.017,-,-,48.000,-
'9:09:52.064',-,0.000,-,-,48.000,-
'9:09:52.072',-,0.000,-,-,47.200,-
'9:09:52.080',-,0.000,-,-,47.200,-
'9:09:52.088',-,0.000,-,-,47.200,-
'9:09:52.096',-,0.000,-,-,46.400,-
'9:09:52.104',-,0.043,-,-,46.400,-
'9:09:52.112',-,0.291,-,-,46.400,-
'9:09:52.120',-,0.538,-,-,46.400,-
'9:09:52.128',-,0.564,-,-,46.400,-
'9:09:52.136',-,0.248,-,-,45.600,-
'9:09:52.144',-,0.085,-,-,45.600,-
'9:09:52.152',-,0.017,-,-,45.600,-
'9:09:52.160',-,0.000,-,-,45.600,-
'9:09:52.168',-,0.000,-,-,44.800,-
'9:09:52.176',-,0.000,-,-,44.800,-
'9:09:52.184',-,0.000,-,-,44.800,-
'9:09:52.192',-,0.000,-,-,44.000,-
'9:09:52.200',-,0.000,-,-,44.000,-
'9:09:52.208',-,0.000,-,-,43.200,-
'9:09:52.216',-,0.000,-,-,43.200,-
'9:09:52.224',-,-0.017,-,-,42.400,-
'9:09:52.232',-,0.000,-,-,42.400,-
'9:09:52.240',-,0.000,-,-,43.200,-
'9:09:52.248',-,0.000,-,-,44.800,-
'9:09:52.256',-,0.000,-,-,47.200,-
'9:09:52.264',-,-0.017,-,-,51.200,-
'9:09:52.272',-,0.000,-,-,56.800,-
'9:09:52.280',-,0.000,-,-,61.600,-
'9:09:52.288',-,-0.017,-,-,66.400,-
'9:09:52.296',-,-0.043,-,-,71.200,-
'9:09:52.304',-,-0.017,-,-,75.200,-
'9:09:52.312',-,-0.043,-,-,78.400,-
'9:09:52.320',-,-0.060,-,-,80.800,-
'9:09:52.328',-,-0.043,-,-,82.400,-
'9:09:52.336',-,-0.043,-,-,84.000,-
'9:09:52.344',-,-0.043,-,-,84.000,-
'9:09:52.352',-,-0.043,-,-,84.000,-
'9:09:52.360',-,-0.043,-,-,84.000,-
'9:09:52.368',-,-0.017,-,-,82.400,-
'9:09:52.376',-,-0.043,-,-,80.800,-
'9:09:52.384',-,0.000,-,-,78.400,-
'9:09:52.392',-,0.000,-,-,76.000,-
'9:09:52.400',-,0.000,-,-,72.800,-
'9:09:52.408',-,0.017,-,-,69.600,-
'9:09:52.416',-,0.043,-,-,66.400,-
'9:09:52.424',-,0.043,-,-,62.400,-
'9:09:52.432',-,0.043,-,-,59.200,-
'9:09:52.440',-,0.085,-,-,56.800,-
'9:09:52.448',-,0.128,-,-,54.400,-
'9:09:52.456',-,0.128,-,-,52.000,-
'9:09:52.464',-,0.154,-,-,51.200,-
'9:09:52.472',-,0.179,-,-,49.600,-
'9:09:52.480',-,0.179,-,-,48.800,-
'9:09:52.488',-,0.179,-,-,48.000,-
'9:09:52.496',-,0.128,-,-,47.200,-
'9:09:52.504',-,0.085,-,-,47.200,-
'9:09:52.512',-,0.060,-,-,46.400,-
'9:09:52.520',-,0.000,-,-,46.400,-
'9:09:52.528',-,0.000,-,-,46.400,-
'9:09:52.536',-,0.000,-,-,46.400,-
'9:09:52.544',-,-0.017,-,-,46.400,-
'9:09:52.552',-,0.000,-,-,45.600,-
'9:09:52.560',-,-0.017,-,-,45.600,-
'9:09:52.568',-,0.000,-,-,45.600,-
'9:09:52.576',-,-0.017,-,-,45.600,-
'9:09:52.584',-,0.179,-,-,46.400,-
'9:09:52.592',-,0.427,-,-,46.400,-
'9:09:52.600',-,0.538,-,-,46.400,-
'9:09:52.608',-,0.179,-,-,46.400,-
'9:09:52.616',-,0.017,-,-,46.400,-
'9:09:52.624',-,0.000,-,-,45.600,-
'9:09:52.632',-,0.000,-,-,45.600,-
'9:09:52.640',-,-0.043,-,-,45.600,-
'9:09:52.648',-,-0.060,-,-,45.600,-
'9:09:52.656',-,-0.043,-,-,44.800,-
'9:09:52.664',-,-0.043,-,-,44.800,-
'9:09:52.672',-,-0.060,-,-,44.800,-
'9:09:52.680',-,-0.085,-,-,44.000,-
'9:09:52.688',-,-0.060,-,-,44.000,-
'9:09:52.696',-,-0.085,-,-,44.000,-
'9:09:52.704',-,-0.043,-,-,44.800,-
'9:09:52.712',-,-0.043,-,-,47.200,-
'9:09:52.720',-,-0.060,-,-,51.200,-
'9:09:52.728',-,-0.085,-,-,56.000,-
'9:09:52.736',-,-0.111,-,-,62.400,-
'9:09:52.744',-,-0.085,-,-,68.800,-
'9:09:52.752',-,-0.060,-,-,74.400,-
'9:09:52.760',-,-0.111,-,-,80.000,-
'9:09:52.768',-,-0.111,-,-,84.800,-
'9:09:52.776',-,-0.111,-,-,88.000,-
'9:09:52.784',-,-0.128,-,-,91.200,-
'9:09:52.792',-,-0.154,-,-,93.600,-
'9:09:52.800',-,-0.154,-,-,95.200,-
'9:09:52.808',-,-0.154,-,-,96.800,-
'9:09:52.816',-,-0.154,-,-,97.600,-
'9:09:52.824',-,-0.128,-,-,97.600,-
'9:09:52.832',-,-0.111,-,-,97.600,-
'9:09:52.840',-,-0.111,-,-,96.800,-
'9:09:52.848',-,-0.085,-,-,96.000,-
'9:09:52.856',-,-0.060,-,-,94.400,-
'9:09:52.864',-,-0.060,-,-,92.800,-
'9:09:52.872',-,-0.043,-,-,91.200,-
'9:09:52.880',-,-0.017,-,-,88.800,-
'9:09:52.888',-,0.000,-,-,85.600,-
'9:09:52.896',-,-0.017,-,-,82.400,-
'9:09:52.904',-,0.000,-,-,78.400,-
'9:09:52.912',-,0.043,-,-,74.400,-
'9:09:52.920',-,0.043,-,-,71.200,-
'9:09:52.928',-,0.085,-,-,68.000,-
'9:09:52.936',-,0.111,-,-,64.800,-
'9:09:52.944',-,0.085,-,-,62.400,-
'9:09:52.952',-,0.111,-,-,60.000,-
'9:09:52.960',-,0.085,-,-,58.400,-
'9:09:52.968',-,0.043,-,-,56.800,-
'9:09:52.976',-,0.000,-,-,56.000,-
'9:09:52.984',-,0.000,-,-,55.200,-
'9:09:52.992',-,-0.043,-,-,54.400,-
'9:09:53.000',-,-0.060,-,-,53.600,-
'9:09:53.008',-,-0.043,-,-,53.600,-
'9:09:53.016',-,-0.043,-,-,52.800,-
'9:09:53.024',-,-0.043,-,-,52.800,-
'9:09:53.032',-,-0.043,-,-,52.000,-
'9:09:53.040',-,-0.043,-,-,52.000,-
'9:09:53.048',-,0.111,-,-,52.000,-
'9:09:53.056',-,0.359,-,-,51.200,-
'9:09:53.064',-,0.496,-,-,51.200,-
'9:09:53.072',-,0.128,-,-,51.200,-
'9:09:53.080',-,0.000,-,-,50.400,-
'9:09:53.088',-,0.060,-,-,50.400,-
'9:09:53.096',-,0.000,-,-,50.400,-
'9:09:53.104',-,-0.060,-,-,50.400,-
'9:09:53.112',-,-0.085,-,-,50.400,-
'9:09:53.120',-,-0.111,-,-,49.600,-
'9:09:53.128',-,-0.060,-,-,49.600,-
'9:09:53.136',-,-0.111,-,-,49.600,-
'9:09:53.144',-,-0.111,-,-,48.800,-
'9:09:53.152',-,-0.111,-,-,48.800,-
'9:09:53.160',-,-0.085,-,-,49.600,-
'9:09:53.168',-,-0.111,-,-,50.400,-
'9:09:53.176',-,-0.111,-,-,53.600,-
'9:09:53.184',-,-0.111,-,-,58.400,-
'9:09:53.192',-,-0.111,-,-,64.000,-
'9:09:53.200',-,-0.111,-,-,69.600,-
'9:09:53.208',-,-0.060,-,-,75.200,-
'9:09:53.216',-,-0.111,-,-,81.600,-
'9:09:53.224',-,-0.111,-,-,86.400,-
'9:09:53.232',-,-0.128,-,-,90.400,-
'9:09:53.240',-,-0.179,-,-,94.400,-
'9:09:53.248',-,-0.154,-,-,96.800,-
'9:09:53.256',-,-0.154,-,-,98.400,-
'9:09:53.264',-,-0.128,-,-,100.000,-
'9:09:53.272',-,-0.154,-,-,100.800,-
'9:09:53.280',-,-0.154,-,-,100.800,-
'9:09:53.288',-,-0.128,-,-,100.800,-
'9:09:53.296',-,-0.154,-,-,100.000,-
'9:09:53.304',-,-0.128,-,-,99.200,-
'9:09:53.312',-,-0.111,-,-,98.400,-
'9:09:53.320',-,-0.043,-,-,96.800,-
'9:09:53.328',-,-0.060,-,-,95.200,-
'9:09:53.336',-,-0.043,-,-,92.800,-
'9:09:53.344',-,-0.017,-,-,90.400,-
'9:09:53.352',-,-0.043,-,-,87.200,-
'9:09:53.360',-,0.000,-,-,84.000,-
'9:09:53.368',-,-0.017,-,-,80.000,-
'9:09:53.376',-,0.000,-,-,76.000,-
'9:09:53.384',-,0.000,-,-,72.800,-
'9:09:53.392',-,0.000,-,-,68.800,-
'9:09:53.400',-,0.017,-,-,66.400,-
'9:09:53.408',-,0.043,-,-,63.200,-
'9:09:53.416',-,0.085,-,-,61.600,-
'9:09:53.424',-,0.085,-,-,60.000,-
'9:09:53.432',-,0.085,-,-,58.400,-
'9:09:53.440',-,0.060,-,-,57.600,-
'9:09:53.448',-,0.043,-,-,56.800,-
'9:09:53.456',-,0.000,-,-,56.000,-
'9:09:53.464',-,0.000,-,-,56.000,-
'9:09:53.472',-,-0.043,-,-,55.200,-
'9:09:53.480',-,-0.043,-,-,55.200,-
'9:09:53.488',-,-0.060,-,-,54.400,-
'9:09:53.496',-,-0.043,-,-,54.400,-
'9:09:53.504',-,-0.085,-,-,53.600,-
'9:09:53.512',-,-0.060,-,-,53.600,-
'9:09:53.520',-,-0.111,-,-,53.600,-
'9:09:53.528',-,0.060,-,-,52.800,-
'9:09:53.536',-,0.265,-,-,52.000,-
'9:09:53.544',-,0.427,-,-,52.000,-
'9:09:53.552',-,0.128,-,-,51.200,-
'9:09:53.560',-,0.000,-,-,50.400,-
'9:09:53.568',-,0.111,-,-,49.600,-
'9:09:53.576',-,0.017,-,-,49.600,-
'9:09:53.584',-,0.000,-,-,48.800,-
'9:09:53.592',-,-0.060,-,-,48.000,-
'9:09:53.600',-,-0.085,-,-,47.200,-
'9:09:53.608',-,-0.085,-,-,46.400,-
'9:09:53.616',-,-0.060,-,-,45.600,-
'9:09:53.624',-,-0.043,-,-,44.800,-
'9:09:53.632',-,-0.043,-,-,44.800,-
'9:09:53.640',-,-0.060,-,-,44.000,-
'9:09:53.648',-,-0.043,-,-,44.800,-
'9:09:53.656',-,-0.017,-,-,46.400,-
'9:09:53.664',-,-0.017,-,-,49.600,-
'9:09:53.672',-,-0.043,-,-,54.400,-
'9:09:53.680',-,-0.060,-,-,59.200,-
'9:09:53.688',-,-0.060,-,-,64.800,-
'9:09:53.696',-,-0.060,-,-,70.400,-
'9:09:53.704',-,-0.060,-,-,76.000,-
'9:09:53.712',-,-0.060,-,-,80.000,-
'9:09:53.720',-,-0.085,-,-,84.000,-
'9:09:53.728',-,-0.111,-,-,87.200,-
'9:09:53.736',-,-0.085,-,-,89.600,-
'9:09:53.744',-,-0.111,-,-,91.200,-
'9:09:53.752',-,-0.111,-,-,92.800,-
'9:09:53.760',-,-0.111,-,-,92.800,-
'9:09:53.768',-,-0.043,-,-,92.800,-
'9:09:53.776',-,-0.043,-,-,92.000,-
'9:09:53.784',-,-0.043,-,-,91.200,-
'9:09:53.792',-,-0.043,-,-,89.600,-
'9:09:53.800',-,0.000,-,-,87.200,-
'9:09:53.808',-,0.000,-,-,84.800,-
'9:09:53.816',-,0.000,-,-,82.400,-
'9:09:53.824',-,0.000,-,-,79.200,-
'9:09:53.832',-,0.017,-,-,75.200,-
'9:09:53.840',-,0.060,-,-,71.200,-
'9:09:53.848',-,0.060,-,-,68.000,-
'9:09:53.856',-,0.043,-,-,64.000,-
'9:09:53.864',-,0.085,-,-,60.000,-
'9:09:53.872',-,0.111,-,-,57.600,-
'9:09:53.880',-,0.111,-,-,55.200,-
'9:09:53.888',-,0.154,-,-,52.800,-
'9:09:53.896',-,0.179,-,-,52.000,-
'9:09:53.904',-,0.154,-,-,50.400,-
'9:09:53.912',-,0.128,-,-,49.600,-
'9:09:53.920',-,0.111,-,-,48.800,-
'9:09:53.928',-,0.085,-,-,48.800,-
'9:09:53.936',-,0.085,-,-,48.000,-
'9:09:53.944',-,0.017,-,-,48.000,-
'9:09:53.952',-,0.043,-,-,47.200,-
'9:09:53.960',-,0.000,-,-,47.200,-
'9:09:53.968',-,0.017,-,-,46.400,-
'9:09:53.976',-,0.000,-,-,46.400,-
'9:09:53.984',-,0.000,-,-,45.600,-
'9:09:53.992',-,0.000,-,-,45.600,-
'9:09:54.000',-,0.043,-,-,45.600,-
'9:09:54.008',-,0.291,-,-,44.800,-
'9:09:54.016',-,0.590,-,-,44.800,-
'9:09:54.024',-,0.590,-,-,44.800,-
'9:09:54.032',-,0.179,-,-,44.000,-
'9:09:54.040',-,0.017,-,-,44.000,-
'9:09:54.048',-,0.000,-,-,44.000,-
'9:09:54.056',-,0.017,-,-,44.000,-
'9:09:54.064',-,0.000,-,-,43.200,-
'9:09:54.072',-,0.000,-,-,43.200,-
'9:09:54.080',-,-0.017,-,-,43.200,-
'9:09:54.088',-,0.000,-,-,42.400,-
'9:09:54.096',-,-0.017,-,-,42.400,-
'9:09:54.104',-,0.000,-,-,41.600,-
'9:09:54.112',-,0.000,-,-,41.600,-
'9:09:54.120',-,0.000,-,-,40.800,-
'9:09:54.128',-,0.000,-,-,41.600,-
'9:09:54.136',-,0.000,-,-,41.600,-
'9:09:54.144',-,-0.017,-,-,44.000,-
'9:09:54.152',-,0.000,-,-,47.200,-
'9:09:54.160',-,-0.017,-,-,52.000,-
'9:09:54.168',-,0.000,-,-,57.600,-
'9:09:54.176',-,-0.043,-,-,63.200,-
'9:09:54.184',-,-0.043,-,-,68.000,-
'9:09:54.192',-,-0.017,-,-,72.800,-
'9:09:54.200',-,-0.060,-,-,76.000,-
'9:09:54.208',-,-0.111,-,-,79.200,-
'9:09:54.216',-,-0.060,-,-,81.600,-
'9:09:54.224',-,-0.043,-,-,84.000,-
'9:09:54.232',-,-0.043,-,-,84.800,-
'9:09:54.240',-,-0.060,-,-,85.600,-
'9:09:54.248',-,-0.043,-,-,85.600,-
'9:09:54.256',-,-0.043,-,-,84.800,-
'9:09:54.264',-,-0.017,-,-,84.000,-
'9:09:54.272',-,0.000,-,-,82.400,-
'9:09:54.280',-,0.000,-,-,80.800,-
'9:09:54.288',-,0.000,-,-,77.600,-
'9:09:54.296',-,0.017,-,-,75.200,-
'9:09:54.304',-,0.017,-,-,72.000,-
'9:09:54.312',-,0.043,-,-,68.000,-
'9:09:54.320',-,0.043,-,-,64.800,-
'9:09:54.328',-,0.043,-,-,61.600,-
'9:09:54.336',-,0.043,-,-,58.400,-
'9:09:54.344',-,0.085,-,-,56.000,-
'9:09:54.352',-,0.085,-,-,53.600,-
'9:09:54.360',-,0.128,-,-,52.000,-
'9:09:54.368',-,0.154,-,-,51.200,-
'9:09:54.376',-,0.179,-,-,50.400,-
'9:09:54.384',-,0.128,-,-,49.600,-
'9:09:54.392',-,0.085,-,-,48.800,-
'9:09:54.400',-,0.043,-,-,48.800,-
'9:09:54.408',-,0.000,-,-,48.800,-
'9:09:54.416',-,0.000,-,-,48.000,-
'9:09:54.424',-,0.000,-,-,48.000,-
'9:09:54.432',-,0.000,-,-,48.000,-
'9:09:54.440',-,-0.017,-,-,48.000,-
'9:09:54.448',-,-0.017,-,-,47.200,-
'9:09:54.456',-,-0.017,-,-,47.200,-
'9:09:54.464',-,-0.043,-,-,47.200,-
'9:09:54.472',-,0.000,-,-,47.200,-
'9:09:54.480',-,0.222,-,-,47.200,-
'9:09:54.488',-,0.470,-,-,47.200,-
'9:09:54.496',-,0.538,-,-,46.400,-
'9:09:54.504',-,0.085,-,-,46.400,-
'9:09:54.512',-,0.000,-,-,46.400,-
'9:09:54.520',-,0.000,-,-,46.400,-
'9:09:54.528',-,0.000,-,-,46.400,-
'9:09:54.536',-,-0.043,-,-,46.400,-
'9:09:54.544',-,-0.060,-,-,46.400,-
'9:09:54.552',-,-0.085,-,-,45.600,-
'9:09:54.560',-,-0.060,-,-,45.600,-
'9:09:54.568',-,-0.085,-,-,45.600,-
'9:09:54.576',-,-0.111,-,-,44.800,-
'9:09:54.584',-,-0.060,-,-,45.600,-
'9:09:54.592',-,-0.085,-,-,45.600,-
'9:09:54.600',-,-0.060,-,-,47.200,-
'9:09:54.608',-,-0.111,-,-,51.200,-
'9:09:54.616',-,-0.085,-,-,56.000,-
'9:09:54.624',-,-0.085,-,-,61.600,-
'9:09:54.632',-,-0.111,-,-,68.000,-
'9:09:54.640',-,-0.085,-,-,73.600,-
'9:09:54.648',-,-0.111,-,-,80.000,-
'9:09:54.656',-,-0.111,-,-,84.800,-
'9:09:54.664',-,-0.111,-,-,88.800,-
'9:09:54.672',-,-0.128,-,-,92.000,-
'9:09:54.680',-,-0.085,-,-,95.200,-
'9:09:54.688',-,-0.128,-,-,96.800,-
'9:09:54.696',-,-0.154,-,-,98.400,-
'9:09:54.704',-,-0.128,-,-,99.200,-
'9:09:54.712',-,-0.154,-,-,99.200,-
'9:09:54.720',-,-0.128,-,-,99.200,-
'9:09:54.728',-,-0.111,-,-,99.200,-
'9:09:54.736',-,-0.111,-,-,98.400,-
'9:09:54.744',-,-0.085,-,-,96.800,-
'9:09:54.752',-,-0.111,-,-,95.200,-
'9:09:54.760',-,-0.043,-,-,93.600,-
'9:09:54.768',-,-0.017,-,-,91.200,-
'9:09:54.776',-,-0.017,-,-,88.800,-
'9:09:54.784',-,0.000,-,-,85.600,-
'9:09:54.792',-,0.000,-,-,81.600,-
'9:09:54.800',-,0.000,-,-,78.400,-
'9:09:54.808',-,0.060,-,-,74.400,-
'9:09:54.816',-,0.060,-,-,71.200,-
'9:09:54.824',-,0.085,-,-,67.200,-
'9:09:54.832',-,0.128,-,-,64.800,-
'9:09:54.840',-,0.128,-,-,62.400,-
'9:09:54.848',-,0.111,-,-,60.000,-
'9:09:54.856',-,0.060,-,-,58.400,-
'9:09:54.864',-,0.043,-,-,57.600,-
'9:09:54.872',-,0.000,-,-,56.800,-
'9:09:54.880',-,-0.017,-,-,56.000,-
'9:09:54.888',-,-0.043,-,-,55.200,-
'9:09:54.896',-,-0.043,-,-,55.200,-
'9:09:54.904',-,-0.043,-,-,54.400,-
'9:09:54.912',-,-0.043,-,-,54.400,-
'9:09:54.920',-,-0.043,-,-,54.400,-
'9:09:54.928',-,-0.043,-,-,53.600,-
'9:09:54.936',-,-0.043,-,-,53.600,-
'9:09:54.944',-,0.197,-,-,52.800,-
'9:09:54.952',-,0.427,-,-,52.800,-
'9:09:54.960',-,0.470,-,-,52.000,-
'9:09:54.968',-,0.000,-,-,52.000,-
'9:09:54.976',-,0.000,-,-,52.000,-
'9:09:54.984',-,0.085,-,-,51.200,-
'9:09:54.992',-,-0.017,-,-,51.200,-
'9:09:55.000',-,-0.085,-,-,50.400,-
'9:09:55.008',-,-0.128,-,-,50.400,-
'9:09:55.016',-,-0.111,-,-,50.400,-
'9:09:55.024',-,-0.128,-,-,49.600,-
