'Elapsed time','I','II','III','AVF','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mV','mmHg','mmHg'
'34:54:06.576',-,-0.032,-,-,0.008,-,78.720,-
'34:54:06.584',-,0.000,-,-,0.000,-,77.760,-
'34:54:06.592',-,0.000,-,-,0.000,-,77.760,-
'34:54:06.600',-,0.136,-,-,-0.064,-,76.320,-
'34:54:06.608',-,0.200,-,-,-0.072,-,76.320,-
'34:54:06.616',-,0.136,-,-,-0.080,-,75.360,-
'34:54:06.624',-,0.096,-,-,-0.144,-,75.360,-
'34:54:06.632',-,0.136,-,-,-0.160,-,73.920,-
'34:54:06.640',-,0.136,-,-,-0.136,-,73.920,-
'34:54:06.648',-,0.168,-,-,-0.144,-,72.960,-
'34:54:06.656',-,0.096,-,-,-0.128,-,72.960,-
'34:54:06.664',-,0.000,-,-,-0.112,-,72.960,-
'34:54:06.672',-,-0.168,-,-,-0.080,-,71.520,-
'34:54:06.680',-,-0.376,-,-,-0.024,-,71.520,-
'34:54:06.688',-,-0.544,-,-,0.024,-,71.520,-
'34:54:06.696',-,-0.616,-,-,0.072,-,70.560,-
'34:54:06.704',-,-0.480,-,-,0.104,-,70.560,-
'34:54:06.712',-,-0.344,-,-,0.080,-,70.560,-
'34:54:06.720',-,-0.168,-,-,0.064,-,70.560,-
'34:54:06.728',-,-0.064,-,-,0.048,-,69.120,-
'34:54:06.736',-,-0.064,-,-,0.048,-,69.120,-
'34:54:06.744',-,-0.032,-,-,0.048,-,69.120,-
'34:54:06.752',-,-0.064,-,-,0.064,-,69.120,-
'34:54:06.760',-,-0.032,-,-,0.072,-,69.120,-
'34:54:06.768',-,-0.064,-,-,0.064,-,69.120,-
'34:54:06.776',-,-0.032,-,-,0.072,-,70.560,-
'34:54:06.784',-,-0.064,-,-,0.072,-,71.520,-
'34:54:06.792',-,-0.032,-,-,0.064,-,75.360,-
'34:54:06.800',-,0.000,-,-,0.072,-,78.720,-
'34:54:06.808',-,-0.032,-,-,0.064,-,82.560,-
'34:54:06.816',-,-0.032,-,-,0.072,-,87.360,-
'34:54:06.824',-,-0.064,-,-,0.080,-,90.720,-
'34:54:06.832',-,-0.032,-,-,0.072,-,95.520,-
'34:54:06.840',-,-0.064,-,-,0.072,-,99.360,-
'34:54:06.848',-,0.000,-,-,0.064,-,102.720,-
'34:54:06.856',-,0.000,-,-,0.048,-,105.120,-
'34:54:06.864',-,0.064,-,-,0.032,-,107.520,-
'34:54:06.872',-,0.064,-,-,0.016,-,108.960,-
'34:54:06.880',-,0.096,-,-,0.000,-,108.960,-
'34:54:06.888',-,0.136,-,-,-0.008,-,108.960,-
'34:54:06.896',-,0.168,-,-,-0.016,-,108.960,-
'34:54:06.904',-,0.200,-,-,-0.024,-,107.520,-
'34:54:06.912',-,0.200,-,-,-0.024,-,105.120,-
'34:54:06.920',-,0.240,-,-,-0.040,-,102.720,-
'34:54:06.928',-,0.272,-,-,-0.088,-,100.320,-
'34:54:06.936',-,0.272,-,-,-0.136,-,97.920,-
'34:54:06.944',-,0.272,-,-,-0.144,-,94.560,-
'34:54:06.952',-,0.272,-,-,-0.152,-,92.160,-
'34:54:06.960',-,0.200,-,-,-0.136,-,88.320,-
'34:54:06.968',-,0.168,-,-,-0.112,-,85.920,-
'34:54:06.976',-,0.096,-,-,-0.080,-,82.560,-
'34:54:06.984',-,0.032,-,-,-0.064,-,80.160,-
'34:54:06.992',-,0.000,-,-,-0.024,-,78.720,-
'34:54:07.000',-,-0.032,-,-,-0.016,-,77.760,-
'34:54:07.008',-,-0.032,-,-,-0.016,-,77.760,-
'34:54:07.016',-,-0.064,-,-,-0.016,-,77.760,-
'34:54:07.024',-,-0.064,-,-,0.000,-,78.720,-
'34:54:07.032',-,-0.064,-,-,-0.008,-,78.720,-
'34:54:07.040',-,-0.064,-,-,-0.008,-,80.160,-
'34:54:07.048',-,-0.064,-,-,-0.008,-,81.120,-
'34:54:07.056',-,-0.064,-,-,0.000,-,82.560,-
'34:54:07.064',-,-0.064,-,-,-0.008,-,82.560,-
'34:54:07.072',-,-0.032,-,-,-0.008,-,82.560,-
'34:54:07.080',-,0.000,-,-,-0.016,-,82.560,-
'34:54:07.088',-,-0.032,-,-,-0.008,-,82.560,-
'34:54:07.096',-,0.000,-,-,0.000,-,82.560,-
'34:54:07.104',-,0.000,-,-,-0.016,-,82.560,-
'34:54:07.112',-,-0.032,-,-,0.000,-,82.560,-
'34:54:07.120',-,0.000,-,-,-0.016,-,81.120,-
'34:54:07.128',-,0.064,-,-,-0.040,-,81.120,-
'34:54:07.136',-,0.200,-,-,-0.080,-,80.160,-
'34:54:07.144',-,0.168,-,-,-0.080,-,78.720,-
'34:54:07.152',-,0.168,-,-,-0.144,-,78.720,-
'34:54:07.160',-,0.168,-,-,-0.192,-,77.760,-
'34:54:07.168',-,0.200,-,-,-0.168,-,77.760,-
'34:54:07.176',-,0.200,-,-,-0.160,-,76.320,-
'34:54:07.184',-,0.136,-,-,-0.152,-,76.320,-
'34:54:07.192',-,0.000,-,-,-0.144,-,76.320,-
'34:54:07.200',-,-0.064,-,-,-0.112,-,75.360,-
'34:54:07.208',-,-0.304,-,-,-0.064,-,75.360,-
'34:54:07.216',-,-0.544,-,-,0.008,-,75.360,-
'34:54:07.224',-,-0.616,-,-,0.048,-,75.360,-
'34:54:07.232',-,-0.616,-,-,0.088,-,75.360,-
'34:54:07.240',-,-0.408,-,-,0.080,-,75.360,-
'34:54:07.248',-,-0.240,-,-,0.048,-,75.360,-
'34:54:07.256',-,-0.096,-,-,0.024,-,73.920,-
'34:54:07.264',-,-0.064,-,-,0.032,-,73.920,-
'34:54:07.272',-,-0.064,-,-,0.024,-,73.920,-
'34:54:07.280',-,-0.064,-,-,0.032,-,73.920,-
'34:54:07.288',-,-0.064,-,-,0.048,-,73.920,-
'34:54:07.296',-,-0.064,-,-,0.048,-,75.360,-
'34:54:07.304',-,-0.064,-,-,0.048,-,76.320,-
'34:54:07.312',-,-0.064,-,-,0.032,-,77.760,-
'34:54:07.320',-,-0.064,-,-,0.048,-,81.120,-
'34:54:07.328',-,-0.064,-,-,0.048,-,84.960,-
