'Elapsed time','I','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg','mmHg'
'9:00:38.520',-,-0.043,-,-,44.000,-
'9:00:38.528',-,-0.060,-,-,47.200,-
'9:00:38.536',-,-0.085,-,-,50.400,-
'9:00:38.544',-,-0.043,-,-,56.000,-
'9:00:38.552',-,-0.043,-,-,61.600,-
'9:00:38.560',-,-0.043,-,-,67.200,-
'9:00:38.568',-,-0.043,-,-,72.800,-
'9:00:38.576',-,0.000,-,-,77.600,-
'9:00:38.584',-,-0.111,-,-,81.600,-
'9:00:38.592',-,-0.111,-,-,84.800,-
'9:00:38.600',-,-0.060,-,-,87.200,-
'9:00:38.608',-,-0.043,-,-,88.800,-
'9:00:38.616',-,-0.043,-,-,90.400,-
'9:00:38.624',-,-0.017,-,-,91.200,-
'9:00:38.632',-,-0.043,-,-,91.200,-
'9:00:38.640',-,-0.085,-,-,91.200,-
'9:00:38.648',-,-0.043,-,-,90.400,-
'9:00:38.656',-,-0.043,-,-,89.600,-
'9:00:38.664',-,0.000,-,-,88.000,-
'9:00:38.672',-,0.000,-,-,86.400,-
'9:00:38.680',-,0.000,-,-,84.000,-
'9:00:38.688',-,0.000,-,-,81.600,-
'9:00:38.696',-,0.000,-,-,78.400,-
'9:00:38.704',-,0.043,-,-,74.400,-
'9:00:38.712',-,0.043,-,-,71.200,-
'9:00:38.720',-,0.043,-,-,67.200,-
'9:00:38.728',-,0.060,-,-,64.000,-
'9:00:38.736',-,0.085,-,-,61.600,-
'9:00:38.744',-,0.179,-,-,58.400,-
'9:00:38.752',-,0.154,-,-,56.000,-
'9:00:38.760',-,0.179,-,-,54.400,-
'9:00:38.768',-,0.128,-,-,53.600,-
'9:00:38.776',-,0.111,-,-,52.000,-
'9:00:38.784',-,0.060,-,-,51.200,-
'9:00:38.792',-,0.017,-,-,50.400,-
'9:00:38.800',-,0.043,-,-,50.400,-
'9:00:38.808',-,0.000,-,-,49.600,-
'9:00:38.816',-,-0.017,-,-,49.600,-
'9:00:38.824',-,-0.043,-,-,48.800,-
'9:00:38.832',-,0.000,-,-,48.800,-
'9:00:38.840',-,0.000,-,-,48.000,-
'9:00:38.848',-,-0.043,-,-,48.000,-
'9:00:38.856',-,-0.043,-,-,48.000,-
'9:00:38.864',-,0.222,-,-,47.200,-
'9:00:38.872',-,0.470,-,-,47.200,-
'9:00:38.880',-,0.538,-,-,47.200,-
'9:00:38.888',-,0.128,-,-,47.200,-
'9:00:38.896',-,0.043,-,-,46.400,-
'9:00:38.904',-,0.000,-,-,46.400,-
'9:00:38.912',-,0.043,-,-,46.400,-
'9:00:38.920',-,-0.017,-,-,46.400,-
'9:00:38.928',-,-0.043,-,-,46.400,-
'9:00:38.936',-,-0.017,-,-,45.600,-
'9:00:38.944',-,-0.017,-,-,45.600,-
'9:00:38.952',-,0.000,-,-,44.800,-
'9:00:38.960',-,0.000,-,-,44.800,-
'9:00:38.968',-,-0.017,-,-,44.800,-
'9:00:38.976',-,-0.043,-,-,45.600,-
'9:00:38.984',-,0.000,-,-,47.200,-
'9:00:38.992',-,-0.017,-,-,49.600,-
'9:00:39.000',-,-0.043,-,-,54.400,-
'9:00:39.008',-,-0.017,-,-,60.000,-
'9:00:39.016',-,0.000,-,-,66.400,-
'9:00:39.024',-,-0.043,-,-,72.800,-
'9:00:39.032',-,-0.043,-,-,78.400,-
'9:00:39.040',-,-0.060,-,-,83.200,-
'9:00:39.048',-,-0.060,-,-,86.400,-
'9:00:39.056',-,-0.085,-,-,89.600,-
'9:00:39.064',-,-0.043,-,-,92.000,-
'9:00:39.072',-,-0.085,-,-,93.600,-
'9:00:39.080',-,-0.060,-,-,94.400,-
'9:00:39.088',-,-0.043,-,-,95.200,-
'9:00:39.096',-,-0.043,-,-,96.000,-
'9:00:39.104',-,-0.043,-,-,95.200,-
'9:00:39.112',-,-0.017,-,-,95.200,-
'9:00:39.120',-,-0.043,-,-,94.400,-
'9:00:39.128',-,-0.017,-,-,93.600,-
'9:00:39.136',-,0.000,-,-,92.000,-
'9:00:39.144',-,0.000,-,-,89.600,-
'9:00:39.152',-,0.000,-,-,87.200,-
'9:00:39.160',-,0.000,-,-,84.800,-
'9:00:39.168',-,0.017,-,-,81.600,-
'9:00:39.176',-,0.017,-,-,77.600,-
'9:00:39.184',-,0.043,-,-,74.400,-
'9:00:39.192',-,0.043,-,-,70.400,-
'9:00:39.200',-,0.060,-,-,67.200,-
'9:00:39.208',-,0.085,-,-,64.800,-
'9:00:39.216',-,0.085,-,-,61.600,-
'9:00:39.224',-,0.085,-,-,60.000,-
'9:00:39.232',-,0.111,-,-,57.600,-
'9:00:39.240',-,0.111,-,-,56.000,-
'9:00:39.248',-,0.085,-,-,55.200,-
'9:00:39.256',-,0.017,-,-,54.400,-
'9:00:39.264',-,-0.017,-,-,53.600,-
'9:00:39.272',-,0.000,-,-,52.800,-
'9:00:39.280',-,0.000,-,-,52.800,-
'9:00:39.288',-,-0.017,-,-,52.000,-
'9:00:39.296',-,-0.017,-,-,52.000,-
'9:00:39.304',-,0.000,-,-,51.200,-
'9:00:39.312',-,0.000,-,-,51.200,-
'9:00:39.320',-,-0.043,-,-,50.400,-
'9:00:39.328',-,0.000,-,-,49.600,-
'9:00:39.336',-,0.197,-,-,49.600,-
'9:00:39.344',-,0.470,-,-,48.800,-
'9:00:39.352',-,0.470,-,-,48.800,-
'9:00:39.360',-,0.000,-,-,48.000,-
'9:00:39.368',-,-0.043,-,-,47.200,-
'9:00:39.376',-,0.000,-,-,47.200,-
'9:00:39.384',-,0.000,-,-,46.400,-
'9:00:39.392',-,-0.060,-,-,46.400,-
'9:00:39.400',-,-0.111,-,-,45.600,-
'9:00:39.408',-,-0.111,-,-,45.600,-
'9:00:39.416',-,-0.111,-,-,44.800,-
'9:00:39.424',-,-0.085,-,-,44.800,-
'9:00:39.432',-,-0.085,-,-,44.800,-
'9:00:39.440',-,-0.085,-,-,44.800,-
'9:00:39.448',-,-0.111,-,-,46.400,-
'9:00:39.456',-,-0.085,-,-,48.800,-
'9:00:39.464',-,-0.060,-,-,52.800,-
'9:00:39.472',-,-0.060,-,-,58.400,-
'9:00:39.480',-,-0.060,-,-,65.600,-
'9:00:39.488',-,-0.085,-,-,72.000,-
'9:00:39.496',-,-0.060,-,-,78.400,-
'9:00:39.504',-,-0.085,-,-,83.200,-
'9:00:39.512',-,-0.060,-,-,88.000,-
'9:00:39.520',-,-0.085,-,-,91.200,-
'9:00:39.528',-,-0.111,-,-,93.600,-
'9:00:39.536',-,-0.111,-,-,96.000,-
'9:00:39.544',-,-0.111,-,-,97.600,-
'9:00:39.552',-,-0.111,-,-,98.400,-
'9:00:39.560',-,-0.111,-,-,99.200,-
'9:00:39.568',-,-0.111,-,-,99.200,-
'9:00:39.576',-,-0.111,-,-,98.400,-
'9:00:39.584',-,-0.085,-,-,97.600,-
'9:00:39.592',-,-0.060,-,-,96.800,-
'9:00:39.600',-,-0.085,-,-,96.000,-
'9:00:39.608',-,-0.043,-,-,94.400,-
'9:00:39.616',-,-0.043,-,-,92.000,-
'9:00:39.624',-,0.000,-,-,89.600,-
'9:00:39.632',-,0.000,-,-,87.200,-
