'Elapsed time','I','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg','mmHg'
'9:06:47.520',-,-0.043,-,-,81.600,-
'9:06:47.528',-,-0.043,-,-,86.400,-
'9:06:47.536',-,-0.060,-,-,90.400,-
'9:06:47.544',-,-0.085,-,-,93.600,-
'9:06:47.552',-,-0.111,-,-,95.200,-
'9:06:47.560',-,-0.085,-,-,96.800,-
'9:06:47.568',-,-0.111,-,-,97.600,-
'9:06:47.576',-,-0.085,-,-,98.400,-
'9:06:47.584',-,-0.085,-,-,98.400,-
'9:06:47.592',-,-0.060,-,-,97.600,-
'9:06:47.600',-,-0.085,-,-,97.600,-
'9:06:47.608',-,-0.043,-,-,96.000,-
'9:06:47.616',-,-0.043,-,-,95.200,-
'9:06:47.624',-,0.000,-,-,93.600,-
'9:06:47.632',-,0.000,-,-,91.200,-
'9:06:47.640',-,0.000,-,-,88.800,-
'9:06:47.648',-,0.000,-,-,84.800,-
'9:06:47.656',-,0.000,-,-,81.600,-
'9:06:47.664',-,0.000,-,-,77.600,-
'9:06:47.672',-,0.017,-,-,73.600,-
'9:06:47.680',-,0.043,-,-,70.400,-
'9:06:47.688',-,0.060,-,-,66.400,-
'9:06:47.696',-,0.085,-,-,63.200,-
'9:06:47.704',-,0.085,-,-,60.800,-
'9:06:47.712',-,0.085,-,-,58.400,-
'9:06:47.720',-,0.111,-,-,56.000,-
'9:06:47.728',-,0.060,-,-,55.200,-
'9:06:47.736',-,0.043,-,-,53.600,-
'9:06:47.744',-,0.000,-,-,52.800,-
'9:06:47.752',-,-0.043,-,-,52.000,-
'9:06:47.760',-,-0.043,-,-,51.200,-
'9:06:47.768',-,-0.060,-,-,51.200,-
'9:06:47.776',-,-0.085,-,-,50.400,-
'9:06:47.784',-,-0.060,-,-,50.400,-
'9:06:47.792',-,-0.085,-,-,50.400,-
'9:06:47.800',-,-0.060,-,-,49.600,-
'9:06:47.808',-,-0.085,-,-,49.600,-
'9:06:47.816',-,0.017,-,-,49.600,-
'9:06:47.824',-,0.248,-,-,48.800,-
'9:06:47.832',-,0.427,-,-,48.800,-
'9:06:47.840',-,0.179,-,-,48.800,-
'9:06:47.848',-,-0.060,-,-,48.000,-
'9:06:47.856',-,0.017,-,-,48.000,-
'9:06:47.864',-,-0.017,-,-,47.200,-
'9:06:47.872',-,-0.060,-,-,47.200,-
'9:06:47.880',-,-0.111,-,-,47.200,-
'9:06:47.888',-,-0.128,-,-,47.200,-
'9:06:47.896',-,-0.128,-,-,46.400,-
'9:06:47.904',-,-0.111,-,-,46.400,-
'9:06:47.912',-,-0.128,-,-,46.400,-
'9:06:47.920',-,-0.128,-,-,46.400,-
'9:06:47.928',-,-0.111,-,-,47.200,-
'9:06:47.936',-,-0.111,-,-,48.000,-
'9:06:47.944',-,-0.128,-,-,51.200,-
'9:06:47.952',-,-0.128,-,-,56.000,-
'9:06:47.960',-,-0.111,-,-,60.800,-
'9:06:47.968',-,-0.111,-,-,67.200,-
'9:06:47.976',-,-0.111,-,-,72.800,-
'9:06:47.984',-,-0.111,-,-,79.200,-
'9:06:47.992',-,-0.154,-,-,84.000,-
'9:06:48.000',-,-0.154,-,-,88.800,-
'9:06:48.008',-,-0.128,-,-,92.800,-
'9:06:48.016',-,-0.154,-,-,95.200,-
'9:06:48.024',-,-0.179,-,-,97.600,-
'9:06:48.032',-,-0.154,-,-,99.200,-
'9:06:48.040',-,-0.154,-,-,100.800,-
'9:06:48.048',-,-0.154,-,-,100.800,-
'9:06:48.056',-,-0.154,-,-,100.800,-
'9:06:48.064',-,-0.128,-,-,100.000,-
'9:06:48.072',-,-0.128,-,-,99.200,-
'9:06:48.080',-,-0.111,-,-,98.400,-
'9:06:48.088',-,-0.085,-,-,96.800,-
'9:06:48.096',-,-0.085,-,-,95.200,-
'9:06:48.104',-,-0.060,-,-,93.600,-
'9:06:48.112',-,-0.043,-,-,91.200,-
'9:06:48.120',-,-0.043,-,-,88.000,-
'9:06:48.128',-,-0.017,-,-,84.800,-
'9:06:48.136',-,0.000,-,-,81.600,-
'9:06:48.144',-,-0.017,-,-,77.600,-
'9:06:48.152',-,0.000,-,-,73.600,-
'9:06:48.160',-,0.000,-,-,69.600,-
'9:06:48.168',-,0.000,-,-,65.600,-
'9:06:48.176',-,0.017,-,-,62.400,-
'9:06:48.184',-,0.043,-,-,59.200,-
'9:06:48.192',-,0.060,-,-,56.800,-
'9:06:48.200',-,0.043,-,-,55.200,-
'9:06:48.208',-,0.017,-,-,53.600,-
'9:06:48.216',-,0.000,-,-,52.000,-
'9:06:48.224',-,-0.043,-,-,51.200,-
'9:06:48.232',-,-0.060,-,-,50.400,-
'9:06:48.240',-,-0.085,-,-,50.400,-
'9:06:48.248',-,-0.060,-,-,49.600,-
'9:06:48.256',-,-0.085,-,-,49.600,-
'9:06:48.264',-,-0.085,-,-,49.600,-
'9:06:48.272',-,-0.043,-,-,49.600,-
'9:06:48.280',-,-0.085,-,-,48.800,-
'9:06:48.288',-,-0.111,-,-,48.800,-
'9:06:48.296',-,0.043,-,-,48.800,-
'9:06:48.304',-,0.291,-,-,48.800,-
'9:06:48.312',-,0.427,-,-,48.000,-
'9:06:48.320',-,0.128,-,-,48.000,-
'9:06:48.328',-,0.000,-,-,48.000,-
'9:06:48.336',-,0.017,-,-,48.000,-
