'Elapsed time','II','V','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'35:36:21.072',-0.036,0.000,68.000,-
'35:36:21.080',-0.036,0.024,67.200,-
'35:36:21.088',0.000,0.000,67.200,-
'35:36:21.096',0.226,-0.244,66.400,-
'35:36:21.104',0.857,-0.634,65.600,-
'35:36:21.112',1.679,-1.073,65.600,-
'35:36:21.120',2.036,-1.244,64.800,-
'35:36:21.128',1.679,-0.963,64.800,-
'35:36:21.136',0.679,-0.439,64.000,-
'35:36:21.144',0.000,-0.049,64.000,-
'35:36:21.152',-0.226,0.110,63.200,-
'35:36:21.160',-0.310,0.134,62.400,-
'35:36:21.168',-0.310,0.134,62.400,-
'35:36:21.176',-0.262,0.159,62.400,-
'35:36:21.184',-0.310,0.159,61.600,-
'35:36:21.192',-0.310,0.159,61.600,-
'35:36:21.200',-0.310,0.134,62.400,-
'35:36:21.208',-0.262,0.134,64.000,-
'35:36:21.216',-0.310,0.134,68.800,-
'35:36:21.224',-0.262,0.110,76.800,-
'35:36:21.232',-0.310,0.134,88.000,-
'35:36:21.240',-0.226,0.110,97.600,-
'35:36:21.248',-0.310,0.110,103.200,-
'35:36:21.256',-0.226,0.110,105.600,-
'35:36:21.264',-0.226,0.110,107.200,-
'35:36:21.272',-0.226,0.073,111.200,-
'35:36:21.280',-0.179,0.110,115.200,-
'35:36:21.288',-0.226,0.073,117.600,-
'35:36:21.296',-0.179,0.049,118.400,-
'35:36:21.304',-0.083,0.049,120.800,-
'35:36:21.312',0.000,0.049,123.200,-
'35:36:21.320',0.000,0.000,124.800,-
'35:36:21.328',-0.083,-0.024,126.400,-
'35:36:21.336',0.000,-0.049,127.200,-
'35:36:21.344',0.036,-0.049,127.200,-
'35:36:21.352',0.036,-0.073,128.000,-
'35:36:21.360',0.000,-0.110,127.200,-
'35:36:21.368',0.036,-0.073,127.200,-
'35:36:21.376',0.000,-0.049,126.400,-
'35:36:21.384',0.036,-0.049,124.800,-
'35:36:21.392',0.000,-0.049,123.200,-
'35:36:21.400',0.000,-0.049,120.800,-
'35:36:21.408',0.000,-0.024,117.600,-
'35:36:21.416',-0.036,0.000,114.400,-
'35:36:21.424',0.000,0.000,110.400,-
'35:36:21.432',-0.036,0.000,106.400,-
'35:36:21.440',-0.036,0.000,101.600,-
'35:36:21.448',-0.083,0.000,96.800,-
'35:36:21.456',-0.083,0.024,93.600,-
'35:36:21.464',-0.083,0.049,91.200,-
'35:36:21.472',-0.083,0.024,90.400,-
'35:36:21.480',-0.083,0.049,89.600,-
'35:36:21.488',-0.083,0.024,88.000,-
'35:36:21.496',-0.083,0.049,85.600,-
'35:36:21.504',-0.083,0.024,83.200,-
'35:36:21.512',-0.083,0.049,82.400,-
'35:36:21.520',-0.036,0.049,81.600,-
'35:36:21.528',0.000,0.024,80.800,-
'35:36:21.536',0.000,0.049,79.200,-
'35:36:21.544',0.000,0.000,78.400,-
'35:36:21.552',0.000,0.000,77.600,-
'35:36:21.560',0.000,0.000,77.600,-
'35:36:21.568',0.000,0.000,76.800,-
'35:36:21.576',0.000,-0.024,76.000,-
'35:36:21.584',0.000,0.000,75.200,-
'35:36:21.592',0.000,-0.024,74.400,-
'35:36:21.600',0.000,0.000,74.400,-
'35:36:21.608',-0.083,0.000,73.600,-
'35:36:21.616',-0.036,0.000,73.600,-
'35:36:21.624',-0.036,0.000,72.800,-
'35:36:21.632',-0.036,0.000,72.000,-
'35:36:21.640',-0.083,0.000,72.000,-
'35:36:21.648',-0.036,0.000,71.200,-
'35:36:21.656',-0.036,0.000,70.400,-
'35:36:21.664',-0.083,0.000,69.600,-
'35:36:21.672',0.000,0.000,69.600,-
'35:36:21.680',-0.036,0.049,68.800,-
'35:36:21.688',0.036,-0.049,68.800,-
'35:36:21.696',0.310,-0.329,68.000,-
'35:36:21.704',1.083,-0.744,68.000,-
'35:36:21.712',1.905,-1.183,67.200,-
'35:36:21.720',2.036,-1.268,67.200,-
'35:36:21.728',1.405,-0.854,66.400,-
'35:36:21.736',0.500,-0.354,65.600,-
'35:36:21.744',-0.083,-0.024,65.600,-
'35:36:21.752',-0.310,0.110,64.800,-
'35:36:21.760',-0.310,0.159,64.000,-
'35:36:21.768',-0.310,0.159,64.000,-
'35:36:21.776',-0.310,0.159,63.200,-
'35:36:21.784',-0.310,0.159,63.200,-
'35:36:21.792',-0.310,0.159,63.200,-
'35:36:21.800',-0.310,0.159,64.000,-
'35:36:21.808',-0.262,0.159,66.400,-
'35:36:21.816',-0.310,0.159,72.000,-
'35:36:21.824',-0.262,0.134,81.600,-
'35:36:21.832',-0.310,0.134,92.800,-
'35:36:21.840',-0.226,0.134,101.600,-
'35:36:21.848',-0.226,0.110,106.400,-
'35:36:21.856',-0.226,0.110,108.800,-
'35:36:21.864',-0.226,0.110,111.200,-
'35:36:21.872',-0.226,0.110,114.400,-
'35:36:21.880',-0.226,0.110,117.600,-
'35:36:21.888',-0.226,0.073,120.000,-
'35:36:21.896',-0.179,0.073,120.800,-
'35:36:21.904',-0.083,0.049,123.200,-
'35:36:21.912',-0.131,0.024,125.600,-
'35:36:21.920',-0.083,0.000,127.200,-
'35:36:21.928',-0.036,0.000,128.800,-
'35:36:21.936',0.000,-0.049,128.800,-
'35:36:21.944',0.000,-0.024,129.600,-
'35:36:21.952',0.000,-0.049,129.600,-
'35:36:21.960',0.000,-0.049,128.800,-
'35:36:21.968',0.000,-0.049,128.000,-
'35:36:21.976',0.000,-0.049,126.400,-
'35:36:21.984',0.000,-0.049,124.800,-
'35:36:21.992',0.000,-0.024,123.200,-
'35:36:22.000',0.000,-0.024,120.800,-
'35:36:22.008',-0.083,0.000,117.600,-
'35:36:22.016',-0.036,0.000,113.600,-
'35:36:22.024',-0.083,0.000,109.600,-
'35:36:22.032',-0.083,0.024,105.600,-
'35:36:22.040',-0.083,0.000,100.800,-
'35:36:22.048',-0.083,0.024,96.800,-
'35:36:22.056',-0.083,0.024,93.600,-
'35:36:22.064',-0.083,0.049,91.200,-
'35:36:22.072',-0.083,0.024,90.400,-
'35:36:22.080',-0.131,0.049,89.600,-
'35:36:22.088',-0.083,0.049,88.000,-
'35:36:22.096',-0.179,0.049,84.800,-
'35:36:22.104',-0.131,0.024,83.200,-
'35:36:22.112',-0.036,0.049,82.400,-
'35:36:22.120',-0.036,0.049,81.600,-
'35:36:22.128',0.000,0.049,80.800,-
'35:36:22.136',0.000,0.024,79.200,-
'35:36:22.144',0.000,0.000,78.400,-
'35:36:22.152',-0.036,0.000,77.600,-
'35:36:22.160',0.000,0.000,77.600,-
'35:36:22.168',0.000,0.000,76.800,-
'35:36:22.176',0.000,0.000,76.000,-
'35:36:22.184',0.000,-0.024,75.200,-
'35:36:22.192',-0.036,0.000,75.200,-
'35:36:22.200',-0.083,0.000,74.400,-
'35:36:22.208',-0.083,0.000,73.600,-
'35:36:22.216',-0.036,0.000,72.800,-
'35:36:22.224',-0.036,0.000,72.800,-
'35:36:22.232',-0.083,0.000,72.000,-
'35:36:22.240',-0.083,0.000,71.200,-
'35:36:22.248',-0.083,0.024,71.200,-
'35:36:22.256',-0.083,0.000,70.400,-
'35:36:22.264',-0.083,0.024,69.600,-
'35:36:22.272',-0.036,0.049,69.600,-
'35:36:22.280',-0.036,0.000,68.800,-
'35:36:22.288',0.083,-0.183,68.800,-
'35:36:22.296',0.583,-0.610,68.000,-
'35:36:22.304',1.405,-1.073,67.200,-
'35:36:22.312',1.905,-1.268,67.200,-
'35:36:22.320',1.631,-1.024,66.400,-
'35:36:22.328',0.857,-0.549,66.400,-
'35:36:22.336',0.131,-0.134,65.600,-
'35:36:22.344',-0.226,0.073,64.800,-
'35:36:22.352',-0.262,0.134,64.800,-
'35:36:22.360',-0.310,0.159,64.000,-
'35:36:22.368',-0.357,0.159,64.000,-
'35:36:22.376',-0.310,0.159,64.000,-
'35:36:22.384',-0.310,0.159,64.000,-
'35:36:22.392',-0.262,0.159,64.000,-
'35:36:22.400',-0.262,0.159,65.600,-
'35:36:22.408',-0.262,0.159,70.400,-
'35:36:22.416',-0.262,0.159,79.200,-
'35:36:22.424',-0.226,0.134,90.400,-
'35:36:22.432',-0.226,0.134,100.800,-
'35:36:22.440',-0.226,0.110,107.200,-
'35:36:22.448',-0.226,0.134,109.600,-
'35:36:22.456',-0.131,0.134,111.200,-
'35:36:22.464',-0.226,0.134,115.200,-
'35:36:22.472',-0.131,0.110,118.400,-
'35:36:22.480',-0.226,0.073,120.800,-
'35:36:22.488',-0.131,0.049,122.400,-
'35:36:22.496',-0.226,0.049,124.800,-
'35:36:22.504',-0.179,0.049,127.200,-
'35:36:22.512',-0.083,0.000,129.600,-
'35:36:22.520',-0.083,0.000,130.400,-
'35:36:22.528',0.000,0.000,131.200,-
'35:36:22.536',0.000,-0.049,131.200,-
'35:36:22.544',0.000,-0.024,132.000,-
'35:36:22.552',0.000,-0.049,131.200,-
'35:36:22.560',0.000,-0.049,130.400,-
'35:36:22.568',0.000,-0.049,128.800,-
'35:36:22.576',0.000,-0.049,127.200,-
'35:36:22.584',0.000,-0.049,125.600,-
'35:36:22.592',-0.036,-0.024,123.200,-
'35:36:22.600',0.000,0.000,120.000,-
'35:36:22.608',-0.036,-0.024,116.800,-
'35:36:22.616',0.000,0.024,112.800,-
'35:36:22.624',-0.083,0.000,108.800,-
'35:36:22.632',-0.083,0.000,104.000,-
'35:36:22.640',-0.131,0.000,100.000,-
'35:36:22.648',-0.131,0.024,96.000,-
'35:36:22.656',-0.131,0.000,92.800,-
'35:36:22.664',-0.083,0.049,91.200,-
'35:36:22.672',-0.083,0.049,90.400,-
'35:36:22.680',-0.083,0.024,89.600,-
'35:36:22.688',-0.131,0.049,87.200,-
'35:36:22.696',-0.083,0.049,84.800,-
'35:36:22.704',-0.083,0.049,83.200,-
'35:36:22.712',-0.083,0.049,82.400,-
'35:36:22.720',0.000,0.049,81.600,-
'35:36:22.728',-0.036,0.049,80.800,-
'35:36:22.736',0.000,0.000,79.200,-
'35:36:22.744',0.000,0.000,78.400,-
'35:36:22.752',0.000,0.000,77.600,-
'35:36:22.760',0.000,0.000,77.600,-
'35:36:22.768',-0.036,0.000,76.800,-
'35:36:22.776',-0.036,-0.024,76.000,-
'35:36:22.784',0.000,-0.024,75.200,-
'35:36:22.792',0.000,0.000,75.200,-
'35:36:22.800',0.000,0.024,74.400,-
'35:36:22.808',0.000,0.000,73.600,-
'35:36:22.816',-0.083,0.000,72.800,-
'35:36:22.824',-0.131,0.000,72.800,-
'35:36:22.832',-0.083,0.000,72.000,-
'35:36:22.840',-0.083,0.000,71.200,-
'35:36:22.848',-0.083,0.000,71.200,-
'35:36:22.856',-0.036,0.000,70.400,-
'35:36:22.864',-0.036,0.000,69.600,-
'35:36:22.872',-0.083,0.000,69.600,-
'35:36:22.880',0.000,0.000,68.800,-
'35:36:22.888',0.131,-0.244,68.800,-
'35:36:22.896',0.679,-0.659,68.000,-
'35:36:22.904',1.500,-1.159,68.000,-
'35:36:22.912',1.857,-1.268,67.200,-
'35:36:22.920',1.583,-0.988,66.400,-
'35:36:22.928',0.762,-0.488,66.400,-
'35:36:22.936',0.083,-0.134,65.600,-
'35:36:22.944',-0.262,0.049,64.800,-
'35:36:22.952',-0.310,0.134,64.800,-
'35:36:22.960',-0.310,0.159,64.000,-
'35:36:22.968',-0.262,0.134,64.000,-
'35:36:22.976',-0.310,0.110,64.000,-
'35:36:22.984',-0.262,0.159,64.000,-
'35:36:22.992',-0.262,0.110,64.000,-
'35:36:23.000',-0.226,0.134,65.600,-
'35:36:23.008',-0.226,0.110,70.400,-
'35:36:23.016',-0.262,0.159,80.000,-
'35:36:23.024',-0.226,0.110,91.200,-
'35:36:23.032',-0.226,0.110,101.600,-
'35:36:23.040',-0.226,0.073,107.200,-
'35:36:23.048',-0.226,0.110,109.600,-
'35:36:23.056',-0.226,0.049,111.200,-
'35:36:23.064',-0.179,0.049,115.200,-
'35:36:23.072',-0.226,0.110,119.200,-
'35:36:23.080',-0.226,0.049,120.800,-
'35:36:23.088',-0.131,0.024,122.400,-
'35:36:23.096',-0.083,0.049,124.000,-
'35:36:23.104',-0.131,0.073,126.400,-
'35:36:23.112',-0.036,-0.024,128.800,-
'35:36:23.120',-0.036,-0.049,129.600,-
'35:36:23.128',0.000,0.000,130.400,-
'35:36:23.136',0.000,-0.110,130.400,-
'35:36:23.144',0.000,-0.110,131.200,-
'35:36:23.152',0.000,-0.073,130.400,-
'35:36:23.160',0.000,-0.134,129.600,-
'35:36:23.168',0.000,-0.134,128.800,-
'35:36:23.176',0.000,-0.110,126.400,-
'35:36:23.184',-0.036,-0.049,124.800,-
'35:36:23.192',0.000,-0.049,122.400,-
'35:36:23.200',-0.036,0.000,119.200,-
'35:36:23.208',-0.036,0.000,116.000,-
'35:36:23.216',-0.036,0.000,112.000,-
'35:36:23.224',-0.083,-0.049,107.200,-
'35:36:23.232',-0.083,0.000,103.200,-
'35:36:23.240',-0.083,0.024,98.400,-
'35:36:23.248',-0.131,0.000,94.400,-
'35:36:23.256',-0.036,0.000,92.000,-
'35:36:23.264',-0.083,0.000,90.400,-
'35:36:23.272',-0.083,0.024,90.400,-
'35:36:23.280',-0.083,0.049,88.800,-
'35:36:23.288',-0.131,0.000,86.400,-
'35:36:23.296',-0.131,0.000,84.000,-
'35:36:23.304',-0.083,0.000,83.200,-
'35:36:23.312',0.000,0.024,82.400,-
'35:36:23.320',0.036,0.049,81.600,-
'35:36:23.328',0.000,0.000,80.000,-
'35:36:23.336',0.000,0.000,79.200,-
'35:36:23.344',0.000,0.000,78.400,-
'35:36:23.352',0.000,-0.049,77.600,-
'35:36:23.360',-0.036,-0.110,76.800,-
'35:36:23.368',0.000,-0.049,76.800,-
'35:36:23.376',-0.036,-0.073,76.000,-
'35:36:23.384',0.000,-0.049,75.200,-
'35:36:23.392',-0.036,-0.024,74.400,-
'35:36:23.400',-0.036,0.000,74.400,-
'35:36:23.408',-0.083,0.000,73.600,-
'35:36:23.416',-0.083,0.000,72.800,-
'35:36:23.424',-0.083,0.000,72.000,-
'35:36:23.432',0.000,0.000,71.200,-
'35:36:23.440',-0.036,0.024,71.200,-
'35:36:23.448',-0.083,0.000,70.400,-
'35:36:23.456',0.036,0.000,70.400,-
'35:36:23.464',-0.036,0.000,69.600,-
'35:36:23.472',-0.083,0.024,69.600,-
'35:36:23.480',0.036,-0.134,68.800,-
'35:36:23.488',0.262,-0.463,68.800,-
'35:36:23.496',1.036,-0.915,68.000,-
'35:36:23.504',1.762,-1.305,68.000,-
'35:36:23.512',1.857,-1.329,67.200,-
'35:36:23.520',1.262,-0.805,67.200,-
'35:36:23.528',0.357,-0.329,66.400,-
'35:36:23.536',-0.083,0.000,65.600,-
'35:36:23.544',-0.310,0.110,65.600,-
'35:36:23.552',-0.310,0.134,64.800,-
'35:36:23.560',-0.310,0.134,64.800,-
'35:36:23.568',-0.262,0.159,64.800,-
'35:36:23.576',-0.310,0.134,64.000,-
'35:36:23.584',-0.262,0.159,64.800,-
'35:36:23.592',-0.262,0.134,65.600,-
'35:36:23.600',-0.262,0.134,68.800,-
'35:36:23.608',-0.310,0.110,75.200,-
'35:36:23.616',-0.226,0.134,85.600,-
'35:36:23.624',-0.226,0.110,96.800,-
'35:36:23.632',-0.226,0.110,104.800,-
'35:36:23.640',-0.262,0.110,108.800,-
'35:36:23.648',-0.179,0.110,111.200,-
'35:36:23.656',-0.226,0.073,113.600,-
'35:36:23.664',-0.226,0.110,117.600,-
'35:36:23.672',-0.179,0.073,120.800,-
'35:36:23.680',-0.226,0.049,122.400,-
'35:36:23.688',-0.179,0.049,124.000,-
'35:36:23.696',-0.036,0.024,125.600,-
'35:36:23.704',-0.083,0.000,128.000,-
'35:36:23.712',-0.036,0.000,130.400,-
'35:36:23.720',0.000,-0.024,131.200,-
'35:36:23.728',0.000,-0.049,131.200,-
'35:36:23.736',0.000,-0.073,132.000,-
'35:36:23.744',0.000,-0.073,132.000,-
'35:36:23.752',0.000,-0.110,131.200,-
'35:36:23.760',0.036,-0.110,130.400,-
'35:36:23.768',0.000,-0.110,128.800,-
'35:36:23.776',0.036,-0.049,127.200,-
'35:36:23.784',0.000,-0.049,124.800,-
'35:36:23.792',-0.036,-0.049,121.600,-
'35:36:23.800',0.000,-0.049,118.400,-
'35:36:23.808',-0.036,-0.024,115.200,-
'35:36:23.816',0.000,0.000,110.400,-
