'Elapsed time','II','AVF','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'54:09:54.352',-0.024,-0.024,28.800,-
'54:09:54.360',-0.016,-0.024,28.800,-
'54:09:54.368',-0.040,-0.024,28.800,-
'54:09:54.376',-0.016,-0.024,28.800,-
'54:09:54.384',-0.040,-0.024,28.800,-
'54:09:54.392',-0.024,-0.024,28.800,-
'54:09:54.400',-0.040,-0.024,28.800,-
'54:09:54.408',-0.016,-0.024,28.800,-
'54:09:54.416',-0.032,-0.024,28.800,-
'54:09:54.424',-0.024,-0.024,28.800,-
'54:09:54.432',-0.032,-0.024,28.800,-
'54:09:54.440',-0.016,-0.024,28.800,-
'54:09:54.448',-0.040,-0.024,28.800,-
'54:09:54.456',-0.024,-0.016,28.800,-
'54:09:54.464',-0.040,-0.016,28.800,-
'54:09:54.472',-0.008,-0.016,28.800,-
'54:09:54.480',-0.032,-0.016,28.800,-
'54:09:54.488',-0.016,-0.008,28.800,-
'54:09:54.496',-0.024,-0.008,28.800,-
'54:09:54.504',-0.016,-0.008,28.800,-
'54:09:54.512',-0.032,-0.016,28.800,-
'54:09:54.520',-0.016,-0.008,28.800,-
'54:09:54.528',-0.024,-0.008,28.800,-
'54:09:54.536',-0.016,-0.008,28.800,-
'54:09:54.544',-0.008,-0.008,28.800,-
'54:09:54.552',-0.032,-0.008,28.800,-
'54:09:54.560',-0.016,-0.008,28.800,-
'54:09:54.568',-0.024,-0.008,28.800,-
'54:09:54.576',-0.008,-0.008,28.800,-
'54:09:54.584',-0.032,-0.008,28.800,-
'54:09:54.592',-0.016,-0.008,28.800,-
'54:09:54.600',-0.032,-0.008,28.800,-
'54:09:54.608',-0.016,-0.008,28.800,-
'54:09:54.616',-0.032,-0.008,28.800,-
'54:09:54.624',-0.016,-0.008,28.800,-
'54:09:54.632',-0.024,-0.008,28.800,-
'54:09:54.640',-0.016,0.000,28.800,-
'54:09:54.648',-0.032,0.000,28.800,-
'54:09:54.656',-0.016,0.000,28.800,-
'54:09:54.664',-0.032,0.000,28.800,-
'54:09:54.672',-0.016,0.000,28.800,-
'54:09:54.680',-0.032,0.000,28.800,-
'54:09:54.688',-0.016,0.000,28.800,-
'54:09:54.696',-0.032,0.000,28.800,-
'54:09:54.704',-0.016,0.000,28.800,-
'54:09:54.712',-0.032,0.000,28.800,-
'54:09:54.720',-0.040,0.000,28.800,-
'54:09:54.728',-0.008,0.000,28.800,-
'54:09:54.736',-0.024,0.000,28.800,-
'54:09:54.744',-0.016,0.000,28.800,-
'54:09:54.752',-0.032,0.000,28.800,-
'54:09:54.760',-0.008,0.000,28.800,-
'54:09:54.768',-0.032,0.000,28.800,-
'54:09:54.776',-0.016,0.000,28.800,-
'54:09:54.784',-0.032,0.000,28.800,-
'54:09:54.792',-0.008,0.000,28.800,-
'54:09:54.800',-0.024,0.000,28.800,-
'54:09:54.808',-0.016,0.000,28.800,-
'54:09:54.816',-0.032,0.000,28.800,-
'54:09:54.824',-0.008,0.000,28.800,-
'54:09:54.832',-0.032,0.000,28.800,-
'54:09:54.840',-0.016,0.000,28.800,-
'54:09:54.848',-0.024,0.000,28.800,-
'54:09:54.856',-0.008,0.000,28.800,-
'54:09:54.864',-0.024,0.000,28.800,-
'54:09:54.872',-0.016,0.000,28.800,-
'54:09:54.880',-0.024,0.000,28.800,-
'54:09:54.888',-0.008,0.000,28.800,-
'54:09:54.896',-0.024,0.000,28.800,-
'54:09:54.904',-0.016,0.000,28.800,-
'54:09:54.912',-0.024,0.000,28.800,-
'54:09:54.920',-0.008,0.000,28.800,-
'54:09:54.928',-0.032,0.000,28.800,-
'54:09:54.936',-0.016,0.000,28.800,-
'54:09:54.944',-0.024,0.000,28.800,-
'54:09:54.952',-0.032,0.000,28.800,-
'54:09:54.960',-0.016,0.000,28.800,-
'54:09:54.968',-0.032,0.000,28.800,-
'54:09:54.976',-0.008,0.000,28.800,-
'54:09:54.984',-0.024,0.000,28.800,-
'54:09:54.992',-0.008,0.000,28.800,-
'54:09:55.000',-0.032,0.000,28.800,-
'54:09:55.008',-0.008,0.000,28.800,-
'54:09:55.016',-0.024,0.000,28.800,-
'54:09:55.024',-0.016,0.000,28.800,-
'54:09:55.032',-0.032,0.000,28.800,-
'54:09:55.040',-0.008,0.000,28.800,-
'54:09:55.048',-0.024,-0.008,28.800,-
'54:09:55.056',-0.032,-0.024,28.800,-
'54:09:55.064',-0.056,-0.032,28.800,-
'54:09:55.072',0.064,0.048,28.800,-
'54:09:55.080',0.224,0.176,28.800,-
'54:09:55.088',0.320,0.336,28.800,-
'54:09:55.096',0.328,0.400,28.800,-
'54:09:55.104',0.152,0.288,28.800,-
'54:09:55.112',-0.088,0.112,28.800,-
'54:09:55.120',-0.192,-0.008,28.800,-
'54:09:55.128',-0.232,-0.064,28.800,-
'54:09:55.136',-0.264,-0.104,28.800,-
'54:09:55.144',-0.280,-0.120,28.800,-
'54:09:55.152',-0.256,-0.120,28.800,-
'54:09:55.160',-0.232,-0.112,28.800,-
'54:09:55.168',-0.248,-0.088,28.800,-
'54:09:55.176',-0.192,-0.072,28.800,-
'54:09:55.184',-0.176,-0.056,28.800,-
'54:09:55.192',-0.152,-0.048,28.800,-
'54:09:55.200',-0.160,-0.032,28.800,-
'54:09:55.208',-0.128,-0.024,28.800,-
'54:09:55.216',-0.112,-0.008,28.800,-
'54:09:55.224',-0.088,0.008,28.800,-
'54:09:55.232',-0.096,0.016,28.800,-
'54:09:55.240',-0.064,0.024,28.800,-
'54:09:55.248',-0.072,0.048,28.800,-
'54:09:55.256',-0.032,0.064,28.800,-
'54:09:55.264',-0.016,0.080,28.800,-
'54:09:55.272',0.024,0.104,28.800,-
'54:09:55.280',0.048,0.136,28.800,-
'54:09:55.288',0.104,0.168,28.800,-
'54:09:55.296',0.152,0.208,28.800,-
'54:09:55.304',0.224,0.240,28.800,-
'54:09:55.312',0.272,0.264,28.800,-
'54:09:55.320',0.328,0.264,28.800,-
'54:09:55.328',0.328,0.232,28.800,-
'54:09:55.336',0.312,0.192,28.800,-
'54:09:55.344',0.248,0.144,28.800,-
'54:09:55.352',0.208,0.096,28.800,-
'54:09:55.360',0.176,0.064,28.800,-
'54:09:55.368',0.144,0.040,28.800,-
'54:09:55.376',0.120,0.024,28.800,-
'54:09:55.384',0.104,0.016,28.800,-
'54:09:55.392',0.088,0.008,28.800,-
'54:09:55.400',0.064,0.000,28.800,-
'54:09:55.408',0.064,-0.008,28.800,-
'54:09:55.416',0.040,-0.016,28.800,-
'54:09:55.424',0.064,-0.016,28.800,-
'54:09:55.432',0.032,-0.024,28.800,-
'54:09:55.440',0.048,-0.024,28.800,-
'54:09:55.448',0.016,-0.024,28.800,-
'54:09:55.456',0.040,-0.024,28.800,-
'54:09:55.464',0.024,-0.024,28.800,-
'54:09:55.472',0.016,-0.024,28.800,-
'54:09:55.480',0.032,-0.024,28.800,-
'54:09:55.488',0.016,-0.024,28.800,-
'54:09:55.496',0.008,-0.024,28.800,-
'54:09:55.504',0.016,-0.024,28.800,-
'54:09:55.512',0.000,-0.024,28.800,-
'54:09:55.520',0.016,-0.024,28.800,-
'54:09:55.528',0.000,-0.024,28.800,-
'54:09:55.536',0.000,-0.024,28.800,-
'54:09:55.544',0.008,-0.024,28.800,-
'54:09:55.552',0.000,-0.024,28.800,-
