'Elapsed time','II','AVF','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'53:30:49.344',-0.112,-0.024,68.800,-
'53:30:49.352',-0.088,-0.016,68.800,-
'53:30:49.360',-0.072,0.000,68.800,-
'53:30:49.368',-0.048,0.016,68.800,-
'53:30:49.376',-0.008,0.024,68.800,-
'53:30:49.384',-0.016,0.032,68.800,-
'53:30:49.392',0.000,0.048,68.800,-
'53:30:49.400',0.024,0.056,68.800,-
'53:30:49.408',0.008,0.064,68.800,-
'53:30:49.416',0.048,0.072,68.800,-
'53:30:49.424',0.064,0.088,68.800,-
'53:30:49.432',0.088,0.088,68.800,-
'53:30:49.440',0.104,0.088,68.800,-
'53:30:49.448',0.120,0.080,68.800,-
'53:30:49.456',0.144,0.072,68.800,-
'53:30:49.464',0.160,0.056,68.800,-
'53:30:49.472',0.128,0.048,69.600,-
'53:30:49.480',0.136,0.024,69.600,-
'53:30:49.488',0.104,0.008,69.600,-
'53:30:49.496',0.080,0.000,69.600,-
'53:30:49.504',0.048,-0.008,69.600,-
'53:30:49.512',0.040,-0.016,68.800,-
'53:30:49.520',0.008,-0.032,68.800,-
'53:30:49.528',0.000,-0.032,68.800,-
'53:30:49.536',-0.032,-0.040,69.600,-
'53:30:49.544',-0.040,-0.040,69.600,-
'53:30:49.552',-0.024,-0.032,69.600,-
'53:30:49.560',-0.032,-0.016,69.600,-
'53:30:49.568',0.000,-0.008,69.600,-
'53:30:49.576',-0.016,-0.008,69.600,-
'53:30:49.584',0.000,-0.008,69.600,-
'53:30:49.592',-0.024,-0.008,69.600,-
'53:30:49.600',-0.008,-0.008,69.600,-
'53:30:49.608',-0.024,-0.008,69.600,-
'53:30:49.616',0.000,-0.008,68.800,-
'53:30:49.624',-0.016,-0.008,68.800,-
'53:30:49.632',0.000,-0.008,68.800,-
'53:30:49.640',-0.024,-0.008,68.800,-
'53:30:49.648',0.000,-0.016,68.800,-
'53:30:49.656',-0.024,-0.024,68.800,-
'53:30:49.664',-0.024,-0.024,68.800,-
'53:30:49.672',-0.048,-0.032,68.800,-
'53:30:49.680',-0.032,-0.032,68.800,-
'53:30:49.688',-0.056,-0.040,68.800,-
'53:30:49.696',-0.048,-0.064,68.800,-
'53:30:49.704',-0.104,-0.104,68.800,-
'53:30:49.712',-0.112,-0.112,68.800,-
'53:30:49.720',0.000,-0.072,68.800,-
'53:30:49.728',0.160,0.040,68.800,-
'53:30:49.736',0.240,0.200,68.800,-
'53:30:49.744',0.320,0.280,68.800,-
'53:30:49.752',0.064,0.184,68.800,-
'53:30:49.760',-0.104,0.040,68.800,-
'53:30:49.768',-0.208,-0.048,68.800,-
'53:30:49.776',-0.248,-0.080,68.800,-
'53:30:49.784',-0.232,-0.088,68.800,-
'53:30:49.792',-0.248,-0.096,68.800,-
'53:30:49.800',-0.216,-0.088,68.800,-
'53:30:49.808',-0.192,-0.064,68.800,-
'53:30:49.816',-0.128,-0.032,68.800,-
'53:30:49.824',-0.088,-0.008,68.800,-
'53:30:49.832',-0.072,0.000,68.800,-
'53:30:49.840',-0.064,0.016,68.800,-
'53:30:49.848',-0.016,0.024,68.800,-
'53:30:49.856',0.000,0.048,68.800,-
'53:30:49.864',0.016,0.064,68.800,-
'53:30:49.872',0.040,0.080,68.800,-
'53:30:49.880',0.080,0.096,68.800,-
'53:30:49.888',0.088,0.112,68.800,-
'53:30:49.896',0.120,0.120,68.800,-
'53:30:49.904',0.120,0.112,68.800,-
'53:30:49.912',0.144,0.104,68.800,-
'53:30:49.920',0.160,0.096,68.800,-
'53:30:49.928',0.192,0.088,68.800,-
'53:30:49.936',0.176,0.072,68.800,-
'53:30:49.944',0.160,0.056,68.800,-
'53:30:49.952',0.120,0.032,68.800,-
'53:30:49.960',0.104,0.008,68.800,-
'53:30:49.968',0.064,-0.008,68.800,-
'53:30:49.976',0.040,-0.016,68.800,-
'53:30:49.984',0.016,-0.032,68.800,-
'53:30:49.992',0.000,-0.040,68.800,-
'53:30:50.000',-0.024,-0.056,68.800,-
'53:30:50.008',-0.032,-0.056,68.800,-
'53:30:50.016',-0.040,-0.064,68.800,-
'53:30:50.024',-0.056,-0.064,68.800,-
'53:30:50.032',-0.048,-0.064,68.800,-
'53:30:50.040',-0.072,-0.056,68.800,-
'53:30:50.048',-0.048,-0.048,68.800,-
'53:30:50.056',-0.056,-0.040,68.800,-
'53:30:50.064',-0.032,-0.024,68.800,-
'53:30:50.072',-0.040,-0.016,68.800,-
'53:30:50.080',-0.024,-0.016,68.800,-
'53:30:50.088',-0.040,-0.016,68.800,-
'53:30:50.096',-0.016,-0.008,68.800,-
'53:30:50.104',-0.024,-0.008,68.800,-
'53:30:50.112',-0.008,0.000,68.800,-
'53:30:50.120',-0.016,0.000,68.800,-
'53:30:50.128',0.000,0.000,68.800,-
'53:30:50.136',-0.008,0.000,68.800,-
'53:30:50.144',0.000,0.000,68.800,-
'53:30:50.152',0.000,-0.008,68.800,-
'53:30:50.160',-0.016,-0.016,68.800,-
'53:30:50.168',-0.008,-0.024,68.800,-
'53:30:50.176',-0.040,-0.024,68.800,-
'53:30:50.184',-0.048,-0.032,68.800,-
'53:30:50.192',-0.064,-0.040,68.800,-
'53:30:50.200',-0.040,-0.040,68.800,-
'53:30:50.208',-0.072,-0.048,68.800,-
'53:30:50.216',-0.064,-0.048,68.800,-
'53:30:50.224',-0.088,-0.056,68.800,-
'53:30:50.232',-0.072,-0.056,68.800,-
'53:30:50.240',-0.088,-0.064,68.800,-
'53:30:50.248',-0.088,-0.088,68.800,-
'53:30:50.256',-0.136,-0.112,68.800,-
'53:30:50.264',-0.072,-0.120,68.800,-
'53:30:50.272',0.032,-0.040,68.800,-
'53:30:50.280',0.208,0.096,68.800,-
'53:30:50.288',0.288,0.264,68.800,-
'53:30:50.296',0.320,0.296,68.800,-
'53:30:50.304',0.008,0.168,68.800,-
'53:30:50.312',-0.144,0.048,68.800,-
'53:30:50.320',-0.176,-0.008,68.800,-
'53:30:50.328',-0.184,-0.024,68.000,-
'53:30:50.336',-0.168,-0.032,68.000,-
'53:30:50.344',-0.152,-0.032,68.000,-
'53:30:50.352',-0.136,-0.024,68.800,-
'53:30:50.360',-0.128,-0.016,68.000,-
'53:30:50.368',-0.088,-0.008,68.000,-
'53:30:50.376',-0.064,0.008,68.000,-
'53:30:50.384',-0.040,0.016,68.800,-
'53:30:50.392',-0.016,0.024,68.800,-
'53:30:50.400',0.000,0.032,68.800,-
'53:30:50.408',0.008,0.040,68.800,-
'53:30:50.416',0.016,0.048,68.000,-
'53:30:50.424',0.024,0.056,68.000,-
'53:30:50.432',0.048,0.072,68.800,-
'53:30:50.440',0.040,0.080,68.800,-
'53:30:50.448',0.080,0.088,68.800,-
'53:30:50.456',0.104,0.088,68.800,-
'53:30:50.464',0.120,0.088,68.800,-
'53:30:50.472',0.128,0.072,68.800,-
'53:30:50.480',0.160,0.064,68.800,-
'53:30:50.488',0.136,0.048,68.800,-
'53:30:50.496',0.152,0.032,69.600,-
'53:30:50.504',0.104,0.016,69.600,-
