'Elapsed time','II','AVF','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'8:18:51.776',-0.048,-0.067,65.600,23.200
'8:18:51.784',-0.067,-0.029,65.600,22.800
'8:18:51.792',-0.048,-0.029,65.600,22.800
'8:18:51.800',-0.067,-0.067,64.800,22.800
'8:18:51.808',-0.048,-0.029,64.800,22.800
'8:18:51.816',-0.067,-0.067,64.800,22.800
'8:18:51.824',-0.048,-0.029,64.800,22.800
'8:18:51.832',-0.067,-0.048,64.800,22.800
'8:18:51.840',-0.029,-0.010,64.800,22.800
'8:18:51.848',-0.067,-0.048,64.800,22.800
'8:18:51.856',-0.038,-0.029,64.800,22.400
'8:18:51.864',-0.067,-0.048,64.800,22.400
'8:18:51.872',-0.038,-0.010,64.000,22.400
'8:18:51.880',-0.067,-0.048,64.000,22.000
'8:18:51.888',-0.038,-0.029,64.000,22.000
'8:18:51.896',-0.067,-0.048,64.000,22.000
'8:18:51.904',-0.029,-0.010,64.000,22.000
'8:18:51.912',-0.048,-0.048,64.000,22.000
'8:18:51.920',-0.019,-0.010,64.000,22.000
'8:18:51.928',-0.048,-0.048,64.000,22.000
'8:18:51.936',-0.019,-0.010,64.000,22.000
'8:18:51.944',-0.067,-0.048,64.000,22.000
'8:18:51.952',-0.019,-0.010,64.000,22.000
'8:18:51.960',-0.038,-0.029,63.200,21.600
'8:18:51.968',-0.019,0.000,63.200,21.600
'8:18:51.976',-0.048,-0.029,63.200,21.600
'8:18:51.984',-0.048,-0.010,63.200,21.600
'8:18:51.992',-0.019,-0.029,63.200,21.600
'8:18:52.000',-0.048,-0.048,63.200,21.600
'8:18:52.008',-0.010,-0.010,63.200,21.600
'8:18:52.016',-0.019,0.000,63.200,21.200
'8:18:52.024',0.019,0.000,62.400,21.200
'8:18:52.032',-0.019,-0.010,62.400,21.200
'8:18:52.040',0.058,0.010,62.400,21.600
'8:18:52.048',0.038,0.000,62.400,21.600
'8:18:52.056',0.077,0.029,62.400,22.000
'8:18:52.064',0.029,0.000,62.400,22.400
'8:18:52.072',0.038,0.010,62.400,22.800
'8:18:52.080',-0.010,-0.010,62.400,22.800
'8:18:52.088',-0.019,0.000,61.600,22.800
'8:18:52.096',-0.067,-0.048,61.600,22.000
'8:18:52.104',-0.048,-0.029,61.600,21.600
'8:18:52.112',-0.077,-0.067,61.600,20.800
'8:18:52.120',-0.048,-0.029,61.600,20.000
'8:18:52.128',-0.087,-0.067,61.600,19.600
'8:18:52.136',-0.125,-0.106,60.800,19.200
'8:18:52.144',-0.144,-0.125,60.800,18.800
'8:18:52.152',0.106,0.000,60.800,18.800
'8:18:52.160',0.538,0.308,60.800,19.200
'8:18:52.168',0.788,0.587,60.800,19.200
'8:18:52.176',0.500,0.606,60.800,19.600
'8:18:52.184',0.202,0.308,60.800,19.600
'8:18:52.192',0.000,0.067,60.800,20.000
'8:18:52.200',-0.048,-0.010,60.800,20.800
'8:18:52.208',-0.019,-0.048,60.800,22.000
'8:18:52.216',-0.048,-0.029,60.000,23.600
'8:18:52.224',-0.029,-0.029,60.000,25.200
'8:18:52.232',-0.067,-0.067,60.000,27.200
'8:18:52.240',-0.048,-0.029,60.000,29.200
'8:18:52.248',-0.067,-0.087,60.000,30.800
'8:18:52.256',-0.029,-0.029,60.000,31.600
'8:18:52.264',-0.067,-0.087,60.000,30.800
'8:18:52.272',-0.029,-0.048,60.000,28.800
'8:18:52.280',-0.048,-0.067,60.000,25.600
'8:18:52.288',-0.019,-0.029,60.000,22.800
'8:18:52.296',-0.038,-0.067,60.000,20.800
'8:18:52.304',0.000,-0.029,60.000,20.000
'8:18:52.312',-0.019,-0.067,60.800,21.200
'8:18:52.320',0.010,-0.010,63.200,23.600
'8:18:52.328',-0.019,-0.067,67.200,26.800
'8:18:52.336',0.019,-0.029,72.800,29.600
'8:18:52.344',0.000,-0.048,80.000,32.400
'8:18:52.352',0.019,-0.029,88.800,34.400
'8:18:52.360',0.010,-0.067,97.600,36.400
'8:18:52.368',0.038,-0.029,107.200,38.000
'8:18:52.376',0.019,-0.048,116.000,39.200
'8:18:52.384',0.067,-0.029,124.800,40.400
'8:18:52.392',0.077,-0.048,132.000,41.600
'8:18:52.400',0.058,0.000,136.000,42.000
'8:18:52.408',0.125,0.000,138.400,42.400
'8:18:52.416',0.125,0.010,139.200,42.400
'8:18:52.424',0.183,0.029,136.800,41.600
'8:18:52.432',0.144,0.010,132.800,40.800
'8:18:52.440',0.173,0.067,127.200,39.600
'8:18:52.448',0.106,0.029,120.800,38.400
'8:18:52.456',0.077,0.048,114.400,36.800
'8:18:52.464',0.029,0.000,107.200,35.200
'8:18:52.472',0.038,0.029,100.800,33.600
'8:18:52.480',-0.019,0.000,95.200,32.800
'8:18:52.488',0.000,0.000,89.600,32.800
'8:18:52.496',-0.029,-0.010,84.000,32.800
'8:18:52.504',-0.019,0.000,79.200,33.200
'8:18:52.512',-0.038,-0.010,75.200,33.200
'8:18:52.520',-0.019,0.000,71.200,33.200
'8:18:52.528',-0.048,-0.029,68.000,33.200
'8:18:52.536',-0.029,0.000,65.600,33.200
'8:18:52.544',-0.048,-0.029,63.200,33.200
'8:18:52.552',-0.029,0.000,61.600,33.200
'8:18:52.560',-0.067,-0.029,60.800,33.200
'8:18:52.568',-0.048,0.000,60.000,33.600
'8:18:52.576',-0.038,-0.029,59.200,33.600
'8:18:52.584',-0.077,-0.010,59.200,33.600
'8:18:52.592',-0.048,-0.048,60.000,33.200
'8:18:52.600',-0.087,-0.010,61.600,32.400
'8:18:52.608',-0.048,-0.029,63.200,31.200
'8:18:52.616',-0.087,-0.048,64.800,30.000
'8:18:52.624',-0.067,-0.010,66.400,28.800
'8:18:52.632',-0.087,-0.029,68.800,27.600
'8:18:52.640',-0.048,-0.010,71.200,26.800
'8:18:52.648',-0.087,-0.048,73.600,26.400
'8:18:52.656',-0.067,-0.010,76.800,26.000
'8:18:52.664',-0.087,-0.048,79.200,25.600
'8:18:52.672',-0.067,-0.010,80.800,25.600
'8:18:52.680',-0.087,-0.048,83.200,25.600
'8:18:52.688',-0.048,-0.010,84.800,26.000
'8:18:52.696',-0.077,-0.048,86.400,26.000
'8:18:52.704',-0.048,-0.010,88.000,26.400
'8:18:52.712',-0.077,-0.048,89.600,26.400
'8:18:52.720',-0.019,0.000,90.400,26.400
'8:18:52.728',-0.038,-0.010,91.200,26.800
'8:18:52.736',-0.010,0.000,92.000,26.800
'8:18:52.744',-0.019,-0.010,92.800,26.800
'8:18:52.752',0.029,0.029,92.800,27.200
'8:18:52.760',0.038,0.029,92.000,27.200
'8:18:52.768',0.019,0.000,92.000,27.200
'8:18:52.776',0.038,0.010,91.200,27.600
'8:18:52.784',-0.010,0.000,89.600,27.600
'8:18:52.792',0.010,0.000,88.000,27.200
'8:18:52.800',-0.067,-0.029,86.400,27.200
'8:18:52.808',-0.087,-0.010,84.800,26.800
'8:18:52.816',-0.106,-0.048,82.400,26.000
'8:18:52.824',-0.077,-0.029,80.800,25.600
'8:18:52.832',-0.106,-0.067,78.400,24.800
'8:18:52.840',-0.077,-0.029,76.800,24.000
'8:18:52.848',-0.154,-0.125,74.400,23.200
