'Elapsed time','I','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg','mmHg'
'9:19:04.520',-,-0.085,-,-,37.600,-
'9:19:04.528',-,-0.111,-,-,36.800,-
'9:19:04.536',-,-0.043,-,-,36.800,-
'9:19:04.544',-,-0.060,-,-,36.800,-
'9:19:04.552',-,-0.043,-,-,38.400,-
'9:19:04.560',-,-0.043,-,-,40.800,-
'9:19:04.568',-,-0.043,-,-,44.000,-
'9:19:04.576',-,-0.085,-,-,48.800,-
'9:19:04.584',-,-0.043,-,-,54.400,-
'9:19:04.592',-,-0.085,-,-,59.200,-
'9:19:04.600',-,-0.111,-,-,64.800,-
'9:19:04.608',-,-0.060,-,-,68.800,-
'9:19:04.616',-,-0.043,-,-,72.800,-
'9:19:04.624',-,-0.085,-,-,76.000,-
'9:19:04.632',-,-0.111,-,-,78.400,-
'9:19:04.640',-,-0.111,-,-,80.000,-
'9:19:04.648',-,-0.043,-,-,80.800,-
'9:19:04.656',-,-0.060,-,-,81.600,-
'9:19:04.664',-,-0.060,-,-,81.600,-
'9:19:04.672',-,-0.043,-,-,81.600,-
'9:19:04.680',-,-0.060,-,-,80.800,-
'9:19:04.688',-,0.000,-,-,79.200,-
'9:19:04.696',-,0.000,-,-,76.800,-
'9:19:04.704',-,0.000,-,-,74.400,-
'9:19:04.712',-,0.000,-,-,71.200,-
'9:19:04.720',-,0.000,-,-,68.000,-
'9:19:04.728',-,0.017,-,-,64.000,-
'9:19:04.736',-,0.043,-,-,60.800,-
'9:19:04.744',-,0.060,-,-,57.600,-
'9:19:04.752',-,0.060,-,-,54.400,-
'9:19:04.760',-,0.085,-,-,51.200,-
'9:19:04.768',-,0.085,-,-,49.600,-
'9:19:04.776',-,0.111,-,-,48.000,-
'9:19:04.784',-,0.128,-,-,46.400,-
'9:19:04.792',-,0.128,-,-,45.600,-
'9:19:04.800',-,0.179,-,-,44.800,-
'9:19:04.808',-,0.043,-,-,44.000,-
'9:19:04.816',-,0.043,-,-,43.200,-
'9:19:04.824',-,0.000,-,-,42.400,-
'9:19:04.832',-,0.000,-,-,42.400,-
'9:19:04.840',-,0.000,-,-,41.600,-
'9:19:04.848',-,-0.043,-,-,41.600,-
'9:19:04.856',-,0.000,-,-,40.800,-
'9:19:04.864',-,-0.043,-,-,40.800,-
'9:19:04.872',-,0.000,-,-,40.000,-
'9:19:04.880',-,-0.017,-,-,40.000,-
'9:19:04.888',-,-0.043,-,-,40.000,-
'9:19:04.896',-,0.248,-,-,39.200,-
'9:19:04.904',-,0.538,-,-,39.200,-
'9:19:04.912',-,0.590,-,-,39.200,-
'9:19:04.920',-,0.128,-,-,38.400,-
'9:19:04.928',-,0.000,-,-,38.400,-
'9:19:04.936',-,0.000,-,-,38.400,-
'9:19:04.944',-,0.000,-,-,38.400,-
'9:19:04.952',-,-0.043,-,-,38.400,-
'9:19:04.960',-,-0.060,-,-,38.400,-
'9:19:04.968',-,-0.043,-,-,38.400,-
'9:19:04.976',-,-0.043,-,-,37.600,-
'9:19:04.984',-,-0.017,-,-,37.600,-
'9:19:04.992',-,-0.043,-,-,37.600,-
'9:19:05.000',-,-0.017,-,-,37.600,-
'9:19:05.008',-,-0.043,-,-,37.600,-
'9:19:05.016',-,0.000,-,-,37.600,-
'9:19:05.024',-,-0.043,-,-,38.400,-
'9:19:05.032',-,-0.017,-,-,40.000,-
'9:19:05.040',-,0.000,-,-,44.000,-
'9:19:05.048',-,0.000,-,-,48.000,-
'9:19:05.056',-,-0.043,-,-,53.600,-
'9:19:05.064',-,-0.060,-,-,60.000,-
'9:19:05.072',-,-0.043,-,-,65.600,-
'9:19:05.080',-,-0.085,-,-,70.400,-
'9:19:05.088',-,-0.043,-,-,74.400,-
'9:19:05.096',-,-0.085,-,-,78.400,-
'9:19:05.104',-,-0.111,-,-,80.800,-
'9:19:05.112',-,-0.111,-,-,83.200,-
'9:19:05.120',-,-0.060,-,-,84.800,-
'9:19:05.128',-,-0.111,-,-,85.600,-
'9:19:05.136',-,-0.111,-,-,86.400,-
'9:19:05.144',-,-0.060,-,-,86.400,-
'9:19:05.152',-,-0.060,-,-,86.400,-
'9:19:05.160',-,-0.043,-,-,85.600,-
'9:19:05.168',-,-0.017,-,-,84.000,-
'9:19:05.176',-,0.000,-,-,82.400,-
'9:19:05.184',-,0.000,-,-,80.000,-
'9:19:05.192',-,0.000,-,-,77.600,-
'9:19:05.200',-,0.000,-,-,74.400,-
'9:19:05.208',-,0.017,-,-,70.400,-
'9:19:05.216',-,0.043,-,-,67.200,-
'9:19:05.224',-,0.043,-,-,64.000,-
'9:19:05.232',-,0.043,-,-,60.800,-
'9:19:05.240',-,0.085,-,-,57.600,-
'9:19:05.248',-,0.111,-,-,55.200,-
'9:19:05.256',-,0.085,-,-,52.800,-
'9:19:05.264',-,0.128,-,-,52.000,-
'9:19:05.272',-,0.154,-,-,50.400,-
'9:19:05.280',-,0.128,-,-,49.600,-
'9:19:05.288',-,0.085,-,-,48.800,-
'9:19:05.296',-,0.017,-,-,48.000,-
'9:19:05.304',-,0.000,-,-,48.000,-
'9:19:05.312',-,0.000,-,-,47.200,-
'9:19:05.320',-,0.000,-,-,46.400,-
'9:19:05.328',-,0.000,-,-,46.400,-
'9:19:05.336',-,0.000,-,-,46.400,-
'9:19:05.344',-,-0.017,-,-,45.600,-
'9:19:05.352',-,0.000,-,-,45.600,-
'9:19:05.360',-,-0.043,-,-,44.800,-
'9:19:05.368',-,0.043,-,-,44.800,-
'9:19:05.376',-,0.291,-,-,44.800,-
'9:19:05.384',-,0.496,-,-,44.800,-
'9:19:05.392',-,0.521,-,-,44.000,-
'9:19:05.400',-,0.017,-,-,44.000,-
'9:19:05.408',-,0.000,-,-,44.000,-
'9:19:05.416',-,0.043,-,-,44.000,-
'9:19:05.424',-,0.000,-,-,44.000,-
'9:19:05.432',-,-0.043,-,-,44.000,-
'9:19:05.440',-,-0.043,-,-,43.200,-
'9:19:05.448',-,-0.060,-,-,43.200,-
'9:19:05.456',-,-0.085,-,-,43.200,-
'9:19:05.464',-,-0.060,-,-,43.200,-
'9:19:05.472',-,-0.060,-,-,42.400,-
'9:19:05.480',-,-0.060,-,-,42.400,-
'9:19:05.488',-,-0.017,-,-,43.200,-
'9:19:05.496',-,-0.043,-,-,44.800,-
'9:19:05.504',-,-0.085,-,-,48.000,-
'9:19:05.512',-,-0.085,-,-,52.800,-
'9:19:05.520',-,-0.060,-,-,58.400,-
'9:19:05.528',-,-0.043,-,-,64.800,-
'9:19:05.536',-,-0.017,-,-,70.400,-
'9:19:05.544',-,-0.085,-,-,76.000,-
'9:19:05.552',-,-0.111,-,-,81.600,-
'9:19:05.560',-,-0.085,-,-,85.600,-
'9:19:05.568',-,-0.060,-,-,88.800,-
'9:19:05.576',-,-0.111,-,-,91.200,-
'9:19:05.584',-,-0.085,-,-,92.800,-
'9:19:05.592',-,-0.128,-,-,94.400,-
'9:19:05.600',-,-0.128,-,-,95.200,-
'9:19:05.608',-,-0.111,-,-,95.200,-
'9:19:05.616',-,-0.128,-,-,95.200,-
'9:19:05.624',-,-0.111,-,-,95.200,-
'9:19:05.632',-,-0.085,-,-,94.400,-
'9:19:05.640',-,-0.060,-,-,93.600,-
'9:19:05.648',-,-0.043,-,-,92.000,-
'9:19:05.656',-,-0.017,-,-,90.400,-
'9:19:05.664',-,-0.043,-,-,88.000,-
'9:19:05.672',-,0.000,-,-,84.800,-
'9:19:05.680',-,0.000,-,-,81.600,-
'9:19:05.688',-,0.000,-,-,78.400,-
'9:19:05.696',-,0.017,-,-,75.200,-
