'Elapsed time','II','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'1:29:13.736',-0.200,-,-0.096,64.680,32.800
'1:29:13.744',-0.200,-,-0.096,64.680,32.800
'1:29:13.752',-0.176,-,-0.096,64.680,32.800
'1:29:13.760',-0.176,-,-0.096,64.680,32.000
'1:29:13.768',-0.176,-,-0.080,63.960,32.000
'1:29:13.776',-0.176,-,-0.096,63.120,32.800
'1:29:13.784',-0.176,-,-0.056,62.280,34.400
'1:29:13.792',-0.176,-,-0.056,62.280,36.000
'1:29:13.800',-0.176,-,-0.056,62.280,36.800
'1:29:13.808',-0.176,-,-0.080,63.960,38.400
'1:29:13.816',-0.176,-,-0.056,66.360,40.800
'1:29:13.824',-0.160,-,-0.040,70.320,42.400
'1:29:13.832',-0.176,-,-0.056,75.120,44.000
'1:29:13.840',-0.160,-,-0.040,81.480,45.600
'1:29:13.848',-0.160,-,-0.040,89.520,46.400
'1:29:13.856',-0.136,-,-0.040,96.720,48.000
'1:29:13.864',-0.160,-,-0.040,104.760,48.800
'1:29:13.872',-0.136,-,-0.016,111.960,49.600
'1:29:13.880',-0.160,-,-0.040,118.320,49.600
'1:29:13.888',-0.136,-,-0.016,123.120,49.600
'1:29:13.896',-0.136,-,0.000,127.080,49.600
'1:29:13.904',-0.136,-,0.000,129.480,49.600
'1:29:13.912',-0.120,-,0.016,131.160,49.600
'1:29:13.920',-0.096,-,0.040,131.880,48.800
'1:29:13.928',-0.040,-,0.040,131.160,48.000
'1:29:13.936',-0.040,-,0.056,130.320,47.200
'1:29:13.944',0.000,-,0.040,127.920,45.600
'1:29:13.952',0.000,-,0.040,126.360,44.800
'1:29:13.960',-0.016,-,0.040,123.120,44.000
'1:29:13.968',0.000,-,0.016,119.880,42.400
'1:29:13.976',0.000,-,0.040,116.760,41.600
'1:29:13.984',0.000,-,0.016,112.680,40.000
'1:29:13.992',0.000,-,0.040,108.720,39.200
'1:29:14.000',0.000,-,0.016,104.760,38.400
'1:29:14.008',0.016,-,0.040,99.960,37.600
'1:29:14.016',0.040,-,0.040,94.320,36.800
'1:29:14.024',0.040,-,0.040,89.520,36.000
'1:29:14.032',0.040,-,0.056,84.720,35.200
'1:29:14.040',0.080,-,0.080,80.760,35.200
'1:29:14.048',0.120,-,0.120,76.680,35.200
'1:29:14.056',0.120,-,0.080,74.280,35.200
'1:29:14.064',0.080,-,0.056,71.880,35.200
'1:29:14.072',0.016,-,0.040,69.480,35.200
'1:29:14.080',0.000,-,0.000,67.920,34.400
'1:29:14.088',-0.040,-,0.000,66.360,33.600
'1:29:14.096',-0.040,-,0.000,64.680,33.600
'1:29:14.104',-0.040,-,0.000,63.960,32.800
'1:29:14.112',-0.040,-,0.000,63.960,32.000
'1:29:14.120',-0.056,-,0.000,63.120,31.200
'1:29:14.128',-0.040,-,0.000,63.120,31.200
'1:29:14.136',-0.056,-,0.000,63.120,30.400
'1:29:14.144',-0.040,-,0.000,63.960,29.600
'1:29:14.152',-0.040,-,0.000,63.960,29.600
'1:29:14.160',-0.040,-,-0.016,63.960,29.600
'1:29:14.168',-0.040,-,0.000,63.960,29.600
