'Elapsed time','II','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'1:28:15.736',-0.136,-,0.000,124.680,50.400
'1:28:15.744',-0.176,-,0.000,127.080,50.400
'1:28:15.752',-0.256,-,0.000,129.480,50.400
'1:28:15.760',-0.320,-,0.000,130.320,49.600
'1:28:15.768',-0.320,-,0.000,130.320,49.600
'1:28:15.776',-0.296,-,0.000,130.320,48.800
'1:28:15.784',-0.280,-,0.000,128.760,47.200
'1:28:15.792',-0.256,-,0.000,127.080,46.400
'1:28:15.800',-0.256,-,0.000,124.680,44.800
'1:28:15.808',-0.256,-,0.000,122.280,44.000
'1:28:15.816',-0.240,-,0.000,119.160,42.400
'1:28:15.824',-0.256,-,0.000,115.920,41.600
'1:28:15.832',-0.240,-,0.000,111.960,40.800
'1:28:15.840',-0.256,-,0.000,107.880,39.200
'1:28:15.848',-0.240,-,0.000,103.920,38.400
'1:28:15.856',-0.216,-,0.000,99.120,37.600
'1:28:15.864',-0.216,-,0.000,94.320,36.800
'1:28:15.872',-0.216,-,0.000,89.520,36.000
'1:28:15.880',-0.176,-,0.000,85.560,36.000
'1:28:15.888',-0.136,-,0.000,81.480,36.000
'1:28:15.896',-0.096,-,0.000,77.520,35.200
'1:28:15.904',-0.080,-,0.000,75.120,35.200
'1:28:15.912',-0.096,-,0.000,72.720,35.200
'1:28:15.920',-0.136,-,0.000,70.320,35.200
'1:28:15.928',-0.176,-,0.000,68.760,34.400
'1:28:15.936',-0.200,-,0.000,67.080,34.400
'1:28:15.944',-0.216,-,0.000,65.520,33.600
'1:28:15.952',-0.200,-,0.000,64.680,33.600
'1:28:15.960',-0.216,-,0.000,63.960,32.800
'1:28:15.968',-0.216,-,0.000,63.120,32.800
'1:28:15.976',-0.216,-,0.000,63.120,32.000
'1:28:15.984',-0.200,-,0.000,63.120,31.200
'1:28:15.992',-0.200,-,0.000,63.120,31.200
'1:28:16.000',-0.176,-,0.000,63.120,30.400
'1:28:16.008',-0.176,-,0.000,63.120,30.400
'1:28:16.016',0.040,-,0.000,63.120,29.600
'1:28:16.024',0.120,-,0.000,63.120,29.600
'1:28:16.032',0.200,-,0.000,63.120,29.600
'1:28:16.040',0.336,-,0.000,63.120,29.600
'1:28:16.048',0.520,-,0.000,63.960,29.600
'1:28:16.056',0.640,-,0.000,63.960,29.600
'1:28:16.064',0.696,-,0.000,63.960,29.600
'1:28:16.072',0.680,-,0.000,63.960,29.600
'1:28:16.080',0.376,-,0.000,63.960,30.400
'1:28:16.088',0.176,-,0.000,63.960,30.400
'1:28:16.096',0.120,-,0.000,63.960,30.400
'1:28:16.104',0.000,-,0.000,63.960,31.200
'1:28:16.112',-0.016,-,0.000,63.960,32.000
'1:28:16.120',-0.040,-,0.000,63.960,32.800
'1:28:16.128',-0.040,-,0.000,63.960,33.600
'1:28:16.136',-0.040,-,0.000,63.120,33.600
'1:28:16.144',-0.040,-,0.000,63.120,34.400
'1:28:16.152',-0.016,-,0.000,63.120,34.400
'1:28:16.160',-0.040,-,0.000,63.120,35.200
'1:28:16.168',-0.040,-,0.000,62.280,36.000
'1:28:16.176',-0.040,-,0.000,62.280,37.600
'1:28:16.184',-0.040,-,0.000,63.120,39.200
'1:28:16.192',-0.040,-,0.000,64.680,40.800
'1:28:16.200',-0.040,-,0.000,67.080,42.400
'1:28:16.208',-0.040,-,0.000,71.880,44.000
'1:28:16.216',-0.016,-,0.000,76.680,45.600
'1:28:16.224',-0.016,-,0.000,83.160,46.400
'1:28:16.232',-0.040,-,0.000,91.080,48.000
'1:28:16.240',-0.040,-,0.000,98.280,48.800
'1:28:16.248',-0.040,-,0.000,106.320,50.400
'1:28:16.256',-0.040,-,0.000,112.680,51.200
'1:28:16.264',-0.056,-,0.000,119.160,51.200
'1:28:16.272',-0.040,-,0.000,123.960,52.000
'1:28:16.280',-0.056,-,0.000,127.080,52.000
'1:28:16.288',-0.040,-,0.000,129.480,52.000
'1:28:16.296',-0.040,-,0.000,131.160,52.000
