'Elapsed time','II','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'1:44:31.736',-0.056,-,0.040,63.960,35.200
'1:44:31.744',-0.056,-,0.040,63.960,34.400
'1:44:31.752',0.000,-,0.080,63.960,34.400
'1:44:31.760',0.120,-,0.216,63.120,34.400
'1:44:31.768',0.296,-,0.376,63.120,34.400
'1:44:31.776',0.456,-,0.560,63.120,34.400
'1:44:31.784',0.536,-,0.640,62.280,34.400
'1:44:31.792',0.560,-,0.656,62.280,34.400
'1:44:31.800',0.400,-,0.520,61.560,35.200
'1:44:31.808',0.056,-,0.136,61.560,35.200
'1:44:31.816',-0.040,-,0.000,61.560,36.000
'1:44:31.824',-0.096,-,-0.040,60.720,36.000
'1:44:31.832',-0.176,-,-0.096,60.720,37.600
'1:44:31.840',-0.176,-,-0.096,60.720,39.200
'1:44:31.848',-0.176,-,-0.096,59.880,41.600
'1:44:31.856',-0.176,-,-0.096,59.880,43.200
'1:44:31.864',-0.176,-,-0.080,59.160,45.600
'1:44:31.872',-0.160,-,-0.080,58.320,47.200
'1:44:31.880',-0.160,-,-0.080,58.320,48.000
'1:44:31.888',-0.160,-,-0.056,58.320,48.800
'1:44:31.896',-0.160,-,-0.080,58.320,49.600
'1:44:31.904',-0.160,-,-0.056,59.880,51.200
'1:44:31.912',-0.136,-,-0.056,63.960,52.800
'1:44:31.920',-0.136,-,-0.040,71.160,53.600
'1:44:31.928',-0.136,-,-0.040,81.480,55.200
'1:44:31.936',-0.120,-,-0.040,93.480,56.800
'1:44:31.944',-0.096,-,-0.016,104.760,58.400
'1:44:31.952',-0.136,-,-0.040,114.360,60.000
'1:44:31.960',-0.120,-,-0.016,122.280,61.600
'1:44:31.968',-0.136,-,-0.016,129.480,62.400
'1:44:31.976',-0.136,-,-0.016,134.280,63.200
'1:44:31.984',-0.136,-,-0.016,138.360,63.200
'1:44:31.992',-0.136,-,-0.016,140.760,64.000
'1:44:32.000',-0.136,-,-0.016,141.480,63.200
'1:44:32.008',-0.136,-,0.000,140.760,63.200
'1:44:32.016',-0.136,-,0.000,139.920,63.200
'1:44:32.024',-0.096,-,0.000,138.360,62.400
'1:44:32.032',-0.056,-,0.016,135.960,60.800
'1:44:32.040',-0.040,-,0.040,134.280,60.000
'1:44:32.048',-0.016,-,0.040,131.160,58.400
'1:44:32.056',0.000,-,0.056,127.920,57.600
'1:44:32.064',0.000,-,0.040,123.960,56.000
'1:44:32.072',0.000,-,0.040,119.880,54.400
'1:44:32.080',0.016,-,0.056,115.920,52.800
'1:44:32.088',0.040,-,0.080,111.120,52.000
'1:44:32.096',0.056,-,0.080,107.160,50.400
'1:44:32.104',0.040,-,0.080,103.080,49.600
'1:44:32.112',0.080,-,0.120,98.280,48.800
'1:44:32.120',0.096,-,0.120,93.480,47.200
'1:44:32.128',0.120,-,0.160,89.520,46.400
'1:44:32.136',0.120,-,0.136,85.560,45.600
'1:44:32.144',0.080,-,0.120,81.480,44.800
'1:44:32.152',0.040,-,0.080,78.360,44.800
'1:44:32.160',0.000,-,0.040,75.960,44.000
'1:44:32.168',-0.040,-,0.000,74.280,44.000
'1:44:32.176',-0.040,-,0.000,72.720,44.000
'1:44:32.184',-0.040,-,0.000,71.880,44.000
'1:44:32.192',-0.056,-,0.000,71.160,43.200
'1:44:32.200',-0.056,-,0.000,70.320,43.200
'1:44:32.208',-0.056,-,0.000,69.480,42.400
'1:44:32.216',-0.080,-,0.000,69.480,42.400
'1:44:32.224',-0.056,-,0.000,69.480,41.600
'1:44:32.232',-0.056,-,0.000,69.480,40.800
'1:44:32.240',-0.040,-,0.000,69.480,40.800
'1:44:32.248',-0.056,-,0.000,68.760,40.000
'1:44:32.256',-0.040,-,0.016,68.760,39.200
'1:44:32.264',-0.016,-,0.000,68.760,38.400
'1:44:32.272',0.040,-,0.080,68.760,38.400
'1:44:32.280',0.160,-,0.216,68.760,37.600
'1:44:32.288',0.320,-,0.360,68.760,36.800
'1:44:32.296',0.416,-,0.480,68.760,36.800
'1:44:32.304',0.496,-,0.560,68.760,36.000
'1:44:32.312',0.520,-,0.576,68.760,36.000
'1:44:32.320',0.416,-,0.520,68.760,36.000
'1:44:32.328',0.136,-,0.176,68.760,36.000
'1:44:32.336',0.040,-,0.040,67.920,36.000
'1:44:32.344',-0.056,-,-0.040,67.920,36.000
'1:44:32.352',-0.136,-,-0.096,67.920,36.000
'1:44:32.360',-0.136,-,-0.096,67.080,36.800
'1:44:32.368',-0.160,-,-0.096,67.080,36.800
'1:44:32.376',-0.160,-,-0.096,66.360,36.800
'1:44:32.384',-0.136,-,-0.080,66.360,37.600
'1:44:32.392',-0.136,-,-0.080,65.520,38.400
'1:44:32.400',-0.136,-,-0.080,64.680,38.400
'1:44:32.408',-0.120,-,-0.056,64.680,39.200
'1:44:32.416',-0.136,-,-0.056,63.960,39.200
'1:44:32.424',-0.096,-,-0.040,63.960,40.000
'1:44:32.432',-0.096,-,-0.040,63.960,40.000
'1:44:32.440',-0.096,-,-0.040,64.680,40.000
'1:44:32.448',-0.096,-,-0.040,66.360,40.000
'1:44:32.456',-0.120,-,-0.040,71.160,40.800
'1:44:32.464',-0.096,-,-0.040,76.680,40.800
'1:44:32.472',-0.120,-,-0.040,83.880,41.600
'1:44:32.480',-0.136,-,-0.040,91.920,42.400
'1:44:32.488',-0.136,-,-0.040,98.280,42.400
'1:44:32.496',-0.160,-,-0.040,104.760,43.200
'1:44:32.504',-0.160,-,-0.040,109.560,43.200
'1:44:32.512',-0.160,-,-0.040,113.520,44.000
'1:44:32.520',-0.160,-,-0.040,116.760,44.000
'1:44:32.528',-0.136,-,-0.040,118.320,44.000
'1:44:32.536',-0.096,-,-0.016,119.880,44.000
'1:44:32.544',-0.080,-,0.000,119.880,43.200
'1:44:32.552',-0.040,-,0.040,119.160,42.400
'1:44:32.560',0.000,-,0.040,118.320,42.400
'1:44:32.568',0.000,-,0.040,116.760,41.600
'1:44:32.576',0.000,-,0.056,114.360,40.800
'1:44:32.584',0.000,-,0.040,111.960,40.000
'1:44:32.592',0.040,-,0.056,108.720,39.200
'1:44:32.600',0.040,-,0.080,105.480,38.400
'1:44:32.608',0.080,-,0.080,101.520,37.600
'1:44:32.616',0.056,-,0.080,97.560,36.800
'1:44:32.624',0.080,-,0.120,93.480,36.800
'1:44:32.632',0.120,-,0.120,89.520,36.000
'1:44:32.640',0.136,-,0.136,84.720,36.000
'1:44:32.648',0.120,-,0.120,80.760,36.000
'1:44:32.656',0.080,-,0.096,77.520,36.000
'1:44:32.664',0.040,-,0.080,74.280,36.000
'1:44:32.672',0.000,-,0.040,71.880,36.000
'1:44:32.680',-0.016,-,0.000,70.320,35.200
'1:44:32.688',-0.040,-,0.000,68.760,35.200
'1:44:32.696',-0.040,-,0.000,67.080,35.200
'1:44:32.704',-0.040,-,0.000,66.360,34.400
'1:44:32.712',-0.040,-,0.000,65.520,33.600
'1:44:32.720',-0.040,-,0.000,64.680,33.600
'1:44:32.728',-0.040,-,0.000,64.680,32.800
'1:44:32.736',-0.040,-,0.000,64.680,32.000
'1:44:32.744',-0.040,-,0.000,64.680,32.000
'1:44:32.752',-0.040,-,0.000,64.680,31.200
'1:44:32.760',-0.040,-,0.000,64.680,31.200
'1:44:32.768',-0.016,-,0.000,64.680,31.200
'1:44:32.776',-0.016,-,0.016,64.680,30.400
'1:44:32.784',0.000,-,0.000,64.680,30.400
'1:44:32.792',0.120,-,0.120,64.680,30.400
'1:44:32.800',0.256,-,0.256,64.680,29.600
'1:44:32.808',0.400,-,0.400,64.680,29.600
'1:44:32.816',0.480,-,0.480,64.680,29.600
'1:44:32.824',0.520,-,0.520,64.680,29.600
'1:44:32.832',0.456,-,0.496,64.680,30.400
'1:44:32.840',0.176,-,0.240,64.680,30.400
'1:44:32.848',0.056,-,0.056,64.680,30.400
'1:44:32.856',0.000,-,0.000,64.680,31.200
'1:44:32.864',-0.096,-,-0.080,63.960,32.800
'1:44:32.872',-0.120,-,-0.096,63.960,33.600
'1:44:32.880',-0.120,-,-0.080,63.960,34.400
'1:44:32.888',-0.096,-,-0.080,63.120,35.200
'1:44:32.896',-0.096,-,-0.080,63.120,36.000
'1:44:32.904',-0.096,-,-0.056,62.280,37.600
'1:44:32.912',-0.096,-,-0.040,62.280,37.600
'1:44:32.920',-0.096,-,-0.040,61.560,38.400
'1:44:32.928',-0.096,-,-0.040,61.560,38.400
'1:44:32.936',-0.096,-,-0.040,60.720,38.400
'1:44:32.944',-0.080,-,-0.040,61.560,39.200
'1:44:32.952',-0.096,-,-0.040,62.280,40.000
'1:44:32.960',-0.080,-,-0.040,65.520,40.800
'1:44:32.968',-0.096,-,-0.040,70.320,41.600
'1:44:32.976',-0.080,-,-0.040,77.520,43.200
'1:44:32.984',-0.096,-,-0.040,86.280,44.800
'1:44:32.992',-0.096,-,-0.016,94.320,45.600
'1:44:33.000',-0.096,-,-0.040,102.360,47.200
'1:44:33.008',-0.096,-,-0.040,108.720,48.000
'1:44:33.016',-0.136,-,-0.040,114.360,48.800
'1:44:33.024',-0.120,-,-0.040,118.320,49.600
'1:44:33.032',-0.136,-,-0.040,121.560,49.600
'1:44:33.040',-0.096,-,-0.016,123.960,49.600
'1:44:33.048',-0.096,-,0.000,124.680,49.600
'1:44:33.056',-0.056,-,0.000,124.680,49.600
'1:44:33.064',-0.040,-,0.016,123.960,48.800
'1:44:33.072',0.000,-,0.040,122.280,48.000
'1:44:33.080',0.000,-,0.040,120.720,46.400
'1:44:33.088',0.016,-,0.040,117.480,44.800
'1:44:33.096',0.040,-,0.040,115.080,44.000
'1:44:33.104',0.040,-,0.040,111.960,43.200
'1:44:33.112',0.056,-,0.056,107.880,42.400
'1:44:33.120',0.080,-,0.080,103.920,41.600
'1:44:33.128',0.080,-,0.080,99.960,40.800
'1:44:33.136',0.120,-,0.080,95.880,40.000
