'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'53:37.256',-0.057,-0.770,-,105.560
'53:37.264',-0.086,-0.770,-,104.520
'53:37.272',-0.057,-0.770,-,104.000
'53:37.280',-0.057,-0.770,-,104.000
'53:37.288',-0.029,-0.770,-,104.000
'53:37.296',0.029,-0.770,-,104.000
'53:37.304',-0.029,-0.770,-,104.000
'53:37.312',-0.057,-0.782,-,104.000
'53:37.320',-0.029,-0.782,-,104.000
'53:37.328',0.000,-0.782,-,102.960
'53:37.336',0.000,-0.782,-,102.960
'53:37.344',0.000,-0.782,-,101.920
'53:37.352',0.114,-0.770,-,101.400
'53:37.360',0.143,-0.770,-,100.360
'53:37.368',0.057,-0.770,-,99.840
'53:37.376',0.057,-0.770,-,98.800
'53:37.384',0.086,-0.770,-,98.280
'53:37.392',0.114,-0.770,-,96.720
'53:37.400',0.114,-0.770,-,95.680
'53:37.408',0.114,-0.770,-,95.160
'53:37.416',0.114,-0.770,-,93.600
'53:37.424',0.086,-0.770,-,92.560
'53:37.432',0.086,-0.770,-,91.520
'53:37.440',0.057,-0.770,-,91.000
'53:37.448',0.029,-0.782,-,91.000
'53:37.456',0.000,-0.782,-,89.960
'53:37.464',0.000,-0.782,-,89.960
'53:37.472',0.000,-0.782,-,89.440
'53:37.480',0.000,-0.782,-,89.440
'53:37.488',0.000,-0.782,-,88.400
'53:37.496',0.000,-0.782,-,88.400
'53:37.504',0.000,-0.782,-,88.400
'53:37.512',0.029,-0.782,-,87.880
'53:37.520',0.086,-0.782,-,87.880
'53:37.528',-0.029,-0.782,-,87.880
'53:37.536',0.114,-0.782,-,86.840
'53:37.544',0.286,-0.782,-,86.840
'53:37.552',0.314,-0.782,-,86.320
'53:37.560',0.229,-0.782,-,85.280
'53:37.568',-0.143,-0.782,-,85.280
'53:37.576',-0.686,-0.782,-,84.760
'53:37.584',-0.771,-0.782,-,83.720
'53:37.592',-0.143,-0.782,-,83.720
'53:37.600',-0.029,-0.782,-,83.200
'53:37.608',-0.057,-0.782,-,83.200
'53:37.616',0.000,-0.782,-,82.160
'53:37.624',0.000,-0.782,-,82.160
'53:37.632',0.057,-0.782,-,81.120
'53:37.640',0.086,-0.782,-,81.120
'53:37.648',0.029,-0.782,-,81.120
'53:37.656',0.029,-0.793,-,81.120
'53:37.664',0.057,-0.793,-,83.720
'53:37.672',0.086,-0.793,-,88.400
'53:37.680',0.171,-0.805,-,97.240
'53:37.688',0.057,-0.805,-,110.760
'53:37.696',0.057,-0.805,-,127.920
'53:37.704',0.114,-0.805,-,145.600
'53:37.712',0.114,-0.805,-,161.200
'53:37.720',0.143,-0.805,-,174.720
'53:37.728',0.229,-0.805,-,179.920
'53:37.736',0.229,-0.805,-,179.920
'53:37.744',0.229,-0.805,-,179.920
'53:37.752',0.257,-0.805,-,179.920
'53:37.760',0.286,-0.805,-,179.920
'53:37.768',0.314,-0.816,-,179.920
'53:37.776',0.314,-0.816,-,179.920
'53:37.784',0.400,-0.816,-,179.920
'53:37.792',0.429,-0.816,-,179.920
'53:37.800',0.114,-0.816,-,178.880
'53:37.808',0.086,-0.816,-,175.760
'53:37.816',0.057,-0.816,-,171.600
'53:37.824',0.000,-0.816,-,167.960
'53:37.832',0.000,-0.816,-,163.800
'53:37.840',0.000,-0.816,-,159.640
'53:37.848',-0.029,-0.828,-,153.920
'53:37.856',0.057,-0.828,-,149.240
'53:37.864',-0.057,-0.828,-,144.560
'53:37.872',-0.114,-0.828,-,139.880
'53:37.880',-0.086,-0.828,-,136.760
'53:37.888',-0.057,-0.828,-,134.160
'53:37.896',-0.057,-0.828,-,132.600
'53:37.904',0.000,-0.828,-,131.560
'53:37.912',0.000,-0.828,-,130.000
'53:37.920',0.057,-0.828,-,129.480
'53:37.928',0.114,-0.839,-,128.440
'53:37.936',0.143,-0.839,-,126.880
'53:37.944',0.200,-0.839,-,125.320
'53:37.952',0.286,-0.839,-,124.800
