'Elapsed time','II','AVF','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'34:51.200',0.032,0.034,69.600,18.800
'34:51.208',0.048,0.034,68.800,18.800
'34:51.216',0.064,0.043,68.800,18.800
'34:51.224',0.080,0.086,68.000,18.800
'34:51.232',0.096,0.095,67.200,18.800
'34:51.240',0.096,0.086,67.200,19.200
'34:51.248',0.072,0.069,66.400,19.600
'34:51.256',0.056,0.060,65.600,20.000
'34:51.264',0.016,0.026,64.800,19.600
'34:51.272',-0.008,0.000,64.000,18.800
'34:51.280',-0.024,-0.017,63.200,16.800
'34:51.288',-0.024,-0.034,63.200,15.200
'34:51.296',-0.024,-0.034,62.400,14.000
'34:51.304',-0.024,-0.017,61.600,14.000
'34:51.312',-0.024,-0.034,61.600,14.400
'34:51.320',-0.024,-0.017,60.800,15.600
'34:51.328',-0.016,-0.017,60.800,16.800
'34:51.336',0.008,-0.034,60.000,17.600
'34:51.344',0.064,0.009,60.000,18.000
'34:51.352',0.128,0.069,60.000,18.000
'34:51.360',0.168,0.129,59.200,18.000
'34:51.368',0.104,0.147,59.200,18.000
'34:51.376',-0.032,0.034,59.200,17.200
'34:51.384',-0.184,-0.172,58.400,16.400
'34:51.392',-0.248,-0.224,58.400,15.600
'34:51.400',-0.232,-0.276,58.400,15.600
'34:51.408',-0.144,-0.190,57.600,18.400
'34:51.416',-0.072,-0.095,57.600,24.000
'34:51.424',-0.032,-0.043,57.600,28.400
'34:51.432',-0.024,-0.034,56.800,25.600
'34:51.440',-0.016,-0.017,56.800,15.200
'34:51.448',-0.016,-0.017,56.000,4.800
'34:51.456',-0.016,-0.017,56.000,4.400
'34:51.464',-0.008,-0.017,56.000,14.000
'34:51.472',-0.008,-0.017,55.200,27.200
'34:51.480',-0.008,-0.017,55.200,36.400
'34:51.488',-0.008,-0.017,55.200,39.200
'34:51.496',-0.008,-0.017,55.200,37.600
'34:51.504',-0.008,-0.017,55.200,34.000
'34:51.512',-0.008,-0.017,55.200,31.200
'34:51.520',-0.008,-0.017,56.800,29.200
'34:51.528',0.000,-0.017,60.000,28.400
'34:51.536',0.000,-0.009,64.800,28.400
'34:51.544',0.000,-0.009,72.000,28.800
'34:51.552',0.000,-0.009,79.200,29.200
'34:51.560',0.000,0.000,86.400,28.800
'34:51.568',0.000,-0.009,92.000,28.400
'34:51.576',0.008,0.000,96.800,27.600
'34:51.584',0.008,0.000,100.000,27.200
'34:51.592',0.008,0.000,103.200,26.800
'34:51.600',0.008,0.009,105.600,26.800
'34:51.608',0.008,0.000,108.000,27.200
'34:51.616',0.008,0.009,108.800,27.200
'34:51.624',0.016,0.009,109.600,26.800
'34:51.632',0.016,0.009,109.600,26.400
'34:51.640',0.008,0.009,108.800,26.000
'34:51.648',0.008,0.000,108.000,25.200
'34:51.656',0.008,0.000,106.400,24.400
'34:51.664',0.008,0.000,104.800,23.600
'34:51.672',0.008,0.000,103.200,23.200
'34:51.680',0.008,0.000,100.800,22.400
'34:51.688',0.016,0.000,98.400,22.000
'34:51.696',0.016,0.000,95.200,22.000
'34:51.704',0.008,0.000,92.000,21.600
'34:51.712',0.008,0.000,88.800,21.600
'34:51.720',0.008,0.000,84.800,21.600
'34:51.728',0.008,0.000,80.800,21.600
'34:51.736',0.008,0.000,77.600,21.200
'34:51.744',0.008,0.000,74.400,20.800
'34:51.752',0.008,0.000,71.200,20.400
'34:51.760',0.008,0.000,69.600,20.400
'34:51.768',0.008,0.000,68.000,20.400
'34:51.776',0.008,0.000,67.200,20.800
'34:51.784',0.008,0.000,66.400,21.200
'34:51.792',0.008,0.000,65.600,20.800
'34:51.800',0.008,0.000,65.600,20.400
'34:51.808',0.008,0.000,65.600,20.000
'34:51.816',0.008,0.000,65.600,19.200
'34:51.824',0.008,0.000,65.600,18.800
'34:51.832',0.008,0.000,66.400,18.400
'34:51.840',0.016,0.000,66.400,18.000
'34:51.848',0.024,0.000,66.400,18.000
'34:51.856',0.024,0.009,66.400,18.000
'34:51.864',0.032,0.017,67.200,17.600
'34:51.872',0.048,0.017,67.200,17.600
'34:51.880',0.056,0.034,67.200,17.200
'34:51.888',0.048,0.034,67.200,17.200
'34:51.896',0.048,0.026,67.200,18.000
'34:51.904',0.032,0.017,67.200,18.800
'34:51.912',0.024,0.026,66.400,19.200
'34:51.920',0.016,0.017,66.400,18.000
'34:51.928',0.024,0.017,65.600,16.400
'34:51.936',0.024,0.034,65.600,14.800
'34:51.944',-0.016,0.043,64.800,14.400
'34:51.952',-0.096,-0.052,64.800,15.200
