'Elapsed time','II','AVF','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'29:43.200',-0.024,-0.017,67.200,19.600
'29:43.208',-0.024,-0.034,67.200,21.200
'29:43.216',-0.024,-0.017,66.400,22.400
'29:43.224',-0.024,-0.017,66.400,22.800
'29:43.232',-0.016,-0.017,65.600,22.400
'29:43.240',0.000,-0.017,65.600,21.200
'29:43.248',0.032,-0.009,65.600,19.600
'29:43.256',0.096,0.034,64.800,18.400
'29:43.264',0.144,0.095,64.000,18.000
'29:43.272',0.152,0.112,64.000,18.000
'29:43.280',0.008,0.052,63.200,18.800
'29:43.288',-0.144,-0.121,62.400,19.200
'29:43.296',-0.248,-0.224,62.400,19.200
'29:43.304',-0.256,-0.267,61.600,19.200
'29:43.312',-0.168,-0.284,60.800,20.400
'29:43.320',-0.080,-0.103,60.800,22.000
'29:43.328',-0.032,-0.043,60.000,22.000
'29:43.336',-0.016,-0.017,60.000,20.400
'29:43.344',-0.008,0.000,59.200,19.200
'29:43.352',-0.008,-0.009,59.200,20.800
'29:43.360',-0.008,0.000,58.400,24.800
'29:43.368',-0.008,0.000,58.400,28.800
'29:43.376',0.000,0.000,57.600,31.200
'29:43.384',0.000,0.000,57.600,32.400
'29:43.392',0.000,0.000,57.600,33.600
'29:43.400',0.000,0.000,56.800,34.400
'29:43.408',0.000,0.000,56.800,35.600
'29:43.416',0.000,0.000,57.600,36.000
'29:43.424',0.000,0.000,58.400,36.400
'29:43.432',0.000,0.009,60.800,35.600
'29:43.440',0.000,0.000,64.800,34.800
'29:43.448',0.008,0.009,70.400,33.600
'29:43.456',0.008,0.009,76.800,33.200
'29:43.464',0.008,0.000,83.200,32.800
'29:43.472',0.016,0.009,88.000,33.200
'29:43.480',0.016,0.017,92.800,33.200
'29:43.488',0.016,0.017,96.800,33.200
'29:43.496',0.016,0.009,100.000,33.200
'29:43.504',0.016,0.017,103.200,33.200
'29:43.512',0.016,0.017,105.600,32.800
'29:43.520',0.016,0.026,107.200,32.800
'29:43.528',0.016,0.017,108.800,32.800
'29:43.536',0.016,0.017,108.800,32.800
'29:43.544',0.016,0.026,109.600,32.400
'29:43.552',0.016,0.017,108.800,31.200
'29:43.560',0.016,0.017,108.000,30.000
'29:43.568',0.016,0.009,107.200,29.200
'29:43.576',0.016,0.017,106.400,28.400
'29:43.584',0.016,0.000,104.800,28.000
'29:43.592',0.016,0.000,102.400,28.000
'29:43.600',0.016,0.000,100.800,28.400
'29:43.608',0.016,0.000,98.400,28.400
'29:43.616',0.008,0.000,96.000,28.400
'29:43.624',0.008,0.000,92.800,28.400
'29:43.632',0.008,0.000,89.600,28.000
'29:43.640',0.008,0.000,85.600,27.600
'29:43.648',0.008,0.000,82.400,27.600
'29:43.656',0.008,0.000,78.400,27.600
'29:43.664',0.008,0.000,76.000,27.200
'29:43.672',0.008,0.000,73.600,27.200
'29:43.680',0.008,0.000,72.000,26.800
