'Elapsed time','II','V','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'24:39.256',-0.057,-0.333,-,62.400
'24:39.264',-0.029,-0.333,-,62.400
'24:39.272',-0.029,-0.333,-,61.360
'24:39.280',0.000,-0.333,-,61.360
'24:39.288',0.000,-0.333,-,61.360
'24:39.296',0.000,-0.345,-,61.360
'24:39.304',0.000,-0.345,-,61.360
'24:39.312',0.000,-0.345,-,61.360
'24:39.320',0.000,-0.345,-,61.360
'24:39.328',0.000,-0.356,-,61.360
'24:39.336',0.000,-0.356,-,62.920
'24:39.344',0.000,-0.356,-,66.040
'24:39.352',0.000,-0.368,-,70.720
'24:39.360',0.000,-0.368,-,78.000
'24:39.368',0.000,-0.379,-,87.880
'24:39.376',0.000,-0.379,-,97.240
'24:39.384',0.000,-0.391,-,108.680
'24:39.392',0.000,-0.391,-,119.080
'24:39.400',0.029,-0.391,-,129.480
'24:39.408',0.000,-0.402,-,137.280
'24:39.416',0.029,-0.402,-,145.600
'24:39.424',0.029,-0.402,-,150.800
'24:39.432',0.029,-0.402,-,154.960
'24:39.440',0.057,-0.414,-,158.080
'24:39.448',0.057,-0.414,-,159.640
'24:39.456',0.029,-0.414,-,161.200
'24:39.464',0.029,-0.414,-,161.200
'24:39.472',0.029,-0.414,-,160.680
'24:39.480',0.057,-0.414,-,159.120
'24:39.488',0.057,-0.414,-,157.560
'24:39.496',0.057,-0.414,-,154.960
'24:39.504',0.057,-0.414,-,152.360
'24:39.512',0.057,-0.414,-,149.240
'24:39.520',0.029,-0.414,-,146.120
'24:39.528',0.029,-0.414,-,141.960
'24:39.536',0.000,-0.414,-,137.280
'24:39.544',0.000,-0.402,-,133.120
'24:39.552',0.000,-0.402,-,128.440
'24:39.560',0.000,-0.402,-,123.760
'24:39.568',0.000,-0.414,-,119.600
'24:39.576',0.000,-0.414,-,116.480
'24:39.584',0.000,-0.414,-,113.360
'24:39.592',0.000,-0.414,-,111.800
'24:39.600',0.000,-0.425,-,110.240
'24:39.608',0.000,-0.425,-,109.200
'24:39.616',0.000,-0.425,-,108.680
'24:39.624',0.000,-0.425,-,107.640
'24:39.632',0.057,-0.437,-,107.120
'24:39.640',0.057,-0.437,-,106.080
'24:39.648',0.057,-0.448,-,105.560
'24:39.656',0.057,-0.448,-,104.520
'24:39.664',0.057,-0.448,-,104.000
'24:39.672',0.057,-0.460,-,102.960
'24:39.680',0.057,-0.460,-,101.400
'24:39.688',0.057,-0.471,-,100.360
'24:39.696',0.057,-0.483,-,99.840
'24:39.704',0.057,-0.483,-,98.800
'24:39.712',0.057,-0.494,-,98.280
'24:39.720',0.057,-0.494,-,97.240
'24:39.728',0.114,-0.494,-,96.720
'24:39.736',0.114,-0.506,-,95.680
'24:39.744',0.057,-0.506,-,95.160
'24:39.752',0.086,-0.517,-,93.600
'24:39.760',0.057,-0.517,-,92.560
'24:39.768',0.057,-0.529,-,91.520
'24:39.776',0.057,-0.540,-,91.000
'24:39.784',0.029,-0.552,-,89.960
'24:39.792',0.000,-0.552,-,89.440
'24:39.800',0.000,-0.563,-,88.400
'24:39.808',-0.029,-0.575,-,87.880
'24:39.816',-0.057,-0.586,-,86.840
'24:39.824',-0.057,-0.586,-,86.320
'24:39.832',-0.057,-0.598,-,86.320
'24:39.840',-0.057,-0.609,-,85.280
'24:39.848',-0.057,-0.609,-,84.760
'24:39.856',-0.057,-0.621,-,84.760
'24:39.864',-0.057,-0.621,-,83.720
'24:39.872',-0.057,-0.621,-,83.200
'24:39.880',-0.057,-0.632,-,83.200
'24:39.888',-0.057,-0.632,-,82.160
'24:39.896',0.057,-0.644,-,82.160
'24:39.904',0.286,-0.644,-,81.120
'24:39.912',0.343,-0.655,-,81.120
'24:39.920',0.400,-0.655,-,80.600
'24:39.928',0.029,-0.655,-,80.600
'24:39.936',-0.514,-0.667,-,79.560
'24:39.944',-0.857,-0.667,-,79.040
'24:39.952',-0.457,-0.667,-,79.040
'24:39.960',-0.200,-0.678,-,78.000
'24:39.968',-0.086,-0.678,-,78.000
'24:39.976',-0.057,-0.678,-,77.480
'24:39.984',-0.057,-0.690,-,76.440
'24:39.992',-0.029,-0.690,-,76.440
'24:40.000',-0.029,-0.690,-,75.920
'24:40.008',-0.029,-0.701,-,75.920
'24:40.016',-0.029,-0.701,-,74.880
'24:40.024',-0.029,-0.713,-,74.880
'24:40.032',0.000,-0.713,-,74.360
'24:40.040',0.000,-0.713,-,74.360
'24:40.048',0.000,-0.724,-,74.360
'24:40.056',0.000,-0.724,-,74.360
'24:40.064',0.000,-0.736,-,74.880
'24:40.072',0.000,-0.736,-,75.920
'24:40.080',0.000,-0.747,-,78.000
'24:40.088',0.000,-0.759,-,82.160
'24:40.096',0.000,-0.759,-,86.320
'24:40.104',0.000,-0.770,-,91.520
'24:40.112',0.000,-0.770,-,98.280
'24:40.120',0.000,-0.770,-,104.520
'24:40.128',0.000,-0.782,-,110.760
'24:40.136',0.029,-0.782,-,117.520
'24:40.144',0.000,-0.782,-,122.720
'24:40.152',0.029,-0.793,-,127.920
'24:40.160',0.000,-0.793,-,131.560
'24:40.168',0.029,-0.793,-,135.200
'24:40.176',0.000,-0.793,-,136.760
'24:40.184',0.029,-0.793,-,138.320
'24:40.192',0.000,-0.793,-,138.840
'24:40.200',0.029,-0.793,-,138.320
'24:40.208',0.029,-0.793,-,137.280
'24:40.216',0.029,-0.793,-,135.720
'24:40.224',0.000,-0.793,-,134.160
'24:40.232',0.000,-0.793,-,131.560
'24:40.240',0.000,-0.793,-,128.440
'24:40.248',0.000,-0.793,-,124.800
'24:40.256',0.000,-0.793,-,120.640
'24:40.264',-0.029,-0.793,-,116.480
'24:40.272',0.000,-0.793,-,112.320
'24:40.280',-0.029,-0.782,-,108.680
'24:40.288',-0.029,-0.782,-,104.520
'24:40.296',-0.029,-0.782,-,101.920
'24:40.304',-0.029,-0.782,-,99.840
'24:40.312',0.000,-0.782,-,98.280
'24:40.320',-0.029,-0.782,-,97.240
'24:40.328',0.000,-0.782,-,96.720
'24:40.336',0.000,-0.782,-,95.680
'24:40.344',0.000,-0.782,-,95.680
'24:40.352',0.000,-0.782,-,95.160
'24:40.360',0.000,-0.782,-,95.160
