'Elapsed time','II','AVF','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'19:40.200',-0.280,-0.284,58.400,18.400
'19:40.208',-0.256,-0.302,57.600,19.600
'19:40.216',-0.184,-0.241,57.600,20.800
'19:40.224',-0.104,-0.155,56.800,21.600
'19:40.232',-0.032,-0.078,56.800,22.800
'19:40.240',0.000,-0.017,56.000,24.400
'19:40.248',0.032,0.017,56.000,26.400
'19:40.256',0.048,0.034,55.200,28.400
'19:40.264',0.048,0.043,55.200,30.400
'19:40.272',0.056,0.052,54.400,32.400
'19:40.280',0.064,0.060,54.400,34.000
'19:40.288',0.064,0.060,54.400,35.600
'19:40.296',0.072,0.069,53.600,36.400
'19:40.304',0.072,0.060,53.600,36.800
'19:40.312',0.080,0.069,52.800,36.400
'19:40.320',0.080,0.086,53.600,36.000
'19:40.328',0.096,0.095,53.600,35.200
'19:40.336',0.104,0.095,55.200,34.800
'19:40.344',0.120,0.103,58.400,34.000
'19:40.352',0.120,0.112,62.400,33.200
'19:40.360',0.128,0.129,67.200,32.400
'19:40.368',0.144,0.129,72.800,32.000
'19:40.376',0.152,0.147,77.600,31.200
'19:40.384',0.152,0.147,82.400,30.800
'19:40.392',0.152,0.147,86.400,30.000
'19:40.400',0.152,0.147,89.600,29.600
'19:40.408',0.152,0.129,92.000,28.800
'19:40.416',0.144,0.129,94.400,28.000
'19:40.424',0.128,0.112,96.000,27.200
'19:40.432',0.112,0.095,97.600,26.400
'19:40.440',0.096,0.086,97.600,25.600
'19:40.448',0.080,0.069,97.600,25.200
'19:40.456',0.064,0.052,97.600,24.800
'19:40.464',0.056,0.034,96.000,24.400
'19:40.472',0.048,0.034,94.400,24.000
'19:40.480',0.032,0.009,92.000,23.600
'19:40.488',0.024,0.000,88.800,23.600
'19:40.496',0.016,0.000,85.600,23.200
'19:40.504',0.016,0.000,81.600,22.800
'19:40.512',0.008,0.000,77.600,22.800
'19:40.520',0.008,-0.009,73.600,22.400
'19:40.528',0.000,0.000,70.400,22.800
'19:40.536',0.000,-0.009,68.000,22.800
'19:40.544',0.000,-0.017,65.600,22.800
'19:40.552',-0.008,-0.009,64.000,22.400
'19:40.560',-0.008,-0.017,62.400,22.400
'19:40.568',-0.008,-0.017,61.600,22.000
'19:40.576',-0.008,-0.017,60.800,21.600
'19:40.584',-0.016,-0.009,60.000,21.600
'19:40.592',-0.016,-0.017,60.000,21.200
'19:40.600',-0.016,-0.017,60.000,20.800
'19:40.608',-0.016,-0.017,60.000,20.400
'19:40.616',-0.016,-0.017,60.000,20.400
'19:40.624',-0.016,-0.017,60.000,20.000
'19:40.632',-0.016,-0.017,60.000,20.000
'19:40.640',-0.016,-0.017,60.000,20.000
'19:40.648',-0.016,-0.009,60.000,20.000
'19:40.656',-0.008,-0.017,60.800,19.600
'19:40.664',0.000,0.000,60.800,19.600
'19:40.672',0.008,0.009,60.800,19.600
'19:40.680',0.008,0.017,60.800,19.200
'19:40.688',0.016,0.009,60.800,18.800
'19:40.696',0.024,0.026,60.800,18.800
'19:40.704',0.048,0.034,60.000,18.400
'19:40.712',0.072,0.060,60.000,18.400
'19:40.720',0.080,0.069,60.000,18.400
'19:40.728',0.072,0.069,60.000,18.400
'19:40.736',0.064,0.060,59.200,18.400
'19:40.744',0.032,0.043,59.200,18.400
'19:40.752',0.000,0.009,59.200,18.800
'19:40.760',-0.024,-0.017,58.400,18.800
'19:40.768',-0.032,-0.034,58.400,18.400
'19:40.776',-0.032,-0.043,57.600,17.600
'19:40.784',-0.048,-0.043,57.600,16.800
'19:40.792',-0.048,-0.043,56.800,16.000
'19:40.800',-0.048,-0.043,56.800,15.200
'19:40.808',-0.032,-0.034,56.000,14.800
'19:40.816',-0.032,-0.043,56.000,14.800
'19:40.824',-0.024,-0.034,56.000,14.800
'19:40.832',0.000,-0.034,55.200,15.200
'19:40.840',0.048,0.000,55.200,15.600
'19:40.848',0.112,0.052,54.400,16.000
'19:40.856',0.128,0.095,54.400,16.800
'19:40.864',0.064,0.103,54.400,17.600
'19:40.872',-0.072,-0.017,53.600,18.000
'19:40.880',-0.208,-0.190,53.600,18.000
'19:40.888',-0.288,-0.250,52.800,18.000
'19:40.896',-0.256,-0.310,52.800,18.400
'19:40.904',-0.168,-0.224,52.800,18.800
'19:40.912',-0.080,-0.112,52.000,19.200
'19:40.920',-0.048,-0.052,52.000,18.800
'19:40.928',-0.024,-0.043,52.000,18.400
'19:40.936',-0.024,-0.017,51.200,18.800
'19:40.944',-0.016,-0.017,51.200,20.800
'19:40.952',-0.016,-0.017,51.200,23.200
'19:40.960',-0.016,-0.009,50.400,25.200
'19:40.968',-0.008,-0.009,50.400,28.000
'19:40.976',-0.008,0.000,50.400,30.400
'19:40.984',-0.008,-0.009,50.400,32.800
'19:40.992',-0.008,0.000,50.400,35.200
'19:41.000',-0.008,-0.009,51.200,36.800
'19:41.008',-0.008,0.000,53.600,38.000
'19:41.016',-0.008,-0.009,58.400,38.000
'19:41.024',-0.008,0.000,64.800,38.000
'19:41.032',0.000,-0.009,72.800,37.200
'19:41.040',0.000,0.000,80.800,36.400
'19:41.048',0.000,0.000,87.200,35.600
'19:41.056',0.000,0.000,92.800,34.400
'19:41.064',0.008,0.009,96.800,33.200
'19:41.072',0.008,0.009,100.800,32.400
'19:41.080',0.016,0.017,104.000,32.000
'19:41.088',0.016,0.017,106.400,31.600
'19:41.096',0.016,0.026,108.000,32.000
'19:41.104',0.016,0.017,110.400,32.400
'19:41.112',0.016,0.026,111.200,32.400
'19:41.120',0.016,0.017,111.200,32.400
'19:41.128',0.016,0.017,111.200,32.400
'19:41.136',0.016,0.017,110.400,32.000
'19:41.144',0.016,0.009,109.600,31.600
'19:41.152',0.008,0.009,108.800,30.800
'19:41.160',0.008,0.009,107.200,30.000
'19:41.168',0.008,0.000,105.600,28.800
'19:41.176',0.008,0.000,104.000,28.000
'19:41.184',0.008,0.000,101.600,27.200
'19:41.192',0.000,0.000,99.200,26.400
'19:41.200',0.000,-0.009,96.800,25.600
'19:41.208',0.000,0.000,94.400,24.800
'19:41.216',0.000,-0.009,91.200,24.000
'19:41.224',0.000,-0.009,87.200,23.600
'19:41.232',0.000,-0.009,84.000,23.200
'19:41.240',0.000,-0.017,80.000,22.800
'19:41.248',0.000,-0.009,76.800,22.800
'19:41.256',-0.008,-0.017,73.600,22.800
'19:41.264',0.000,-0.017,71.200,22.800
'19:41.272',-0.008,-0.009,69.600,22.800
'19:41.280',-0.008,-0.017,68.800,22.800
'19:41.288',-0.008,-0.017,68.000,22.800
'19:41.296',0.000,-0.009,67.200,22.800
'19:41.304',0.000,-0.017,66.400,22.800
'19:41.312',0.008,0.000,66.400,22.800
'19:41.320',0.016,0.000,65.600,22.800
'19:41.328',0.024,0.017,65.600,22.400
'19:41.336',0.024,0.026,65.600,22.400
'19:41.344',0.032,0.017,65.600,22.000
'19:41.352',0.056,0.034,65.600,21.600
'19:41.360',0.080,0.060,65.600,20.800
'19:41.368',0.096,0.086,66.400,20.400
'19:41.376',0.096,0.069,66.400,20.000
'19:41.384',0.096,0.069,65.600,19.600
'19:41.392',0.064,0.060,65.600,19.200
'19:41.400',0.032,0.034,65.600,19.200
'19:41.408',0.000,0.000,65.600,19.200
'19:41.416',-0.016,-0.017,65.600,18.800
'19:41.424',-0.024,-0.034,64.800,18.400
'19:41.432',-0.024,-0.034,64.800,18.400
'19:41.440',-0.024,-0.034,64.800,18.000
'19:41.448',-0.024,-0.034,64.000,18.000
'19:41.456',-0.024,-0.017,64.000,18.000
'19:41.464',-0.016,-0.034,63.200,18.000
'19:41.472',-0.016,-0.017,63.200,18.000
'19:41.480',0.000,-0.034,62.400,18.400
'19:41.488',0.048,-0.009,62.400,18.400
'19:41.496',0.104,0.034,61.600,18.800
'19:41.504',0.152,0.095,61.600,18.800
'19:41.512',0.112,0.112,60.800,18.800
'19:41.520',-0.016,0.034,60.000,18.400
'19:41.528',-0.168,-0.164,60.000,18.400
'19:41.536',-0.264,-0.250,59.200,18.000
'19:41.544',-0.280,-0.302,58.400,18.000
'19:41.552',-0.184,-0.302,58.400,17.600
'19:41.560',-0.096,-0.121,57.600,18.000
'19:41.568',-0.048,-0.052,56.800,18.400
'19:41.576',-0.024,-0.017,56.800,18.400
'19:41.584',-0.016,-0.017,56.000,18.000
'19:41.592',-0.016,-0.009,56.000,18.800
'19:41.600',-0.008,-0.017,55.200,20.400
'19:41.608',-0.008,-0.009,55.200,22.400
'19:41.616',-0.008,-0.009,55.200,24.800
'19:41.624',-0.008,0.000,54.400,26.800
'19:41.632',-0.008,-0.009,54.400,29.200
'19:41.640',-0.008,0.000,54.400,31.600
'19:41.648',-0.008,0.000,54.400,33.600
'19:41.656',0.000,0.000,55.200,35.200
'19:41.664',0.000,-0.009,57.600,36.400
'19:41.672',0.000,0.000,61.600,36.800
'19:41.680',0.000,0.000,67.200,36.400
'19:41.688',0.000,0.000,74.400,36.000
'19:41.696',0.000,0.000,80.800,34.800
'19:41.704',0.008,0.000,87.200,34.000
'19:41.712',0.008,0.009,92.800,32.800
'19:41.720',0.016,0.009,96.800,31.600
'19:41.728',0.016,0.017,100.000,30.800
'19:41.736',0.016,0.026,103.200,30.000
'19:41.744',0.024,0.026,105.600,29.600
'19:41.752',0.024,0.034,108.000,29.600
'19:41.760',0.024,0.034,109.600,30.000
'19:41.768',0.016,0.026,110.400,30.000
'19:41.776',0.016,0.034,111.200,30.000
'19:41.784',0.016,0.026,111.200,30.000
'19:41.792',0.016,0.026,110.400,29.600
'19:41.800',0.016,0.034,109.600,29.200
'19:41.808',0.016,0.017,108.000,28.400
'19:41.816',0.016,0.009,106.400,27.600
'19:41.824',0.008,0.017,104.800,26.800
'19:41.832',0.008,0.000,102.400,26.000
'19:41.840',0.008,0.000,100.000,25.600
'19:41.848',0.008,0.000,97.600,24.800
'19:41.856',0.008,0.000,95.200,24.000
'19:41.864',0.000,0.000,92.000,23.600
'19:41.872',0.000,0.000,88.000,23.200
'19:41.880',0.000,0.000,84.800,22.800
'19:41.888',0.000,0.000,80.800,22.400
'19:41.896',0.000,0.000,76.800,22.000
'19:41.904',0.000,0.000,73.600,22.000
'19:41.912',0.000,0.000,71.200,22.000
'19:41.920',0.000,0.000,69.600,22.000
'19:41.928',0.000,0.000,68.800,22.000
'19:41.936',0.000,0.000,67.200,22.400
'19:41.944',0.000,0.000,66.400,22.400
'19:41.952',0.008,0.000,66.400,22.400
'19:41.960',0.016,0.009,65.600,22.400
'19:41.968',0.024,0.026,65.600,22.000
'19:41.976',0.032,0.034,65.600,21.600
'19:41.984',0.032,0.026,65.600,21.200
'19:41.992',0.048,0.034,65.600,20.800
'19:42.000',0.064,0.034,65.600,20.400
'19:42.008',0.096,0.069,65.600,20.000
'19:42.016',0.104,0.095,65.600,19.600
'19:42.024',0.104,0.086,65.600,19.200
'19:42.032',0.096,0.069,65.600,18.800
'19:42.040',0.064,0.060,65.600,18.800
'19:42.048',0.032,0.034,65.600,18.400
'19:42.056',0.000,0.000,65.600,18.400
'19:42.064',-0.016,-0.017,64.800,18.400
'19:42.072',-0.016,-0.017,64.800,18.000
'19:42.080',-0.016,-0.034,64.800,17.600
'19:42.088',-0.016,-0.017,64.000,17.600
'19:42.096',-0.016,-0.034,64.000,17.600
'19:42.104',-0.016,-0.017,64.000,17.600
'19:42.112',-0.016,-0.017,63.200,17.600
'19:42.120',-0.016,-0.017,63.200,17.600
'19:42.128',0.000,-0.017,62.400,18.000
'19:42.136',0.048,-0.017,62.400,18.000
'19:42.144',0.112,0.034,61.600,18.000
'19:42.152',0.152,0.095,60.800,18.000
'19:42.160',0.120,0.112,60.800,18.000
'19:42.168',-0.008,0.034,60.000,18.000
'19:42.176',-0.160,-0.155,60.000,18.000
'19:42.184',-0.256,-0.250,59.200,17.600
'19:42.192',-0.264,-0.284,58.400,17.600
'19:42.200',-0.184,-0.302,58.400,17.600
'19:42.208',-0.096,-0.112,57.600,18.000
'19:42.216',-0.048,-0.043,56.800,18.400
'19:42.224',-0.016,-0.017,56.800,18.400
'19:42.232',-0.016,-0.017,56.000,18.400
'19:42.240',-0.016,-0.009,56.000,19.200
'19:42.248',-0.008,-0.009,55.200,21.200
'19:42.256',-0.008,0.000,55.200,23.200
'19:42.264',0.000,0.000,54.400,25.600
'19:42.272',0.000,0.000,54.400,28.000
'19:42.280',0.000,0.000,54.400,30.400
'19:42.288',0.000,0.000,54.400,32.800
'19:42.296',0.000,0.000,54.400,34.800
'19:42.304',0.000,0.000,55.200,36.400
'19:42.312',0.000,0.000,57.600,37.200
'19:42.320',0.000,0.000,62.400,37.600
'19:42.328',0.000,0.000,68.000,37.200
'19:42.336',0.008,0.000,76.000,36.400
'19:42.344',0.008,0.009,83.200,35.600
'19:42.352',0.008,0.000,89.600,34.000
'19:42.360',0.016,0.009,94.400,32.800
'19:42.368',0.016,0.017,98.400,31.600
'19:42.376',0.024,0.017,101.600,31.200
'19:42.384',0.024,0.026,104.800,30.400
'19:42.392',0.024,0.034,108.000,30.400
'19:42.400',0.024,0.034,109.600,30.000
'19:42.408',0.032,0.034,111.200,30.000
'19:42.416',0.024,0.034,112.000,30.400
'19:42.424',0.024,0.034,112.000,30.400
'19:42.432',0.024,0.034,112.000,30.400
'19:42.440',0.024,0.034,111.200,30.000
'19:42.448',0.024,0.026,109.600,29.200
'19:42.456',0.024,0.017,108.800,28.800
'19:42.464',0.016,0.017,107.200,28.000
'19:42.472',0.016,0.000,104.800,27.200
'19:42.480',0.008,0.000,103.200,26.400
'19:42.488',0.008,0.000,100.800,25.600
'19:42.496',0.008,0.000,98.400,24.800
'19:42.504',0.008,0.000,95.200,24.000
'19:42.512',0.008,0.000,92.000,23.600
'19:42.520',0.008,0.000,88.800,23.200
'19:42.528',0.008,-0.009,84.800,22.800
'19:42.536',0.000,-0.009,81.600,22.400
'19:42.544',0.000,0.000,77.600,22.400
'19:42.552',0.000,-0.009,74.400,22.400
'19:42.560',0.000,-0.009,72.000,22.400
'19:42.568',0.000,-0.009,70.400,22.400
'19:42.576',0.000,-0.009,68.800,22.400
'19:42.584',0.000,-0.009,68.000,22.400
'19:42.592',0.000,0.000,67.200,22.400
'19:42.600',0.008,-0.009,66.400,22.400
'19:42.608',0.016,0.000,66.400,22.400
'19:42.616',0.024,0.009,65.600,22.400
'19:42.624',0.032,0.026,65.600,22.000
'19:42.632',0.032,0.034,65.600,21.600
'19:42.640',0.048,0.026,65.600,21.200
'19:42.648',0.064,0.034,65.600,20.800
'19:42.656',0.096,0.069,65.600,20.400
'19:42.664',0.104,0.086,65.600,20.000
'19:42.672',0.096,0.069,65.600,19.200
'19:42.680',0.096,0.086,65.600,19.200
'19:42.688',0.064,0.069,65.600,18.800
'19:42.696',0.024,0.026,65.600,18.400
'19:42.704',0.000,0.000,65.600,18.400
'19:42.712',-0.016,-0.017,65.600,18.400
'19:42.720',-0.024,-0.034,64.800,18.000
'19:42.728',-0.024,-0.043,64.800,18.000
'19:42.736',-0.016,-0.017,64.800,17.600
'19:42.744',-0.016,-0.034,64.000,17.600
'19:42.752',-0.016,-0.017,64.000,17.600
'19:42.760',-0.008,-0.034,63.200,17.600
'19:42.768',0.000,-0.043,63.200,18.000
'19:42.776',0.016,-0.034,62.400,18.000
'19:42.784',0.048,0.009,62.400,18.400
'19:42.792',0.064,0.086,61.600,18.400
'19:42.800',0.048,0.181,61.600,18.800
'19:42.808',-0.008,0.181,60.800,18.800
'19:42.816',-0.064,0.103,60.800,18.800
'19:42.824',-0.096,0.034,60.000,19.200
'19:42.832',-0.104,-0.017,60.000,19.200
'19:42.840',-0.064,-0.043,59.200,19.200
'19:42.848',-0.048,-0.060,58.400,19.200
'19:42.856',-0.032,-0.060,58.400,19.200
'19:42.864',-0.024,-0.060,57.600,19.200
'19:42.872',-0.024,-0.060,57.600,19.200
'19:42.880',-0.024,-0.060,56.800,19.600
'19:42.888',-0.024,-0.060,56.800,20.400
'19:42.896',-0.016,-0.060,56.800,22.400
'19:42.904',-0.016,-0.052,56.000,24.800
