'Elapsed time','II','III','AVR','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg'
'121:33:11.304',0.100,-,-,-,56.000
'121:33:11.312',0.125,-,-,-,54.400
'121:33:11.320',0.225,-,-,-,54.400
'121:33:11.328',0.450,-,-,-,54.400
'121:33:11.336',0.750,-,-,-,53.600
'121:33:11.344',0.800,-,-,-,53.600
'121:33:11.352',0.450,-,-,-,53.600
'121:33:11.360',-0.075,-,-,-,53.600
'121:33:11.368',-0.500,-,-,-,53.600
'121:33:11.376',-0.550,-,-,-,53.600
'121:33:11.384',-0.350,-,-,-,52.000
'121:33:11.392',-0.200,-,-,-,52.000
'121:33:11.400',-0.200,-,-,-,52.000
'121:33:11.408',-0.175,-,-,-,51.200
'121:33:11.416',-0.125,-,-,-,49.600
'121:33:11.424',-0.075,-,-,-,49.600
'121:33:11.432',-0.025,-,-,-,49.600
'121:33:11.440',0.000,-,-,-,49.600
'121:33:11.448',0.025,-,-,-,49.600
'121:33:11.456',0.050,-,-,-,49.600
'121:33:11.464',0.075,-,-,-,49.600
'121:33:11.472',0.075,-,-,-,49.600
'121:33:11.480',0.050,-,-,-,49.600
'121:33:11.488',0.050,-,-,-,49.600
'121:33:11.496',0.025,-,-,-,52.000
'121:33:11.504',0.000,-,-,-,56.800
'121:33:11.512',-0.050,-,-,-,61.600
'121:33:11.520',-0.075,-,-,-,68.800
'121:33:11.528',-0.100,-,-,-,77.600
'121:33:11.536',-0.100,-,-,-,84.800
'121:33:11.544',-0.100,-,-,-,94.400
'121:33:11.552',-0.100,-,-,-,104.000
'121:33:11.560',-0.075,-,-,-,115.200
'121:33:11.568',-0.075,-,-,-,124.800
'121:33:11.576',-0.050,-,-,-,132.800
'121:33:11.584',0.000,-,-,-,139.200
'121:33:11.592',0.025,-,-,-,144.000
'121:33:11.600',0.050,-,-,-,147.200
'121:33:11.608',0.075,-,-,-,147.200
'121:33:11.616',0.100,-,-,-,147.200
'121:33:11.624',0.125,-,-,-,147.200
'121:33:11.632',0.125,-,-,-,146.400
'121:33:11.640',0.100,-,-,-,144.000
'121:33:11.648',0.100,-,-,-,142.400
'121:33:11.656',0.075,-,-,-,140.000
'121:33:11.664',0.050,-,-,-,139.200
'121:33:11.672',0.000,-,-,-,136.800
'121:33:11.680',-0.050,-,-,-,134.400
'121:33:11.688',-0.075,-,-,-,132.800
'121:33:11.696',-0.100,-,-,-,132.000
'121:33:11.704',-0.125,-,-,-,130.400
'121:33:11.712',-0.125,-,-,-,129.600
'121:33:11.720',-0.125,-,-,-,127.200
'121:33:11.728',-0.100,-,-,-,123.200
'121:33:11.736',-0.100,-,-,-,120.000
