'Elapsed time','II','AVF','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'19:08.200',0.160,0.112,59.200,17.200
'19:08.208',0.168,0.147,59.200,17.200
'19:08.216',0.032,0.086,58.400,17.600
'19:08.224',-0.120,-0.078,58.400,17.600
'19:08.232',-0.240,-0.224,58.400,17.600
'19:08.240',-0.256,-0.259,57.600,17.600
'19:08.248',-0.200,-0.284,57.600,17.600
'19:08.256',-0.112,-0.155,56.800,18.800
'19:08.264',-0.056,-0.078,56.800,20.800
'19:08.272',-0.024,-0.043,56.800,22.000
'19:08.280',-0.024,-0.017,56.000,20.800
'19:08.288',-0.016,-0.034,56.000,18.000
'19:08.296',-0.016,-0.017,55.200,16.400
'19:08.304',-0.016,-0.009,55.200,18.000
'19:08.312',-0.016,-0.009,55.200,20.800
'19:08.320',-0.008,-0.009,54.400,23.600
'19:08.328',-0.008,-0.009,54.400,26.800
'19:08.336',-0.008,-0.009,54.400,29.600
'19:08.344',-0.008,0.000,54.400,32.400
'19:08.352',-0.008,-0.009,55.200,34.000
'19:08.360',-0.008,0.000,57.600,35.200
'19:08.368',-0.008,-0.009,61.600,36.000
'19:08.376',-0.008,0.000,68.000,36.000
'19:08.384',0.000,0.000,76.000,35.200
'19:08.392',0.000,0.000,84.000,33.600
'19:08.400',0.000,0.000,90.400,32.400
'19:08.408',0.008,0.000,96.000,30.800
'19:08.416',0.008,0.009,100.000,29.600
'19:08.424',0.008,0.000,104.000,28.400
'19:08.432',0.008,0.017,107.200,27.600
'19:08.440',0.016,0.009,109.600,26.800
'19:08.448',0.016,0.009,111.200,26.400
'19:08.456',0.016,0.009,112.800,26.000
'19:08.464',0.016,0.009,113.600,26.000
'19:08.472',0.016,0.017,113.600,26.000
'19:08.480',0.016,0.009,113.600,26.000
'19:08.488',0.016,0.009,112.000,26.000
'19:08.496',0.016,0.000,110.400,25.600
'19:08.504',0.016,0.000,108.800,25.200
'19:08.512',0.008,0.009,106.400,24.800
'19:08.520',0.008,0.000,104.000,24.400
'19:08.528',0.008,0.000,101.600,23.600
'19:08.536',0.008,0.000,98.400,23.200
'19:08.544',0.008,0.000,95.200,22.800
'19:08.552',0.008,0.000,92.000,22.000
'19:08.560',0.008,0.000,88.000,21.600
'19:08.568',0.000,0.000,84.000,21.200
'19:08.576',0.000,-0.009,80.800,20.800
'19:08.584',0.000,-0.009,76.800,20.800
'19:08.592',0.000,0.000,74.400,20.800
'19:08.600',0.000,-0.009,72.000,20.800
'19:08.608',0.000,-0.009,70.400,20.800
'19:08.616',0.000,-0.009,68.800,20.800
'19:08.624',0.000,0.000,68.000,21.200
'19:08.632',0.000,-0.009,67.200,21.200
'19:08.640',0.000,0.000,67.200,21.200
'19:08.648',0.000,-0.009,66.400,20.800
'19:08.656',0.000,-0.009,66.400,20.800
'19:08.664',0.000,-0.009,66.400,20.000
'19:08.672',0.008,0.000,66.400,19.600
'19:08.680',0.032,0.000,66.400,19.200
'19:08.688',0.072,0.034,66.400,18.800
'19:08.696',0.072,0.086,66.400,18.400
'19:08.704',0.016,0.052,67.200,18.400
'19:08.712',-0.032,-0.017,67.200,18.000
'19:08.720',-0.048,-0.069,67.200,18.000
'19:08.728',-0.008,0.000,67.200,18.000
'19:08.736',-0.008,0.009,67.200,18.000
'19:08.744',-0.048,-0.052,66.400,17.200
'19:08.752',-0.096,-0.095,66.400,16.800
'19:08.760',-0.144,-0.129,66.400,16.400
'19:08.768',-0.216,-0.172,65.600,16.400
'19:08.776',-0.264,-0.259,65.600,17.200
'19:08.784',-0.248,-0.276,64.800,18.800
'19:08.792',-0.184,-0.224,64.000,19.600
'19:08.800',-0.096,-0.138,64.000,19.600
'19:08.808',-0.032,-0.078,63.200,19.200
'19:08.816',0.000,-0.017,63.200,18.400
'19:08.824',0.024,0.017,62.400,18.000
'19:08.832',0.032,0.034,62.400,18.000
'19:08.840',0.032,0.034,61.600,18.000
'19:08.848',0.048,0.043,60.800,18.400
'19:08.856',0.048,0.034,60.800,18.800
'19:08.864',0.056,0.052,60.800,20.000
'19:08.872',0.056,0.052,60.000,21.200
'19:08.880',0.064,0.060,60.000,22.400
'19:08.888',0.072,0.069,60.000,23.600
'19:08.896',0.072,0.060,59.200,24.400
'19:08.904',0.080,0.069,58.400,25.200
'19:08.912',0.096,0.086,58.400,25.600
'19:08.920',0.096,0.095,57.600,26.000
'19:08.928',0.104,0.095,57.600,26.000
'19:08.936',0.112,0.103,56.800,26.000
'19:08.944',0.120,0.112,56.000,25.600
'19:08.952',0.120,0.121,56.000,25.200
'19:08.960',0.120,0.103,55.200,24.800
'19:08.968',0.120,0.103,55.200,24.000
'19:08.976',0.120,0.095,54.400,23.200
'19:08.984',0.112,0.095,54.400,22.400
'19:08.992',0.096,0.086,54.400,21.600
'19:09.000',0.080,0.069,54.400,20.800
'19:09.008',0.072,0.069,54.400,20.400
'19:09.016',0.064,0.043,55.200,20.000
'19:09.024',0.048,0.034,55.200,20.000
'19:09.032',0.032,0.026,56.000,20.400
'19:09.040',0.024,0.017,56.000,20.400
'19:09.048',0.016,0.000,56.000,20.400
'19:09.056',0.008,0.000,55.200,20.800
'19:09.064',0.008,0.000,55.200,20.800
'19:09.072',0.000,-0.009,54.400,20.400
'19:09.080',0.000,0.000,53.600,20.400
'19:09.088',-0.008,-0.009,52.800,20.000
'19:09.096',-0.008,-0.017,52.000,20.000
'19:09.104',-0.008,-0.009,51.200,19.600
'19:09.112',-0.008,-0.017,50.400,19.200
'19:09.120',-0.016,-0.009,50.400,18.400
'19:09.128',-0.016,-0.017,49.600,18.000
'19:09.136',-0.016,-0.009,49.600,17.600
'19:09.144',-0.016,-0.017,49.600,17.600
'19:09.152',-0.016,-0.017,48.800,18.000
'19:09.160',-0.016,-0.009,48.800,18.000
'19:09.168',-0.016,-0.017,48.800,18.000
'19:09.176',-0.016,-0.009,48.800,18.000
'19:09.184',-0.016,-0.017,48.800,17.600
'19:09.192',-0.008,-0.009,48.800,17.600
'19:09.200',-0.008,-0.017,48.800,17.600
'19:09.208',-0.008,-0.009,48.800,17.600
'19:09.216',-0.008,-0.009,48.800,17.600
'19:09.224',-0.008,-0.017,48.800,17.200
'19:09.232',-0.008,-0.009,48.800,17.200
'19:09.240',-0.008,-0.009,48.800,17.200
'19:09.248',-0.008,-0.009,48.000,16.800
'19:09.256',0.000,0.000,48.000,16.800
'19:09.264',-0.008,-0.009,48.000,16.800
'19:09.272',-0.008,-0.009,48.000,16.800
'19:09.280',-0.008,0.000,48.000,16.400
'19:09.288',-0.008,-0.009,47.200,16.400
'19:09.296',0.000,-0.009,47.200,16.400
'19:09.304',0.000,-0.009,47.200,16.400
'19:09.312',0.000,0.000,47.200,16.400
'19:09.320',0.000,-0.009,46.400,16.400
'19:09.328',0.000,0.000,46.400,16.400
'19:09.336',0.000,-0.009,46.400,16.000
'19:09.344',0.008,0.000,46.400,16.000
'19:09.352',0.016,0.009,46.400,15.600
'19:09.360',0.024,0.026,46.400,15.600
'19:09.368',0.024,0.026,45.600,15.600
'19:09.376',0.032,0.034,45.600,15.200
'19:09.384',0.056,0.034,45.600,15.200
'19:09.392',0.072,0.060,45.600,15.200
'19:09.400',0.080,0.086,45.600,15.200
'19:09.408',0.080,0.069,45.600,15.200
'19:09.416',0.080,0.069,44.800,15.200
'19:09.424',0.064,0.060,44.800,15.200
'19:09.432',0.024,0.034,44.800,15.600
'19:09.440',-0.008,0.000,44.800,15.200
'19:09.448',-0.024,-0.017,44.800,15.200
'19:09.456',-0.032,-0.043,44.800,14.400
'19:09.464',-0.032,-0.034,44.000,13.600
'19:09.472',-0.032,-0.043,44.000,12.800
'19:09.480',-0.032,-0.043,44.000,12.400
'19:09.488',-0.032,-0.034,44.000,12.000
'19:09.496',-0.032,-0.043,44.000,12.000
'19:09.504',-0.024,-0.034,44.000,12.000
'19:09.512',0.000,-0.034,44.000,12.400
'19:09.520',0.048,0.000,44.000,13.200
'19:09.528',0.120,0.043,44.000,14.000
'19:09.536',0.160,0.129,44.000,14.800
'19:09.544',0.104,0.129,44.000,15.600
'19:09.552',-0.056,0.017,43.200,16.400
'19:09.560',-0.208,-0.181,43.200,17.200
'19:09.568',-0.280,-0.250,43.200,18.000
'19:09.576',-0.256,-0.302,43.200,19.200
'19:09.584',-0.168,-0.310,43.200,20.000
'19:09.592',-0.080,-0.112,43.200,19.600
