'Elapsed time','II','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'1:45:03.736',-0.096,-,-0.080,63.960,38.400
'1:45:03.744',-0.080,-,-0.056,63.960,39.200
'1:45:03.752',-0.080,-,-0.056,63.960,40.000
'1:45:03.760',-0.080,-,-0.056,65.520,40.800
'1:45:03.768',-0.080,-,-0.056,68.760,42.400
'1:45:03.776',-0.080,-,-0.040,74.280,44.000
'1:45:03.784',-0.096,-,-0.056,83.160,44.800
'1:45:03.792',-0.080,-,-0.040,92.760,46.400
'1:45:03.800',-0.096,-,-0.056,102.360,48.000
'1:45:03.808',-0.096,-,-0.040,111.120,49.600
'1:45:03.816',-0.120,-,-0.056,119.160,51.200
'1:45:03.824',-0.096,-,-0.056,124.680,52.000
'1:45:03.832',-0.136,-,-0.056,129.480,52.800
'1:45:03.840',-0.136,-,-0.056,132.720,52.800
'1:45:03.848',-0.136,-,-0.056,134.280,52.800
'1:45:03.856',-0.096,-,-0.040,135.120,52.800
'1:45:03.864',-0.080,-,-0.040,135.120,52.000
'1:45:03.872',-0.040,-,0.000,134.280,51.200
'1:45:03.880',-0.016,-,0.000,131.880,50.400
'1:45:03.888',0.000,-,0.000,129.480,49.600
'1:45:03.896',0.000,-,0.000,126.360,48.000
'1:45:03.904',0.000,-,0.000,123.120,46.400
'1:45:03.912',0.000,-,0.000,119.160,45.600
'1:45:03.920',0.000,-,0.000,115.080,44.800
'1:45:03.928',0.016,-,0.000,110.280,44.000
'1:45:03.936',0.040,-,0.016,105.480,43.200
'1:45:03.944',0.056,-,0.016,99.960,42.400
'1:45:03.952',0.080,-,0.040,95.160,41.600
'1:45:03.960',0.080,-,0.040,89.520,40.000
'1:45:03.968',0.080,-,0.040,84.720,39.200
'1:45:03.976',0.120,-,0.080,80.760,39.200
'1:45:03.984',0.136,-,0.056,77.520,38.400
'1:45:03.992',0.096,-,0.040,74.280,38.400
'1:45:04.000',0.040,-,0.000,72.720,38.400
'1:45:04.008',0.000,-,0.000,71.160,38.400
'1:45:04.016',-0.016,-,-0.040,70.320,38.400
'1:45:04.024',-0.040,-,-0.040,69.480,37.600
'1:45:04.032',-0.040,-,-0.040,68.760,36.800
'1:45:04.040',-0.040,-,-0.040,67.920,36.800
'1:45:04.048',-0.056,-,-0.040,67.920,36.000
