'Elapsed time','II','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg','mmHg'
'120:56:10.896',0.224,-0.263,-,-,-
'120:56:10.904',0.640,0.360,-,-,-
'120:56:10.912',0.712,0.781,-,-,-
'120:56:10.920',0.312,0.456,-,-,-
'120:56:10.928',0.040,0.132,-,-,-
'120:56:10.936',-0.040,-0.053,-,-,-
'120:56:10.944',-0.016,-0.061,-,-,-
'120:56:10.952',0.008,0.000,-,-,-
'120:56:10.960',0.016,0.018,-,-,-
'120:56:10.968',0.008,0.009,-,-,-
'120:56:10.976',0.008,0.018,-,-,-
'120:56:10.984',0.008,0.000,-,-,-
'120:56:10.992',0.008,0.000,-,-,-
'120:56:11.000',0.000,0.009,-,-,-
'120:56:11.008',0.000,-0.009,-,-,-
'120:56:11.016',0.000,0.000,-,-,-
'120:56:11.024',-0.008,-0.018,-,-,-
'120:56:11.032',-0.008,0.000,-,-,-
'120:56:11.040',-0.016,-0.018,-,-,-
'120:56:11.048',-0.024,-0.018,-,-,-
'120:56:11.056',-0.024,-0.035,-,-,-
'120:56:11.064',-0.024,-0.026,-,-,-
'120:56:11.072',-0.032,-0.035,-,-,-
'120:56:11.080',-0.040,-0.035,-,-,-
'120:56:11.088',-0.056,-0.061,-,-,-
'120:56:11.096',-0.096,-0.088,-,-,-
'120:56:11.104',-0.136,-0.132,-,-,-
'120:56:11.112',-0.160,-0.149,-,-,-
'120:56:11.120',-0.176,-0.193,-,-,-
'120:56:11.128',-0.184,-0.184,-,-,-
'120:56:11.136',-0.160,-0.202,-,-,-
'120:56:11.144',-0.096,-0.140,-,-,-
'120:56:11.152',-0.032,-0.088,-,-,-
'120:56:11.160',0.008,0.000,-,-,-
'120:56:11.168',0.032,0.018,-,-,-
'120:56:11.176',0.032,0.035,-,-,-
'120:56:11.184',0.040,0.026,-,-,-
'120:56:11.192',0.040,0.053,-,-,-
'120:56:11.200',0.040,0.061,-,-,-
'120:56:11.208',0.024,0.035,-,-,-
'120:56:11.216',0.016,0.044,-,-,-
'120:56:11.224',0.016,0.026,-,-,-
'120:56:11.232',0.008,0.035,-,-,-
'120:56:11.240',0.000,0.018,-,-,-
'120:56:11.248',0.000,0.009,-,-,-
'120:56:11.256',-0.008,0.000,-,-,-
'120:56:11.264',-0.016,0.009,-,-,-
'120:56:11.272',-0.024,-0.009,-,-,-
'120:56:11.280',-0.024,0.000,-,-,-
'120:56:11.288',-0.032,-0.018,-,-,-
'120:56:11.296',-0.040,0.000,-,-,-
'120:56:11.304',-0.064,-0.035,-,-,-
'120:56:11.312',-0.104,-0.061,-,-,-
'120:56:11.320',-0.136,-0.096,-,-,-
'120:56:11.328',-0.160,-0.123,-,-,-
'120:56:11.336',-0.168,-0.158,-,-,-
'120:56:11.344',-0.168,-0.149,-,-,-
'120:56:11.352',-0.136,-0.140,-,-,-
'120:56:11.360',-0.088,-0.096,-,-,-
'120:56:11.368',-0.024,-0.044,-,-,-
'120:56:11.376',0.016,0.026,-,-,-
'120:56:11.384',0.032,0.044,-,-,-
'120:56:11.392',0.032,0.026,-,-,-
'120:56:11.400',0.032,0.044,-,-,-
'120:56:11.408',0.032,0.026,-,-,-
'120:56:11.416',0.032,0.044,-,-,-
'120:56:11.424',0.032,0.026,-,-,-
'120:56:11.432',0.024,0.035,-,-,-
'120:56:11.440',0.024,0.018,-,-,-
'120:56:11.448',0.016,0.026,-,-,-
'120:56:11.456',0.008,0.018,-,-,-
'120:56:11.464',0.000,0.018,-,-,-
'120:56:11.472',0.000,0.000,-,-,-
'120:56:11.480',-0.008,0.009,-,-,-
'120:56:11.488',-0.016,-0.009,-,-,-
'120:56:11.496',-0.016,0.000,-,-,-
'120:56:11.504',-0.016,-0.018,-,-,-
'120:56:11.512',-0.024,0.000,-,-,-
'120:56:11.520',-0.048,-0.026,-,-,-
'120:56:11.528',-0.088,-0.044,-,-,-
'120:56:11.536',-0.120,-0.096,-,-,-
'120:56:11.544',-0.144,-0.114,-,-,-
'120:56:11.552',-0.152,-0.140,-,-,-
'120:56:11.560',-0.144,-0.140,-,-,-
'120:56:11.568',-0.112,-0.123,-,-,-
'120:56:11.576',-0.056,-0.070,-,-,-
'120:56:11.584',0.000,-0.018,-,-,-
'120:56:11.592',0.032,0.044,-,-,-
'120:56:11.600',0.040,0.053,-,-,-
'120:56:11.608',0.048,0.044,-,-,-
'120:56:11.616',0.048,0.053,-,-,-
'120:56:11.624',0.048,0.044,-,-,-
'120:56:11.632',0.048,0.053,-,-,-
'120:56:11.640',0.048,0.035,-,-,-
'120:56:11.648',0.040,0.053,-,-,-
'120:56:11.656',0.040,0.026,-,-,-
'120:56:11.664',0.032,0.044,-,-,-
'120:56:11.672',0.024,0.018,-,-,-
'120:56:11.680',0.008,0.026,-,-,-
'120:56:11.688',-0.040,0.000,-,-,-
'120:56:11.696',-0.064,-0.096,-,-,-
'120:56:11.704',0.112,-0.140,-,-,-
'120:56:11.712',0.544,0.132,-,-,-
'120:56:11.720',0.872,0.693,-,-,-
'120:56:11.728',0.728,0.930,-,-,-
'120:56:11.736',0.288,0.474,-,-,-
'120:56:11.744',-0.048,0.035,-,-,-
'120:56:11.752',-0.168,-0.167,-,-,-
'120:56:11.760',-0.168,-0.193,-,-,-
'120:56:11.768',-0.152,-0.158,-,-,-
'120:56:11.776',-0.136,-0.167,-,-,-
'120:56:11.784',-0.104,-0.140,-,-,-
'120:56:11.792',-0.056,-0.088,-,-,-
'120:56:11.800',0.008,-0.018,-,-,-
'120:56:11.808',0.040,0.026,-,-,-
'120:56:11.816',0.040,0.044,-,-,-
'120:56:11.824',0.040,0.026,-,-,-
'120:56:11.832',0.048,0.035,-,-,-
'120:56:11.840',0.048,0.026,-,-,-
'120:56:11.848',0.056,0.044,-,-,-
'120:56:11.856',0.048,0.018,-,-,-
'120:56:11.864',0.040,0.026,-,-,-
'120:56:11.872',0.032,0.009,-,-,-
'120:56:11.880',0.032,0.018,-,-,-
'120:56:11.888',0.032,0.009,-,-,-
'120:56:11.896',0.024,0.018,-,-,-
'120:56:11.904',0.024,-0.009,-,-,-
'120:56:11.912',0.024,0.000,-,-,-
'120:56:11.920',0.016,-0.018,-,-,-
'120:56:11.928',0.016,0.000,-,-,-
'120:56:11.936',0.008,-0.018,-,-,-
'120:56:11.944',0.008,-0.018,-,-,-
'120:56:11.952',-0.016,-0.035,-,-,-
'120:56:11.960',-0.048,-0.061,-,-,-
'120:56:11.968',-0.080,-0.105,-,-,-
'120:56:11.976',-0.096,-0.123,-,-,-
'120:56:11.984',-0.104,-0.149,-,-,-
'120:56:11.992',-0.096,-0.132,-,-,-
'120:56:12.000',-0.064,-0.123,-,-,-
'120:56:12.008',-0.016,-0.053,-,-,-
'120:56:12.016',0.032,0.000,-,-,-
'120:56:12.024',0.064,0.061,-,-,-
'120:56:12.032',0.072,0.088,-,-,-
'120:56:12.040',0.064,0.061,-,-,-
'120:56:12.048',0.064,0.070,-,-,-
'120:56:12.056',0.072,0.061,-,-,-
'120:56:12.064',0.072,0.079,-,-,-
'120:56:12.072',0.064,0.070,-,-,-
'120:56:12.080',0.064,0.070,-,-,-
'120:56:12.088',0.056,0.053,-,-,-
'120:56:12.096',0.056,0.070,-,-,-
'120:56:12.104',0.048,0.044,-,-,-
'120:56:12.112',0.040,0.061,-,-,-
'120:56:12.120',0.032,0.026,-,-,-
'120:56:12.128',0.024,0.044,-,-,-
'120:56:12.136',0.016,0.018,-,-,-
'120:56:12.144',0.008,0.018,-,-,-
'120:56:12.152',0.000,0.009,-,-,-
'120:56:12.160',-0.016,0.000,-,-,-
'120:56:12.168',-0.056,0.009,-,-,-
'120:56:12.176',-0.136,-0.061,-,-,-
'120:56:12.184',-0.208,-0.184,-,-,-
'120:56:12.192',-0.080,-0.254,-,-,-
'120:56:12.200',0.344,-0.061,-,-,-
'120:56:12.208',0.712,0.518,-,-,-
'120:56:12.216',0.728,0.798,-,-,-
'120:56:12.224',0.288,0.439,-,-,-
'120:56:12.232',0.048,0.114,-,-,-
'120:56:12.240',-0.008,-0.026,-,-,-
'120:56:12.248',0.008,-0.035,-,-,-
'120:56:12.256',0.032,0.018,-,-,-
'120:56:12.264',0.032,0.035,-,-,-
'120:56:12.272',0.040,0.018,-,-,-
'120:56:12.280',0.032,0.035,-,-,-
'120:56:12.288',0.024,0.018,-,-,-
'120:56:12.296',0.024,0.018,-,-,-
'120:56:12.304',0.024,0.009,-,-,-
'120:56:12.312',0.016,0.018,-,-,-
'120:56:12.320',0.016,0.000,-,-,-
'120:56:12.328',0.008,0.000,-,-,-
'120:56:12.336',0.008,-0.018,-,-,-
'120:56:12.344',0.000,-0.009,-,-,-
'120:56:12.352',-0.008,-0.018,-,-,-
'120:56:12.360',0.000,0.000,-,-,-
'120:56:12.368',-0.008,-0.018,-,-,-
'120:56:12.376',-0.016,-0.018,-,-,-
'120:56:12.384',-0.040,-0.018,-,-,-
'120:56:12.392',-0.080,-0.061,-,-,-
'120:56:12.400',-0.112,-0.114,-,-,-
'120:56:12.408',-0.136,-0.140,-,-,-
'120:56:12.416',-0.152,-0.167,-,-,-
'120:56:12.424',-0.144,-0.175,-,-,-
'120:56:12.432',-0.120,-0.149,-,-,-
'120:56:12.440',-0.064,-0.105,-,-,-
'120:56:12.448',-0.008,-0.044,-,-,-
'120:56:12.456',0.032,0.009,-,-,-
'120:56:12.464',0.048,0.044,-,-,-
'120:56:12.472',0.056,0.026,-,-,-
'120:56:12.480',0.056,0.053,-,-,-
'120:56:12.488',0.048,0.053,-,-,-
'120:56:12.496',0.048,0.053,-,-,-
'120:56:12.504',0.040,0.053,-,-,-
'120:56:12.512',0.032,0.044,-,-,-
'120:56:12.520',0.032,0.035,-,-,-
'120:56:12.528',0.024,0.044,-,-,-
'120:56:12.536',0.016,0.026,-,-,-
'120:56:12.544',0.008,0.026,-,-,-
'120:56:12.552',0.008,0.018,-,-,-
'120:56:12.560',0.000,0.009,-,-,-
'120:56:12.568',0.000,0.018,-,-,-
'120:56:12.576',-0.008,0.000,-,-,-
'120:56:12.584',-0.016,0.009,-,-,-
'120:56:12.592',-0.032,-0.009,-,-,-
'120:56:12.600',-0.056,0.000,-,-,-
'120:56:12.608',-0.088,-0.053,-,-,-
'120:56:12.616',-0.128,-0.088,-,-,-
'120:56:12.624',-0.152,-0.114,-,-,-
'120:56:12.632',-0.160,-0.140,-,-,-
'120:56:12.640',-0.152,-0.149,-,-,-
'120:56:12.648',-0.128,-0.123,-,-,-
'120:56:12.656',-0.072,-0.096,-,-,-
'120:56:12.664',-0.016,-0.018,-,-,-
'120:56:12.672',0.016,0.018,-,-,-
'120:56:12.680',0.032,0.053,-,-,-
'120:56:12.688',0.032,0.053,-,-,-
'120:56:12.696',0.032,0.044,-,-,-
'120:56:12.704',0.032,0.053,-,-,-
'120:56:12.712',0.032,0.044,-,-,-
'120:56:12.720',0.040,0.053,-,-,-
'120:56:12.728',0.032,0.035,-,-,-
'120:56:12.736',0.032,0.026,-,-,-
'120:56:12.744',0.032,0.053,-,-,-
'120:56:12.752',0.024,0.035,-,-,-
'120:56:12.760',0.008,0.018,-,-,-
'120:56:12.768',0.008,0.026,-,-,-
'120:56:12.776',0.000,0.009,-,-,-
'120:56:12.784',-0.008,0.018,-,-,-
'120:56:12.792',-0.008,0.000,-,-,-
'120:56:12.800',-0.016,0.009,-,-,-
'120:56:12.808',-0.024,-0.009,-,-,-
'120:56:12.816',-0.040,0.000,-,-,-
'120:56:12.824',-0.080,-0.044,-,-,-
'120:56:12.832',-0.112,-0.070,-,-,-
'120:56:12.840',-0.136,-0.105,-,-,-
'120:56:12.848',-0.152,-0.132,-,-,-
'120:56:12.856',-0.160,-0.140,-,-,-
'120:56:12.864',-0.128,-0.132,-,-,-
'120:56:12.872',-0.072,-0.105,-,-,-
'120:56:12.880',-0.008,-0.018,-,-,-
'120:56:12.888',0.032,0.026,-,-,-
'120:56:12.896',0.056,0.061,-,-,-
'120:56:12.904',0.048,0.053,-,-,-
'120:56:12.912',0.048,0.053,-,-,-
'120:56:12.920',0.056,0.053,-,-,-
'120:56:12.928',0.056,0.061,-,-,-
'120:56:12.936',0.056,0.053,-,-,-
'120:56:12.944',0.056,0.053,-,-,-
'120:56:12.952',0.048,0.044,-,-,-
'120:56:12.960',0.040,0.053,-,-,-
'120:56:12.968',0.032,0.026,-,-,-
'120:56:12.976',0.016,0.026,-,-,-
'120:56:12.984',-0.008,0.035,-,-,-
'120:56:12.992',-0.048,-0.035,-,-,-
'120:56:13.000',0.040,-0.105,-,-,-
'120:56:13.008',0.400,0.000,-,-,-
'120:56:13.016',0.840,0.518,-,-,-
'120:56:13.024',0.928,0.939,-,-,-
'120:56:13.032',0.464,0.667,-,-,-
'120:56:13.040',0.024,0.193,-,-,-
'120:56:13.048',-0.192,-0.193,-,-,-
'120:56:13.056',-0.208,-0.237,-,-,-
'120:56:13.064',-0.160,-0.175,-,-,-
'120:56:13.072',-0.152,-0.175,-,-,-
'120:56:13.080',-0.136,-0.149,-,-,-
'120:56:13.088',-0.096,-0.140,-,-,-
'120:56:13.096',-0.040,-0.070,-,-,-
'120:56:13.104',0.016,-0.018,-,-,-
'120:56:13.112',0.048,0.035,-,-,-
'120:56:13.120',0.048,0.044,-,-,-
'120:56:13.128',0.048,0.026,-,-,-
'120:56:13.136',0.048,0.035,-,-,-
'120:56:13.144',0.056,0.018,-,-,-
'120:56:13.152',0.056,0.026,-,-,-
'120:56:13.160',0.056,0.018,-,-,-
'120:56:13.168',0.048,0.018,-,-,-
'120:56:13.176',0.048,0.018,-,-,-
'120:56:13.184',0.048,0.018,-,-,-
'120:56:13.192',0.040,0.000,-,-,-
'120:56:13.200',0.032,0.018,-,-,-
'120:56:13.208',0.024,-0.009,-,-,-
'120:56:13.216',0.024,0.000,-,-,-
'120:56:13.224',0.016,-0.018,-,-,-
'120:56:13.232',0.016,-0.009,-,-,-
'120:56:13.240',0.008,-0.035,-,-,-
'120:56:13.248',0.000,-0.018,-,-,-
'120:56:13.256',-0.024,-0.053,-,-,-
'120:56:13.264',-0.056,-0.088,-,-,-
'120:56:13.272',-0.088,-0.123,-,-,-
'120:56:13.280',-0.112,-0.140,-,-,-
'120:56:13.288',-0.120,-0.158,-,-,-
'120:56:13.296',-0.120,-0.167,-,-,-
'120:56:13.304',-0.088,-0.140,-,-,-
'120:56:13.312',-0.040,-0.079,-,-,-
'120:56:13.320',0.008,-0.018,-,-,-
'120:56:13.328',0.048,0.044,-,-,-
'120:56:13.336',0.056,0.053,-,-,-
'120:56:13.344',0.056,0.070,-,-,-
'120:56:13.352',0.056,0.053,-,-,-
'120:56:13.360',0.064,0.053,-,-,-
'120:56:13.368',0.064,0.061,-,-,-
'120:56:13.376',0.056,0.053,-,-,-
'120:56:13.384',0.064,0.053,-,-,-
'120:56:13.392',0.056,0.053,-,-,-
'120:56:13.400',0.048,0.061,-,-,-
'120:56:13.408',0.048,0.035,-,-,-
'120:56:13.416',0.040,0.044,-,-,-
'120:56:13.424',0.032,0.026,-,-,-
'120:56:13.432',0.032,0.035,-,-,-
'120:56:13.440',0.024,0.018,-,-,-
'120:56:13.448',0.016,0.026,-,-,-
'120:56:13.456',0.008,0.000,-,-,-
'120:56:13.464',0.000,0.009,-,-,-
'120:56:13.472',-0.016,0.000,-,-,-
'120:56:13.480',-0.056,-0.018,-,-,-
'120:56:13.488',-0.128,-0.061,-,-,-
'120:56:13.496',-0.232,-0.149,-,-,-
'120:56:13.504',-0.264,-0.307,-,-,-
'120:56:13.512',0.080,-0.325,-,-,-
'120:56:13.520',0.600,0.184,-,-,-
'120:56:13.528',0.832,0.807,-,-,-
'120:56:13.536',0.576,0.886,-,-,-
'120:56:13.544',0.200,0.351,-,-,-
'120:56:13.552',0.016,0.026,-,-,-
'120:56:13.560',-0.008,-0.044,-,-,-
'120:56:13.568',0.024,0.000,-,-,-
'120:56:13.576',0.032,0.026,-,-,-
'120:56:13.584',0.032,0.018,-,-,-
'120:56:13.592',0.024,0.009,-,-,-
'120:56:13.600',0.016,0.018,-,-,-
'120:56:13.608',0.008,0.000,-,-,-
'120:56:13.616',0.008,0.000,-,-,-
'120:56:13.624',0.008,-0.009,-,-,-
'120:56:13.632',0.008,0.009,-,-,-
'120:56:13.640',0.000,-0.018,-,-,-
'120:56:13.648',-0.008,-0.009,-,-,-
'120:56:13.656',-0.008,-0.018,-,-,-
'120:56:13.664',-0.016,-0.018,-,-,-
'120:56:13.672',-0.016,-0.035,-,-,-
'120:56:13.680',-0.024,-0.018,-,-,-
'120:56:13.688',-0.032,-0.044,-,-,-
'120:56:13.696',-0.056,-0.035,-,-,-
'120:56:13.704',-0.096,-0.096,-,-,-
'120:56:13.712',-0.128,-0.132,-,-,-
'120:56:13.720',-0.152,-0.167,-,-,-
'120:56:13.728',-0.168,-0.175,-,-,-
'120:56:13.736',-0.168,-0.202,-,-,-
'120:56:13.744',-0.144,-0.175,-,-,-
'120:56:13.752',-0.096,-0.149,-,-,-
'120:56:13.760',-0.040,-0.088,-,-,-
'120:56:13.768',0.008,-0.018,-,-,-
'120:56:13.776',0.032,0.009,-,-,-
'120:56:13.784',0.040,0.018,-,-,-
'120:56:13.792',0.048,0.018,-,-,-
'120:56:13.800',0.048,0.053,-,-,-
'120:56:13.808',0.048,0.035,-,-,-
'120:56:13.816',0.048,0.053,-,-,-
'120:56:13.824',0.048,0.044,-,-,-
'120:56:13.832',0.032,0.053,-,-,-
'120:56:13.840',0.024,0.035,-,-,-
'120:56:13.848',0.016,0.035,-,-,-
'120:56:13.856',0.008,0.018,-,-,-
'120:56:13.864',0.008,0.018,-,-,-
'120:56:13.872',0.000,0.009,-,-,-
'120:56:13.880',0.000,0.009,-,-,-
'120:56:13.888',-0.008,0.000,-,-,-
'120:56:13.896',-0.008,0.009,-,-,-
'120:56:13.904',-0.016,-0.009,-,-,-
'120:56:13.912',-0.040,0.000,-,-,-
'120:56:13.920',-0.072,-0.053,-,-,-
'120:56:13.928',-0.112,-0.070,-,-,-
'120:56:13.936',-0.144,-0.123,-,-,-
'120:56:13.944',-0.160,-0.132,-,-,-
'120:56:13.952',-0.160,-0.140,-,-,-
'120:56:13.960',-0.136,-0.140,-,-,-
'120:56:13.968',-0.080,-0.096,-,-,-
'120:56:13.976',-0.032,-0.026,-,-,-
'120:56:13.984',0.008,0.009,-,-,-
'120:56:13.992',0.032,0.044,-,-,-
'120:56:14.000',0.032,0.053,-,-,-
'120:56:14.008',0.040,0.044,-,-,-
'120:56:14.016',0.040,0.053,-,-,-
'120:56:14.024',0.040,0.053,-,-,-
'120:56:14.032',0.040,0.044,-,-,-
