'Elapsed time','II','AVF','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'41:32.200',0.000,0.000,59.200,22.000
'41:32.208',0.000,0.000,59.200,22.000
'41:32.216',0.000,0.000,59.200,22.000
'41:32.224',0.000,0.000,59.200,21.200
'41:32.232',0.008,0.000,59.200,20.400
'41:32.240',0.016,0.000,59.200,19.600
'41:32.248',0.024,0.026,59.200,19.200
'41:32.256',0.032,0.034,59.200,19.600
'41:32.264',0.032,0.034,59.200,20.000
'41:32.272',0.048,0.034,60.000,20.400
'41:32.280',0.072,0.052,60.000,20.800
'41:32.288',0.096,0.086,60.000,20.800
'41:32.296',0.104,0.095,60.000,20.800
'41:32.304',0.104,0.095,60.000,20.400
'41:32.312',0.080,0.069,60.000,20.400
'41:32.320',0.048,0.086,60.000,20.800
'41:32.328',0.016,0.026,60.000,20.400
'41:32.336',-0.008,0.000,59.200,19.200
'41:32.344',-0.024,-0.017,59.200,18.000
'41:32.352',-0.032,-0.034,59.200,17.200
'41:32.360',-0.024,-0.017,58.400,17.200
'41:32.368',-0.024,-0.034,58.400,18.000
'41:32.376',-0.024,-0.017,57.600,19.600
'41:32.384',-0.024,-0.017,57.600,20.800
'41:32.392',-0.016,-0.017,57.600,22.000
'41:32.400',0.000,-0.034,56.800,22.400
'41:32.408',0.048,-0.017,56.800,22.400
'41:32.416',0.104,0.017,56.000,22.000
'41:32.424',0.112,0.095,56.000,21.200
'41:32.432',0.024,0.112,55.200,20.800
'41:32.440',-0.096,0.095,55.200,20.800
'41:32.448',-0.192,-0.078,55.200,20.800
'41:32.456',-0.200,-0.129,54.400,21.200
'41:32.464',-0.128,-0.138,54.400,22.000
'41:32.472',-0.056,-0.060,53.600,23.200
'41:32.480',-0.024,-0.043,53.600,25.200
'41:32.488',-0.016,-0.043,52.800,25.600
'41:32.496',-0.016,-0.034,52.800,23.200
'41:32.504',-0.016,-0.043,52.000,18.400
'41:32.512',-0.016,-0.034,52.000,15.200
'41:32.520',-0.016,-0.043,52.000,16.800
