'Elapsed time','II','AVF','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'52:46.200',-0.008,-0.017,58.400,26.800
'52:46.208',-0.008,-0.017,63.200,25.600
'52:46.216',-0.008,-0.017,68.800,24.800
'52:46.224',0.000,-0.017,74.400,24.800
'52:46.232',0.000,-0.009,79.200,24.800
'52:46.240',0.000,-0.009,84.000,24.800
'52:46.248',0.000,-0.009,87.200,24.800
'52:46.256',0.000,0.000,90.400,24.400
'52:46.264',0.000,0.000,92.800,24.000
'52:46.272',0.000,-0.009,94.400,23.600
'52:46.280',0.000,0.000,95.200,23.200
'52:46.288',0.000,0.000,95.200,22.800
'52:46.296',0.000,-0.009,95.200,22.400
'52:46.304',0.000,0.000,94.400,22.000
'52:46.312',0.000,0.000,93.600,21.200
'52:46.320',0.000,0.000,92.800,20.800
'52:46.328',0.000,0.000,91.200,20.000
'52:46.336',0.008,0.000,89.600,19.600
'52:46.344',0.008,0.000,87.200,20.000
'52:46.352',0.008,0.000,84.800,20.400
'52:46.360',0.008,0.000,82.400,20.800
'52:46.368',0.016,0.000,79.200,20.800
'52:46.376',0.016,0.000,76.000,20.400
'52:46.384',0.016,0.000,72.800,20.400
'52:46.392',0.016,0.009,69.600,20.000
'52:46.400',0.016,0.000,66.400,20.000
'52:46.408',0.016,0.000,64.800,20.000
'52:46.416',0.008,0.000,63.200,20.000
'52:46.424',0.008,0.009,61.600,20.000
'52:46.432',0.008,0.000,60.800,20.400
'52:46.440',0.008,0.000,60.000,20.000
'52:46.448',0.008,0.000,60.000,19.600
'52:46.456',0.008,0.000,60.000,18.800
'52:46.464',0.008,0.000,59.200,18.400
'52:46.472',0.008,0.000,60.000,18.400
'52:46.480',0.008,0.000,60.000,18.400
'52:46.488',0.008,0.000,60.000,18.400
'52:46.496',0.008,0.000,60.800,18.000
'52:46.504',0.008,0.000,60.800,17.600
'52:46.512',0.008,0.000,60.800,17.600
'52:46.520',0.008,0.000,60.800,17.200
'52:46.528',0.008,0.000,60.800,17.200
'52:46.536',0.008,0.000,60.800,17.200
'52:46.544',0.008,0.000,60.800,17.200
'52:46.552',0.016,0.000,60.800,16.800
'52:46.560',0.024,0.009,60.800,16.800
'52:46.568',0.032,0.034,60.000,16.800
'52:46.576',0.048,0.034,60.000,16.800
'52:46.584',0.048,0.034,60.000,16.400
'52:46.592',0.056,0.034,59.200,16.400
'52:46.600',0.072,0.043,58.400,16.400
'52:46.608',0.080,0.069,58.400,16.400
'52:46.616',0.080,0.069,57.600,16.800
'52:46.624',0.072,0.060,57.600,17.200
'52:46.632',0.056,0.052,56.800,17.600
'52:46.640',0.024,0.034,56.800,17.600
'52:46.648',-0.008,0.000,56.000,16.400
'52:46.656',-0.016,-0.017,56.000,14.400
'52:46.664',-0.024,-0.034,55.200,12.800
'52:46.672',-0.024,-0.017,54.400,12.000
'52:46.680',-0.024,-0.017,54.400,12.400
'52:46.688',-0.016,-0.017,53.600,13.600
'52:46.696',-0.016,-0.017,53.600,14.800
'52:46.704',-0.016,-0.017,53.600,16.000
'52:46.712',0.000,-0.017,52.800,16.400
'52:46.720',0.048,0.000,52.800,16.400
'52:46.728',0.112,0.034,52.000,16.000
'52:46.736',0.152,0.112,52.000,15.600
'52:46.744',0.096,0.121,52.000,15.200
'52:46.752',-0.048,0.034,52.000,15.200
'52:46.760',-0.192,-0.172,51.200,14.800
'52:46.768',-0.240,-0.224,51.200,14.400
'52:46.776',-0.200,-0.250,51.200,14.400
'52:46.784',-0.112,-0.164,51.200,16.400
'52:46.792',-0.048,-0.069,50.400,19.600
'52:46.800',-0.016,-0.017,50.400,20.400
'52:46.808',-0.008,-0.009,50.400,16.800
'52:46.816',-0.008,-0.009,49.600,11.600
'52:46.824',-0.008,-0.009,49.600,10.000
'52:46.832',0.000,0.000,48.800,14.400
'52:46.840',0.000,0.000,48.800,22.000
'52:46.848',0.000,0.000,48.800,28.800
'52:46.856',0.000,0.000,48.800,32.400
'52:46.864',0.000,0.000,48.800,33.200
'52:46.872',0.000,0.000,48.000,32.400
'52:46.880',0.000,0.000,48.000,30.800
'52:46.888',0.000,0.000,48.800,29.600
'52:46.896',0.008,0.000,48.800,29.200
'52:46.904',0.008,0.000,49.600,29.200
'52:46.912',0.008,0.000,52.000,29.600
'52:46.920',0.008,0.000,55.200,30.000
'52:46.928',0.008,0.000,60.800,29.600
'52:46.936',0.008,0.009,67.200,28.800
'52:46.944',0.008,0.000,72.800,28.000
'52:46.952',0.008,0.000,78.400,27.600
'52:46.960',0.016,0.000,82.400,27.600
'52:46.968',0.016,0.009,85.600,27.600
'52:46.976',0.016,0.017,88.800,27.200
'52:46.984',0.016,0.009,90.400,26.800
'52:46.992',0.016,0.009,92.000,26.400
'52:47.000',0.016,0.017,92.800,26.000
'52:47.008',0.016,0.017,92.800,25.600
'52:47.016',0.016,0.009,92.800,25.600
'52:47.024',0.016,0.009,92.000,25.200
'52:47.032',0.024,0.009,91.200,24.800
'52:47.040',0.024,0.009,89.600,24.400
'52:47.048',0.016,0.009,88.000,23.600
'52:47.056',0.016,0.009,85.600,22.800
'52:47.064',0.024,0.000,83.200,22.000
'52:47.072',0.016,0.009,80.000,21.600
'52:47.080',0.016,0.009,77.600,21.200
'52:47.088',0.016,0.000,74.400,21.200
'52:47.096',0.016,0.009,71.200,21.600
'52:47.104',0.016,0.009,68.000,21.600
'52:47.112',0.008,0.000,65.600,21.200
'52:47.120',0.008,0.000,63.200,21.200
'52:47.128',0.000,0.000,61.600,20.800
'52:47.136',0.000,0.000,60.800,20.800
'52:47.144',0.000,0.000,60.000,20.800
'52:47.152',0.000,0.000,59.200,20.800
'52:47.160',0.000,0.000,58.400,20.800
'52:47.168',0.000,0.000,58.400,20.400
'52:47.176',0.000,0.000,58.400,19.600
'52:47.184',0.000,0.000,58.400,18.800
'52:47.192',0.000,0.000,58.400,18.400
'52:47.200',0.000,0.000,58.400,18.000
'52:47.208',0.000,0.000,58.400,18.000
'52:47.216',0.008,0.000,59.200,18.400
'52:47.224',0.016,0.000,59.200,18.800
'52:47.232',0.024,0.017,59.200,18.800
