'Elapsed time','II','AVR','AVL','AVF','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mV','mmHg','mmHg'
'44:58:01.200',0.057,-,-,0.066,-,-,-
'44:58:01.208',0.028,-,-,0.038,-,-,-
'44:58:01.216',0.009,-,-,0.019,-,-,-
'44:58:01.224',0.000,-,-,0.019,-,-,-
'44:58:01.232',0.028,-,-,-0.019,-,-,-
'44:58:01.240',0.028,-,-,0.057,-,-,-
'44:58:01.248',0.028,-,-,0.000,-,-,-
'44:58:01.256',0.047,-,-,0.038,-,-,-
'44:58:01.264',0.057,-,-,0.085,-,-,-
'44:58:01.272',0.047,-,-,0.057,-,-,-
'44:58:01.280',0.028,-,-,0.047,-,-,-
'44:58:01.288',0.009,-,-,0.019,-,-,-
'44:58:01.296',0.009,-,-,0.019,-,-,-
'44:58:01.304',0.009,-,-,0.009,-,-,-
'44:58:01.312',0.028,-,-,0.019,-,-,-
'44:58:01.320',0.028,-,-,0.038,-,-,-
'44:58:01.328',0.009,-,-,0.000,-,-,-
'44:58:01.336',0.000,-,-,0.019,-,-,-
'44:58:01.344',-0.009,-,-,0.000,-,-,-
'44:58:01.352',-0.028,-,-,-0.047,-,-,-
'44:58:01.360',-0.028,-,-,-0.057,-,-,-
'44:58:01.368',-0.009,-,-,-0.019,-,-,-
'44:58:01.376',-0.009,-,-,-0.009,-,-,-
'44:58:01.384',-0.047,-,-,-0.019,-,-,-
'44:58:01.392',-0.057,-,-,-0.066,-,-,-
'44:58:01.400',-0.047,-,-,-0.066,-,-,-
'44:58:01.408',-0.047,-,-,-0.019,-,-,-
'44:58:01.416',-0.028,-,-,-0.047,-,-,-
'44:58:01.424',-0.028,-,-,-0.038,-,-,-
'44:58:01.432',-0.009,-,-,0.000,-,-,-
'44:58:01.440',-0.009,-,-,0.009,-,-,-
'44:58:01.448',0.047,-,-,-0.047,-,-,-
'44:58:01.456',0.179,-,-,0.057,-,-,-
'44:58:01.464',0.311,-,-,0.226,-,-,-
'44:58:01.472',0.368,-,-,0.311,-,-,-
'44:58:01.480',0.387,-,-,0.236,-,-,-
'44:58:01.488',0.358,-,-,0.264,-,-,-
'44:58:01.496',0.208,-,-,0.179,-,-,-
'44:58:01.504',0.009,-,-,-0.066,-,-,-
'44:58:01.512',-0.094,-,-,-0.189,-,-,-
'44:58:01.520',-0.189,-,-,-0.236,-,-,-
'44:58:01.528',-0.245,-,-,-0.302,-,-,-
'44:58:01.536',-0.274,-,-,-0.274,-,-,-
'44:58:01.544',-0.245,-,-,-0.311,-,-,-
'44:58:01.552',-0.189,-,-,-0.189,-,-,-
'44:58:01.560',-0.142,-,-,-0.132,-,-,-
'44:58:01.568',-0.113,-,-,-0.066,-,-,-
'44:58:01.576',-0.094,-,-,-0.066,-,-,-
'44:58:01.584',-0.075,-,-,-0.038,-,-,-
'44:58:01.592',-0.075,-,-,-0.028,-,-,-
'44:58:01.600',-0.094,-,-,-0.047,-,-,-
'44:58:01.608',-0.113,-,-,-0.047,-,-,-
'44:58:01.616',-0.094,-,-,-0.066,-,-,-
'44:58:01.624',-0.075,-,-,-0.047,-,-,-
'44:58:01.632',-0.047,-,-,-0.057,-,-,-
'44:58:01.640',-0.057,-,-,0.000,-,-,-
'44:58:01.648',-0.113,-,-,-0.066,-,-,-
'44:58:01.656',-0.123,-,-,-0.104,-,-,-
'44:58:01.664',-0.094,-,-,-0.066,-,-,-
'44:58:01.672',-0.075,-,-,-0.028,-,-,-
'44:58:01.680',-0.075,-,-,-0.047,-,-,-
'44:58:01.688',-0.075,-,-,-0.047,-,-,-
'44:58:01.696',-0.075,-,-,-0.047,-,-,-
'44:58:01.704',-0.094,-,-,-0.038,-,-,-
'44:58:01.712',-0.094,-,-,-0.094,-,-,-
'44:58:01.720',-0.075,-,-,-0.038,-,-,-
'44:58:01.728',-0.075,-,-,-0.094,-,-,-
'44:58:01.736',-0.009,-,-,-0.104,-,-,-
'44:58:01.744',0.028,-,-,0.000,-,-,-
'44:58:01.752',0.047,-,-,0.038,-,-,-
'44:58:01.760',0.047,-,-,0.028,-,-,-
'44:58:01.768',0.047,-,-,0.057,-,-,-
'44:58:01.776',0.057,-,-,0.028,-,-,-
'44:58:01.784',0.057,-,-,0.057,-,-,-
'44:58:01.792',0.047,-,-,0.057,-,-,-
'44:58:01.800',0.009,-,-,0.028,-,-,-
'44:58:01.808',0.009,-,-,-0.019,-,-,-
'44:58:01.816',0.009,-,-,0.028,-,-,-
'44:58:01.824',0.009,-,-,0.009,-,-,-
'44:58:01.832',0.009,-,-,0.000,-,-,-
'44:58:01.840',0.009,-,-,0.028,-,-,-
'44:58:01.848',0.000,-,-,0.000,-,-,-
'44:58:01.856',0.009,-,-,0.019,-,-,-
'44:58:01.864',0.009,-,-,0.000,-,-,-
'44:58:01.872',0.028,-,-,0.047,-,-,-
'44:58:01.880',0.009,-,-,0.000,-,-,-
'44:58:01.888',0.009,-,-,0.019,-,-,-
'44:58:01.896',0.000,-,-,0.000,-,-,-
'44:58:01.904',0.009,-,-,0.009,-,-,-
'44:58:01.912',0.028,-,-,-0.019,-,-,-
'44:58:01.920',0.028,-,-,0.047,-,-,-
'44:58:01.928',0.028,-,-,0.000,-,-,-
'44:58:01.936',0.047,-,-,-0.019,-,-,-
'44:58:01.944',0.028,-,-,0.038,-,-,-
'44:58:01.952',0.009,-,-,0.009,-,-,-
'44:58:01.960',0.000,-,-,0.000,-,-,-
'44:58:01.968',-0.028,-,-,-0.047,-,-,-
'44:58:01.976',-0.028,-,-,-0.066,-,-,-
'44:58:01.984',-0.028,-,-,-0.019,-,-,-
'44:58:01.992',-0.047,-,-,-0.066,-,-,-
'44:58:02.000',-0.047,-,-,-0.085,-,-,-
'44:58:02.008',-0.028,-,-,-0.057,-,-,-
'44:58:02.016',-0.009,-,-,-0.038,-,-,-
'44:58:02.024',-0.009,-,-,-0.019,-,-,-
'44:58:02.032',0.009,-,-,-0.066,-,-,-
'44:58:02.040',0.123,-,-,0.028,-,-,-
'44:58:02.048',0.292,-,-,0.151,-,-,-
'44:58:02.056',0.387,-,-,0.302,-,-,-
'44:58:02.064',0.387,-,-,0.340,-,-,-
'44:58:02.072',0.358,-,-,0.217,-,-,-
'44:58:02.080',0.292,-,-,0.226,-,-,-
'44:58:02.088',0.123,-,-,0.038,-,-,-
'44:58:02.096',-0.009,-,-,-0.113,-,-,-
'44:58:02.104',-0.123,-,-,-0.189,-,-,-
'44:58:02.112',-0.245,-,-,-0.274,-,-,-
'44:58:02.120',-0.292,-,-,-0.349,-,-,-
'44:58:02.128',-0.274,-,-,-0.358,-,-,-
'44:58:02.136',-0.208,-,-,-0.274,-,-,-
'44:58:02.144',-0.123,-,-,-0.151,-,-,-
'44:58:02.152',-0.075,-,-,-0.066,-,-,-
'44:58:02.160',-0.075,-,-,-0.047,-,-,-
'44:58:02.168',-0.075,-,-,-0.066,-,-,-
'44:58:02.176',-0.047,-,-,-0.066,-,-,-
'44:58:02.184',-0.047,-,-,-0.019,-,-,-
'44:58:02.192',-0.047,-,-,-0.038,-,-,-
'44:58:02.200',-0.047,-,-,-0.009,-,-,-
'44:58:02.208',-0.028,-,-,-0.047,-,-,-
'44:58:02.216',-0.028,-,-,-0.047,-,-,-
'44:58:02.224',-0.075,-,-,-0.009,-,-,-
'44:58:02.232',-0.113,-,-,-0.085,-,-,-
'44:58:02.240',-0.075,-,-,-0.104,-,-,-
'44:58:02.248',-0.057,-,-,0.000,-,-,-
'44:58:02.256',-0.057,-,-,-0.038,-,-,-
'44:58:02.264',-0.075,-,-,-0.047,-,-,-
'44:58:02.272',-0.094,-,-,-0.038,-,-,-
'44:58:02.280',-0.113,-,-,-0.066,-,-,-
'44:58:02.288',-0.142,-,-,-0.066,-,-,-
'44:58:02.296',-0.142,-,-,-0.142,-,-,-
'44:58:02.304',-0.094,-,-,-0.066,-,-,-
'44:58:02.312',-0.047,-,-,-0.047,-,-,-
'44:58:02.320',-0.009,-,-,-0.019,-,-,-
'44:58:02.328',-0.009,-,-,0.009,-,-,-
'44:58:02.336',0.000,-,-,-0.028,-,-,-
'44:58:02.344',0.028,-,-,0.019,-,-,-
'44:58:02.352',0.057,-,-,0.057,-,-,-
'44:58:02.360',0.047,-,-,0.038,-,-,-
'44:58:02.368',0.009,-,-,0.000,-,-,-
'44:58:02.376',0.000,-,-,-0.019,-,-,-
'44:58:02.384',0.028,-,-,-0.028,-,-,-
'44:58:02.392',0.028,-,-,0.047,-,-,-
'44:58:02.400',0.009,-,-,0.000,-,-,-
'44:58:02.408',0.000,-,-,0.000,-,-,-
'44:58:02.416',-0.028,-,-,-0.019,-,-,-
'44:58:02.424',-0.047,-,-,-0.047,-,-,-
'44:58:02.432',-0.009,-,-,-0.094,-,-,-
'44:58:02.440',0.000,-,-,0.000,-,-,-
'44:58:02.448',-0.028,-,-,0.009,-,-,-
'44:58:02.456',-0.057,-,-,-0.057,-,-,-
'44:58:02.464',-0.057,-,-,-0.094,-,-,-
'44:58:02.472',-0.028,-,-,-0.028,-,-,-
'44:58:02.480',-0.028,-,-,-0.009,-,-,-
'44:58:02.488',-0.057,-,-,-0.019,-,-,-
'44:58:02.496',-0.057,-,-,-0.104,-,-,-
'44:58:02.504',-0.009,-,-,-0.066,-,-,-
'44:58:02.512',0.094,-,-,0.038,-,-,-
'44:58:02.520',0.226,-,-,0.132,-,-,-
'44:58:02.528',0.321,-,-,0.255,-,-,-
'44:58:02.536',0.340,-,-,0.302,-,-,-
'44:58:02.544',0.321,-,-,0.142,-,-,-
'44:58:02.552',0.274,-,-,0.189,-,-,-
'44:58:02.560',0.094,-,-,0.047,-,-,-
'44:58:02.568',-0.075,-,-,-0.189,-,-,-
'44:58:02.576',-0.208,-,-,-0.255,-,-,-
'44:58:02.584',-0.321,-,-,-0.349,-,-,-
'44:58:02.592',-0.368,-,-,-0.443,-,-,-
'44:58:02.600',-0.321,-,-,-0.377,-,-,-
'44:58:02.608',-0.226,-,-,-0.264,-,-,-
'44:58:02.616',-0.160,-,-,-0.170,-,-,-
'44:58:02.624',-0.123,-,-,-0.123,-,-,-
'44:58:02.632',-0.094,-,-,-0.132,-,-,-
'44:58:02.640',-0.057,-,-,-0.028,-,-,-
'44:58:02.648',-0.057,-,-,-0.009,-,-,-
'44:58:02.656',-0.075,-,-,-0.028,-,-,-
'44:58:02.664',-0.094,-,-,-0.057,-,-,-
'44:58:02.672',-0.094,-,-,-0.085,-,-,-
'44:58:02.680',-0.075,-,-,-0.047,-,-,-
'44:58:02.688',-0.057,-,-,-0.019,-,-,-
'44:58:02.696',-0.075,-,-,-0.009,-,-,-
'44:58:02.704',-0.094,-,-,-0.066,-,-,-
'44:58:02.712',-0.094,-,-,-0.047,-,-,-
'44:58:02.720',-0.057,-,-,-0.057,-,-,-
'44:58:02.728',-0.057,-,-,-0.019,-,-,-
'44:58:02.736',-0.094,-,-,-0.028,-,-,-
'44:58:02.744',-0.113,-,-,-0.085,-,-,-
'44:58:02.752',-0.094,-,-,-0.104,-,-,-
'44:58:02.760',-0.094,-,-,-0.047,-,-,-
'44:58:02.768',-0.075,-,-,-0.057,-,-,-
'44:58:02.776',-0.047,-,-,-0.019,-,-,-
'44:58:02.784',-0.009,-,-,-0.028,-,-,-
'44:58:02.792',0.000,-,-,0.009,-,-,-
'44:58:02.800',0.009,-,-,-0.019,-,-,-
'44:58:02.808',0.047,-,-,0.028,-,-,-
'44:58:02.816',0.075,-,-,0.066,-,-,-
'44:58:02.824',0.075,-,-,0.085,-,-,-
'44:58:02.832',0.057,-,-,0.066,-,-,-
'44:58:02.840',0.057,-,-,0.047,-,-,-
'44:58:02.848',0.057,-,-,0.038,-,-,-
'44:58:02.856',0.047,-,-,0.066,-,-,-
'44:58:02.864',0.028,-,-,0.028,-,-,-
'44:58:02.872',0.009,-,-,0.009,-,-,-
'44:58:02.880',0.000,-,-,0.019,-,-,-
'44:58:02.888',0.000,-,-,0.000,-,-,-
'44:58:02.896',0.000,-,-,0.000,-,-,-
'44:58:02.904',0.000,-,-,0.000,-,-,-
'44:58:02.912',0.000,-,-,-0.019,-,-,-
'44:58:02.920',0.000,-,-,0.000,-,-,-
'44:58:02.928',0.000,-,-,0.019,-,-,-
'44:58:02.936',0.000,-,-,-0.009,-,-,-
'44:58:02.944',0.000,-,-,0.000,-,-,-
'44:58:02.952',-0.009,-,-,-0.019,-,-,-
'44:58:02.960',-0.009,-,-,-0.047,-,-,-
'44:58:02.968',0.000,-,-,0.000,-,-,-
'44:58:02.976',0.009,-,-,0.019,-,-,-
'44:58:02.984',0.028,-,-,0.000,-,-,-
