'Elapsed time','I','II','V','MCL1','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mV','mV','mmHg','mmHg'
'9:29:16.520',-,0.043,-,-,54.400,-
'9:29:16.528',-,0.060,-,-,52.000,-
'9:29:16.536',-,0.060,-,-,50.400,-
'9:29:16.544',-,0.085,-,-,48.800,-
'9:29:16.552',-,0.128,-,-,48.000,-
'9:29:16.560',-,0.111,-,-,47.200,-
'9:29:16.568',-,0.111,-,-,46.400,-
'9:29:16.576',-,0.043,-,-,46.400,-
'9:29:16.584',-,0.017,-,-,45.600,-
'9:29:16.592',-,0.000,-,-,45.600,-
'9:29:16.600',-,0.000,-,-,44.800,-
'9:29:16.608',-,0.000,-,-,44.800,-
'9:29:16.616',-,0.000,-,-,44.000,-
'9:29:16.624',-,-0.017,-,-,44.000,-
'9:29:16.632',-,-0.017,-,-,44.000,-
'9:29:16.640',-,0.000,-,-,43.200,-
'9:29:16.648',-,-0.017,-,-,43.200,-
'9:29:16.656',-,-0.043,-,-,42.400,-
'9:29:16.664',-,0.197,-,-,42.400,-
'9:29:16.672',-,0.470,-,-,42.400,-
'9:29:16.680',-,0.385,-,-,41.600,-
'9:29:16.688',-,0.085,-,-,41.600,-
'9:29:16.696',-,0.043,-,-,41.600,-
'9:29:16.704',-,0.017,-,-,40.800,-
'9:29:16.712',-,0.000,-,-,40.800,-
'9:29:16.720',-,-0.043,-,-,40.800,-
'9:29:16.728',-,-0.060,-,-,40.000,-
'9:29:16.736',-,-0.060,-,-,40.000,-
'9:29:16.744',-,-0.043,-,-,40.000,-
'9:29:16.752',-,-0.043,-,-,39.200,-
'9:29:16.760',-,-0.060,-,-,39.200,-
'9:29:16.768',-,-0.043,-,-,38.400,-
'9:29:16.776',-,-0.043,-,-,38.400,-
'9:29:16.784',-,-0.060,-,-,38.400,-
'9:29:16.792',-,-0.043,-,-,39.200,-
'9:29:16.800',-,-0.043,-,-,40.800,-
'9:29:16.808',-,-0.060,-,-,43.200,-
'9:29:16.816',-,-0.043,-,-,47.200,-
'9:29:16.824',-,-0.043,-,-,52.000,-
'9:29:16.832',-,-0.043,-,-,56.800,-
'9:29:16.840',-,-0.043,-,-,62.400,-
'9:29:16.848',-,-0.085,-,-,66.400,-
'9:29:16.856',-,-0.043,-,-,70.400,-
'9:29:16.864',-,-0.085,-,-,73.600,-
'9:29:16.872',-,-0.085,-,-,76.800,-
'9:29:16.880',-,-0.085,-,-,78.400,-
'9:29:16.888',-,-0.043,-,-,79.200,-
'9:29:16.896',-,-0.085,-,-,80.000,-
'9:29:16.904',-,-0.043,-,-,80.800,-
'9:29:16.912',-,-0.085,-,-,80.800,-
'9:29:16.920',-,-0.085,-,-,80.000,-
'9:29:16.928',-,-0.043,-,-,79.200,-
'9:29:16.936',-,-0.043,-,-,78.400,-
'9:29:16.944',-,-0.017,-,-,76.800,-
'9:29:16.952',-,0.000,-,-,74.400,-
'9:29:16.960',-,0.000,-,-,72.000,-
'9:29:16.968',-,0.000,-,-,68.800,-
'9:29:16.976',-,0.000,-,-,65.600,-
'9:29:16.984',-,0.017,-,-,62.400,-
'9:29:16.992',-,0.043,-,-,59.200,-
'9:29:17.000',-,0.017,-,-,56.000,-
'9:29:17.008',-,0.043,-,-,53.600,-
'9:29:17.016',-,0.043,-,-,51.200,-
'9:29:17.024',-,0.060,-,-,49.600,-
'9:29:17.032',-,0.085,-,-,48.000,-
'9:29:17.040',-,0.111,-,-,46.400,-
'9:29:17.048',-,0.128,-,-,45.600,-
'9:29:17.056',-,0.154,-,-,45.600,-
'9:29:17.064',-,0.128,-,-,44.800,-
'9:29:17.072',-,0.085,-,-,44.000,-
'9:29:17.080',-,0.043,-,-,44.000,-
'9:29:17.088',-,0.017,-,-,44.000,-
'9:29:17.096',-,0.000,-,-,43.200,-
'9:29:17.104',-,0.000,-,-,43.200,-
'9:29:17.112',-,-0.017,-,-,42.400,-
'9:29:17.120',-,0.000,-,-,42.400,-
'9:29:17.128',-,0.000,-,-,41.600,-
'9:29:17.136',-,-0.017,-,-,41.600,-
'9:29:17.144',-,0.000,-,-,40.800,-
'9:29:17.152',-,0.000,-,-,40.800,-
'9:29:17.160',-,0.248,-,-,40.000,-
'9:29:17.168',-,0.496,-,-,40.000,-
'9:29:17.176',-,0.538,-,-,40.000,-
'9:29:17.184',-,0.128,-,-,40.000,-
'9:29:17.192',-,0.000,-,-,40.000,-
'9:29:17.200',-,-0.017,-,-,39.200,-
'9:29:17.208',-,0.000,-,-,39.200,-
'9:29:17.216',-,-0.043,-,-,39.200,-
'9:29:17.224',-,-0.085,-,-,39.200,-
'9:29:17.232',-,-0.060,-,-,39.200,-
'9:29:17.240',-,-0.043,-,-,38.400,-
'9:29:17.248',-,-0.043,-,-,38.400,-
'9:29:17.256',-,-0.017,-,-,37.600,-
'9:29:17.264',-,-0.017,-,-,37.600,-
'9:29:17.272',-,-0.043,-,-,37.600,-
'9:29:17.280',-,-0.043,-,-,37.600,-
'9:29:17.288',-,-0.017,-,-,37.600,-
'9:29:17.296',-,-0.043,-,-,38.400,-
'9:29:17.304',-,-0.043,-,-,41.600,-
'9:29:17.312',-,-0.043,-,-,44.800,-
'9:29:17.320',-,-0.017,-,-,49.600,-
'9:29:17.328',-,-0.043,-,-,55.200,-
'9:29:17.336',-,-0.043,-,-,60.800,-
'9:29:17.344',-,-0.085,-,-,66.400,-
'9:29:17.352',-,-0.043,-,-,70.400,-
'9:29:17.360',-,-0.043,-,-,73.600,-
'9:29:17.368',-,-0.060,-,-,76.800,-
'9:29:17.376',-,-0.085,-,-,79.200,-
'9:29:17.384',-,-0.060,-,-,80.000,-
'9:29:17.392',-,-0.085,-,-,80.800,-
'9:29:17.400',-,-0.043,-,-,81.600,-
'9:29:17.408',-,-0.085,-,-,81.600,-
'9:29:17.416',-,-0.060,-,-,81.600,-
'9:29:17.424',-,-0.043,-,-,80.800,-
'9:29:17.432',-,-0.043,-,-,80.000,-
'9:29:17.440',-,-0.043,-,-,78.400,-
'9:29:17.448',-,-0.017,-,-,76.800,-
'9:29:17.456',-,0.000,-,-,75.200,-
'9:29:17.464',-,0.000,-,-,72.800,-
'9:29:17.472',-,0.017,-,-,69.600,-
'9:29:17.480',-,0.017,-,-,66.400,-
'9:29:17.488',-,0.043,-,-,63.200,-
'9:29:17.496',-,0.017,-,-,60.000,-
'9:29:17.504',-,0.043,-,-,56.800,-
'9:29:17.512',-,0.017,-,-,54.400,-
'9:29:17.520',-,0.060,-,-,52.800,-
'9:29:17.528',-,0.085,-,-,51.200,-
'9:29:17.536',-,0.085,-,-,49.600,-
'9:29:17.544',-,0.128,-,-,48.800,-
'9:29:17.552',-,0.154,-,-,48.000,-
'9:29:17.560',-,0.128,-,-,47.200,-
'9:29:17.568',-,0.128,-,-,47.200,-
'9:29:17.576',-,0.085,-,-,46.400,-
'9:29:17.584',-,0.043,-,-,46.400,-
'9:29:17.592',-,0.000,-,-,46.400,-
'9:29:17.600',-,0.000,-,-,46.400,-
'9:29:17.608',-,-0.043,-,-,45.600,-
'9:29:17.616',-,-0.043,-,-,45.600,-
'9:29:17.624',-,-0.043,-,-,44.800,-
'9:29:17.632',-,-0.017,-,-,44.800,-
'9:29:17.640',-,-0.017,-,-,44.000,-
'9:29:17.648',-,-0.043,-,-,44.000,-
'9:29:17.656',-,0.060,-,-,44.000,-
'9:29:17.664',-,0.333,-,-,44.000,-
'9:29:17.672',-,0.564,-,-,44.000,-
'9:29:17.680',-,0.291,-,-,44.000,-
'9:29:17.688',-,0.000,-,-,44.000,-
'9:29:17.696',-,0.000,-,-,43.200,-
'9:29:17.704',-,0.000,-,-,43.200,-
'9:29:17.712',-,0.000,-,-,43.200,-
'9:29:17.720',-,-0.043,-,-,43.200,-
'9:29:17.728',-,-0.043,-,-,42.400,-
'9:29:17.736',-,-0.060,-,-,42.400,-
'9:29:17.744',-,-0.060,-,-,42.400,-
'9:29:17.752',-,-0.085,-,-,41.600,-
'9:29:17.760',-,-0.060,-,-,40.800,-
'9:29:17.768',-,-0.060,-,-,40.800,-
'9:29:17.776',-,-0.060,-,-,40.800,-
'9:29:17.784',-,-0.060,-,-,41.600,-
'9:29:17.792',-,-0.085,-,-,43.200,-
'9:29:17.800',-,-0.060,-,-,47.200,-
'9:29:17.808',-,-0.085,-,-,52.000,-
'9:29:17.816',-,-0.060,-,-,58.400,-
'9:29:17.824',-,-0.085,-,-,64.800,-
'9:29:17.832',-,-0.085,-,-,70.400,-
'9:29:17.840',-,-0.111,-,-,75.200,-
'9:29:17.848',-,-0.085,-,-,80.000,-
'9:29:17.856',-,-0.111,-,-,83.200,-
'9:29:17.864',-,-0.111,-,-,85.600,-
'9:29:17.872',-,-0.111,-,-,88.000,-
'9:29:17.880',-,-0.111,-,-,88.800,-
'9:29:17.888',-,-0.128,-,-,89.600,-
'9:29:17.896',-,-0.111,-,-,89.600,-
'9:29:17.904',-,-0.111,-,-,89.600,-
'9:29:17.912',-,-0.111,-,-,89.600,-
'9:29:17.920',-,-0.085,-,-,88.800,-
'9:29:17.928',-,-0.060,-,-,88.000,-
'9:29:17.936',-,-0.043,-,-,86.400,-
'9:29:17.944',-,-0.043,-,-,84.800,-
'9:29:17.952',-,-0.017,-,-,83.200,-
'9:29:17.960',-,0.000,-,-,81.600,-
'9:29:17.968',-,0.000,-,-,79.200,-
'9:29:17.976',-,0.000,-,-,76.000,-
'9:29:17.984',-,0.000,-,-,72.800,-
'9:29:17.992',-,0.000,-,-,69.600,-
'9:29:18.000',-,0.000,-,-,66.400,-
'9:29:18.008',-,0.000,-,-,63.200,-
'9:29:18.016',-,0.017,-,-,60.000,-
'9:29:18.024',-,0.043,-,-,56.800,-
'9:29:18.032',-,0.060,-,-,55.200,-
'9:29:18.040',-,0.085,-,-,52.800,-
'9:29:18.048',-,0.111,-,-,52.000,-
'9:29:18.056',-,0.128,-,-,50.400,-
'9:29:18.064',-,0.085,-,-,49.600,-
'9:29:18.072',-,0.043,-,-,49.600,-
'9:29:18.080',-,0.000,-,-,48.800,-
'9:29:18.088',-,0.000,-,-,48.800,-
'9:29:18.096',-,-0.043,-,-,48.000,-
'9:29:18.104',-,-0.043,-,-,48.000,-
'9:29:18.112',-,-0.043,-,-,47.200,-
'9:29:18.120',-,-0.017,-,-,47.200,-
'9:29:18.128',-,-0.043,-,-,46.400,-
'9:29:18.136',-,-0.043,-,-,46.400,-
'9:29:18.144',-,-0.060,-,-,46.400,-
'9:29:18.152',-,0.043,-,-,45.600,-
'9:29:18.160',-,0.291,-,-,45.600,-
'9:29:18.168',-,0.470,-,-,44.800,-
'9:29:18.176',-,0.222,-,-,44.800,-
'9:29:18.184',-,-0.017,-,-,44.800,-
'9:29:18.192',-,0.000,-,-,44.000,-
'9:29:18.200',-,0.000,-,-,44.000,-
'9:29:18.208',-,-0.043,-,-,43.200,-
'9:29:18.216',-,-0.060,-,-,43.200,-
'9:29:18.224',-,-0.111,-,-,43.200,-
'9:29:18.232',-,-0.060,-,-,42.400,-
'9:29:18.240',-,-0.085,-,-,42.400,-
'9:29:18.248',-,-0.111,-,-,41.600,-
'9:29:18.256',-,-0.085,-,-,41.600,-
'9:29:18.264',-,-0.111,-,-,41.600,-
'9:29:18.272',-,-0.085,-,-,41.600,-
'9:29:18.280',-,-0.111,-,-,42.400,-
'9:29:18.288',-,-0.085,-,-,44.000,-
'9:29:18.296',-,-0.085,-,-,48.000,-
'9:29:18.304',-,-0.085,-,-,52.800,-
'9:29:18.312',-,-0.111,-,-,57.600,-
'9:29:18.320',-,-0.085,-,-,63.200,-
'9:29:18.328',-,-0.085,-,-,68.000,-
'9:29:18.336',-,-0.111,-,-,72.800,-
'9:29:18.344',-,-0.111,-,-,76.800,-
'9:29:18.352',-,-0.111,-,-,80.800,-
'9:29:18.360',-,-0.111,-,-,83.200,-
'9:29:18.368',-,-0.128,-,-,85.600,-
'9:29:18.376',-,-0.128,-,-,87.200,-
'9:29:18.384',-,-0.111,-,-,88.000,-
'9:29:18.392',-,-0.111,-,-,88.000,-
'9:29:18.400',-,-0.111,-,-,88.800,-
'9:29:18.408',-,-0.111,-,-,88.800,-
'9:29:18.416',-,-0.085,-,-,88.000,-
'9:29:18.424',-,-0.085,-,-,87.200,-
'9:29:18.432',-,-0.043,-,-,86.400,-
'9:29:18.440',-,-0.043,-,-,84.800,-
'9:29:18.448',-,-0.043,-,-,83.200,-
'9:29:18.456',-,0.000,-,-,80.800,-
'9:29:18.464',-,0.000,-,-,78.400,-
'9:29:18.472',-,0.000,-,-,75.200,-
'9:29:18.480',-,0.000,-,-,72.000,-
'9:29:18.488',-,0.000,-,-,68.800,-
'9:29:18.496',-,0.000,-,-,64.800,-
'9:29:18.504',-,0.000,-,-,61.600,-
'9:29:18.512',-,0.000,-,-,58.400,-
'9:29:18.520',-,0.043,-,-,56.000,-
'9:29:18.528',-,0.017,-,-,53.600,-
'9:29:18.536',-,0.060,-,-,52.000,-
'9:29:18.544',-,0.085,-,-,50.400,-
'9:29:18.552',-,0.085,-,-,48.800,-
'9:29:18.560',-,0.085,-,-,48.000,-
'9:29:18.568',-,0.060,-,-,47.200,-
'9:29:18.576',-,0.043,-,-,46.400,-
'9:29:18.584',-,0.000,-,-,46.400,-
'9:29:18.592',-,0.000,-,-,45.600,-
'9:29:18.600',-,0.000,-,-,45.600,-
'9:29:18.608',-,0.000,-,-,45.600,-
'9:29:18.616',-,-0.017,-,-,44.800,-
'9:29:18.624',-,-0.043,-,-,44.800,-
'9:29:18.632',-,-0.043,-,-,44.800,-
'9:29:18.640',-,-0.043,-,-,44.000,-
'9:29:18.648',-,-0.060,-,-,44.000,-
'9:29:18.656',-,0.017,-,-,43.200,-
