'Elapsed time','I','AVF','MCL1','ABP'
'hh:mm:ss.mmm','mV','mV','mV','mmHg'
'35:07:01.152',-0.176,-,-,64.000
'35:07:01.160',-0.216,-,-,63.200
'35:07:01.168',-0.224,-,-,62.400
'35:07:01.176',-0.184,-,-,63.200
'35:07:01.184',-0.104,-,-,64.000
'35:07:01.192',-0.024,-,-,64.800
'35:07:01.200',-0.048,-,-,65.600
'35:07:01.208',-0.056,-,-,65.600
'35:07:01.216',-0.048,-,-,65.600
'35:07:01.224',-0.224,-,-,65.600
'35:07:01.232',-0.248,-,-,65.600
'35:07:01.240',-0.080,-,-,64.000
'35:07:01.248',-0.056,-,-,63.200
'35:07:01.256',-0.152,-,-,63.200
'35:07:01.264',-0.168,-,-,63.200
'35:07:01.272',-0.112,-,-,63.200
'35:07:01.280',-0.096,-,-,62.400
'35:07:01.288',-0.168,-,-,60.800
'35:07:01.296',-0.216,-,-,60.800
'35:07:01.304',-0.144,-,-,60.000
'35:07:01.312',-0.016,-,-,60.000
'35:07:01.320',0.136,-,-,60.000
'35:07:01.328',0.264,-,-,60.800
'35:07:01.336',0.344,-,-,60.800
'35:07:01.344',0.400,-,-,60.800
'35:07:01.352',0.416,-,-,60.800
'35:07:01.360',0.352,-,-,60.800
'35:07:01.368',0.264,-,-,60.800
'35:07:01.376',0.120,-,-,60.800
'35:07:01.384',-0.080,-,-,60.000
'35:07:01.392',-0.200,-,-,60.000
'35:07:01.400',-0.176,-,-,60.000
'35:07:01.408',-0.128,-,-,60.000
'35:07:01.416',-0.128,-,-,60.800
'35:07:01.424',-0.120,-,-,61.600
'35:07:01.432',-0.112,-,-,61.600
'35:07:01.440',-0.144,-,-,61.600
'35:07:01.448',-0.144,-,-,60.000
'35:07:01.456',-0.112,-,-,58.400
'35:07:01.464',-0.112,-,-,58.400
'35:07:01.472',-0.088,-,-,59.200
'35:07:01.480',-0.040,-,-,61.600
'35:07:01.488',-0.048,-,-,64.800
'35:07:01.496',-0.032,-,-,69.600
'35:07:01.504',0.016,-,-,75.200
'35:07:01.512',-0.008,-,-,80.000
'35:07:01.520',-0.024,-,-,83.200
'35:07:01.528',-0.056,-,-,86.400
'35:07:01.536',-0.088,-,-,89.600
'35:07:01.544',-0.040,-,-,92.800
'35:07:01.552',-0.024,-,-,97.600
'35:07:01.560',-0.040,-,-,103.200
'35:07:01.568',-0.024,-,-,108.800
'35:07:01.576',0.016,-,-,114.400
'35:07:01.584',0.040,-,-,119.200
'35:07:01.592',0.024,-,-,124.000
'35:07:01.600',-0.016,-,-,127.200
'35:07:01.608',-0.024,-,-,128.800
'35:07:01.616',-0.008,-,-,128.000
'35:07:01.624',0.000,-,-,126.400
'35:07:01.632',0.024,-,-,124.800
'35:07:01.640',0.056,-,-,124.800
'35:07:01.648',-0.016,-,-,124.000
'35:07:01.656',-0.056,-,-,124.000
'35:07:01.664',-0.008,-,-,123.200
'35:07:01.672',0.024,-,-,122.400
'35:07:01.680',-0.048,-,-,118.400
'35:07:01.688',-0.128,-,-,112.000
'35:07:01.696',-0.080,-,-,105.600
'35:07:01.704',-0.008,-,-,104.000
'35:07:01.712',-0.024,-,-,104.000
'35:07:01.720',0.000,-,-,103.200
'35:07:01.728',0.016,-,-,100.000
'35:07:01.736',-0.040,-,-,96.000
'35:07:01.744',-0.056,-,-,92.800
'35:07:01.752',-0.048,-,-,92.000
'35:07:01.760',-0.056,-,-,92.000
'35:07:01.768',-0.008,-,-,91.200
'35:07:01.776',0.024,-,-,88.800
'35:07:01.784',-0.016,-,-,88.000
'35:07:01.792',-0.080,-,-,88.000
'35:07:01.800',-0.080,-,-,88.000
'35:07:01.808',0.016,-,-,85.600
'35:07:01.816',0.024,-,-,81.600
'35:07:01.824',-0.040,-,-,77.600
'35:07:01.832',-0.016,-,-,76.000
'35:07:01.840',0.072,-,-,75.200
'35:07:01.848',0.152,-,-,76.000
'35:07:01.856',0.160,-,-,76.800
'35:07:01.864',0.120,-,-,77.600
'35:07:01.872',0.136,-,-,79.200
'35:07:01.880',0.144,-,-,80.000
'35:07:01.888',0.152,-,-,80.000
'35:07:01.896',0.176,-,-,80.000
'35:07:01.904',0.328,-,-,80.000
'35:07:01.912',0.408,-,-,80.800
'35:07:01.920',0.304,-,-,80.800
'35:07:01.928',0.240,-,-,79.200
'35:07:01.936',0.256,-,-,76.800
'35:07:01.944',0.208,-,-,73.600
'35:07:01.952',0.072,-,-,71.200
'35:07:01.960',-0.048,-,-,71.200
'35:07:01.968',-0.136,-,-,72.800
'35:07:01.976',-0.176,-,-,74.400
'35:07:01.984',-0.184,-,-,73.600
