'Elapsed time','II','AVF','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'8:08:15.776',0.029,0.106,96.000,22.400
'8:08:15.784',0.019,0.125,100.800,22.400
'8:08:15.792',0.058,0.125,105.600,22.400
'8:08:15.800',0.038,0.106,109.600,22.400
'8:08:15.808',0.067,0.144,112.800,22.400
'8:08:15.816',0.058,0.125,114.400,23.600
'8:08:15.824',0.087,0.163,116.000,25.200
'8:08:15.832',0.115,0.202,115.200,26.800
'8:08:15.840',0.144,0.240,114.400,27.600
'8:08:15.848',0.125,0.240,112.000,28.000
'8:08:15.856',0.192,0.288,108.800,27.600
'8:08:15.864',0.231,0.327,105.600,27.200
'8:08:15.872',0.279,0.385,101.600,26.800
'8:08:15.880',0.288,0.404,96.800,26.400
'8:08:15.888',0.337,0.481,92.800,25.600
'8:08:15.896',0.327,0.481,88.000,24.800
'8:08:15.904',0.337,0.490,84.000,24.000
'8:08:15.912',0.298,0.442,79.200,23.200
'8:08:15.920',0.308,0.462,75.200,22.400
'8:08:15.928',0.260,0.385,72.000,22.000
'8:08:15.936',0.231,0.346,68.800,21.600
'8:08:15.944',0.173,0.269,65.600,21.600
'8:08:15.952',0.125,0.202,62.400,21.600
'8:08:15.960',0.038,0.087,60.000,22.000
'8:08:15.968',-0.019,0.010,57.600,22.000
'8:08:15.976',-0.077,-0.029,56.000,22.400
'8:08:15.984',-0.106,-0.048,54.400,22.400
'8:08:15.992',-0.135,-0.087,52.800,22.800
'8:08:16.000',-0.154,-0.125,51.200,23.200
'8:08:16.008',-0.135,-0.087,50.400,23.200
'8:08:16.016',-0.173,-0.125,49.600,23.600
'8:08:16.024',-0.154,-0.106,48.800,23.600
'8:08:16.032',-0.163,-0.125,48.000,23.600
'8:08:16.040',-0.144,-0.106,48.000,23.600
'8:08:16.048',-0.163,-0.125,48.000,23.600
'8:08:16.056',-0.144,-0.106,47.200,23.600
'8:08:16.064',-0.163,-0.125,47.200,23.600
'8:08:16.072',-0.135,-0.087,48.000,23.600
'8:08:16.080',-0.154,-0.125,48.000,23.600
'8:08:16.088',-0.135,-0.106,48.000,23.200
'8:08:16.096',-0.154,-0.125,48.800,23.200
'8:08:16.104',-0.154,-0.087,48.800,22.800
'8:08:16.112',-0.125,-0.125,49.600,22.800
'8:08:16.120',-0.144,-0.087,50.400,22.800
'8:08:16.128',-0.106,-0.106,52.000,22.800
'8:08:16.136',-0.135,-0.087,52.800,22.800
'8:08:16.144',-0.106,-0.087,54.400,22.800
'8:08:16.152',-0.125,-0.106,55.200,23.200
'8:08:16.160',-0.096,-0.087,56.800,23.200
'8:08:16.168',-0.106,-0.106,58.400,23.600
'8:08:16.176',-0.087,-0.067,60.000,23.200
'8:08:16.184',-0.106,-0.087,60.800,23.200
'8:08:16.192',-0.087,-0.067,62.400,23.200
'8:08:16.200',-0.106,-0.087,64.000,22.800
'8:08:16.208',-0.087,-0.048,65.600,22.800
'8:08:16.216',-0.106,-0.087,66.400,22.800
'8:08:16.224',-0.087,-0.048,68.000,22.800
'8:08:16.232',-0.096,-0.087,69.600,22.800
'8:08:16.240',-0.067,-0.048,71.200,22.400
'8:08:16.248',-0.087,-0.067,72.000,22.400
'8:08:16.256',-0.067,-0.048,73.600,22.000
'8:08:16.264',-0.087,-0.067,75.200,22.000
'8:08:16.272',-0.067,-0.029,76.800,22.000
'8:08:16.280',-0.087,-0.067,77.600,22.000
'8:08:16.288',-0.048,-0.029,78.400,22.000
'8:08:16.296',-0.077,-0.067,78.400,22.000
'8:08:16.304',-0.048,-0.029,78.400,22.000
'8:08:16.312',-0.077,-0.048,78.400,21.600
'8:08:16.320',-0.048,-0.029,76.800,21.600
'8:08:16.328',-0.077,-0.067,76.000,21.200
'8:08:16.336',-0.048,-0.029,73.600,21.200
'8:08:16.344',-0.067,-0.048,72.000,21.200
'8:08:16.352',-0.048,-0.029,69.600,21.600
'8:08:16.360',-0.067,-0.048,67.200,21.600
'8:08:16.368',-0.077,-0.067,64.800,21.600
'8:08:16.376',-0.048,-0.029,62.400,21.600
'8:08:16.384',-0.067,-0.048,60.000,21.600
'8:08:16.392',-0.048,-0.029,57.600,21.600
'8:08:16.400',-0.067,-0.048,55.200,21.600
'8:08:16.408',-0.048,-0.029,53.600,21.600
'8:08:16.416',-0.067,-0.048,51.200,21.600
'8:08:16.424',-0.038,-0.029,49.600,21.200
'8:08:16.432',-0.067,-0.048,48.000,21.200
'8:08:16.440',-0.038,-0.010,47.200,21.200
'8:08:16.448',-0.067,-0.048,45.600,21.200
'8:08:16.456',-0.038,-0.029,44.800,21.200
'8:08:16.464',-0.067,-0.048,44.000,21.200
'8:08:16.472',-0.038,-0.010,43.200,21.200
'8:08:16.480',-0.067,-0.048,42.400,21.200
'8:08:16.488',-0.038,-0.010,42.400,20.800
'8:08:16.496',-0.048,-0.029,41.600,20.800
'8:08:16.504',-0.029,-0.010,41.600,20.800
'8:08:16.512',-0.048,-0.029,41.600,20.800
'8:08:16.520',-0.029,-0.010,42.400,20.800
'8:08:16.528',-0.048,-0.029,42.400,20.800
'8:08:16.536',-0.048,-0.010,42.400,20.800
'8:08:16.544',-0.029,-0.029,43.200,20.800
'8:08:16.552',-0.048,-0.010,44.000,20.800
'8:08:16.560',-0.019,-0.029,44.800,20.800
'8:08:16.568',-0.048,-0.029,45.600,20.800
'8:08:16.576',0.000,0.000,46.400,20.800
'8:08:16.584',0.000,0.000,47.200,20.800
'8:08:16.592',0.010,0.010,48.000,20.800
'8:08:16.600',0.000,0.000,48.800,20.800
'8:08:16.608',0.058,0.029,50.400,21.200
'8:08:16.616',0.038,0.010,51.200,21.200
'8:08:16.624',0.058,0.029,52.000,21.600
'8:08:16.632',0.019,0.000,52.800,22.000
'8:08:16.640',0.029,0.010,53.600,21.600
'8:08:16.648',-0.019,-0.010,54.400,21.200
'8:08:16.656',-0.029,-0.010,54.400,20.800
'8:08:16.664',-0.067,-0.048,55.200,20.000
'8:08:16.672',-0.048,-0.029,56.000,19.600
'8:08:16.680',-0.077,-0.048,56.000,19.200
'8:08:16.688',-0.048,-0.029,56.000,18.800
'8:08:16.696',-0.106,-0.087,56.000,18.400
'8:08:16.704',-0.154,-0.125,56.000,18.000
'8:08:16.712',-0.048,-0.087,56.000,18.000
'8:08:16.720',0.327,0.221,56.000,18.000
'8:08:16.728',0.750,0.587,56.000,18.400
'8:08:16.736',0.885,0.750,56.000,18.400
'8:08:16.744',0.337,0.385,55.200,18.400
'8:08:16.752',0.144,0.221,55.200,18.800
'8:08:16.760',0.019,0.029,54.400,19.200
'8:08:16.768',0.000,0.000,54.400,19.600
'8:08:16.776',-0.038,-0.048,54.400,20.000
'8:08:16.784',-0.048,-0.029,53.600,20.800
'8:08:16.792',-0.029,-0.029,52.800,22.000
'8:08:16.800',-0.067,-0.067,52.800,24.400
'8:08:16.808',-0.048,-0.048,52.000,27.200
'8:08:16.816',-0.067,-0.087,52.000,29.200
'8:08:16.824',-0.048,-0.048,51.200,30.400
'8:08:16.832',-0.067,-0.067,51.200,30.400
'8:08:16.840',-0.038,-0.029,50.400,28.400
'8:08:16.848',-0.048,-0.067,50.400,26.000
'8:08:16.856',-0.029,-0.029,50.400,23.200
'8:08:16.864',-0.048,-0.067,51.200,20.800
'8:08:16.872',-0.019,-0.048,54.400,19.200
'8:08:16.880',-0.048,-0.067,60.000,19.200
'8:08:16.888',-0.019,-0.029,68.000,20.800
'8:08:16.896',-0.038,-0.067,77.600,23.200
'8:08:16.904',0.000,-0.029,88.000,26.000
'8:08:16.912',-0.029,-0.067,99.200,28.800
'8:08:16.920',0.000,-0.048,111.200,31.200
'8:08:16.928',-0.010,-0.087,122.400,33.600
'8:08:16.936',0.000,-0.048,132.000,35.200
'8:08:16.944',0.000,-0.087,139.200,36.400
'8:08:16.952',0.019,-0.048,144.000,37.200
'8:08:16.960',0.029,-0.067,145.600,38.000
'8:08:16.968',0.019,-0.029,144.000,38.400
'8:08:16.976',0.077,-0.010,140.800,38.400
'8:08:16.984',0.067,-0.029,135.200,38.000
'8:08:16.992',0.125,0.010,128.800,36.400
'8:08:17.000',0.125,0.029,122.400,34.400
'8:08:17.008',0.144,0.048,115.200,32.000
'8:08:17.016',0.106,0.029,108.800,30.000
'8:08:17.024',0.077,0.048,102.400,28.000
'8:08:17.032',0.038,0.010,96.000,27.200
'8:08:17.040',0.038,0.029,91.200,26.800
'8:08:17.048',0.010,0.000,85.600,26.400
'8:08:17.056',0.019,0.010,81.600,26.400
'8:08:17.064',-0.010,0.000,77.600,26.400
'8:08:17.072',0.010,0.000,73.600,26.800
'8:08:17.080',-0.019,-0.010,70.400,27.200
'8:08:17.088',0.000,0.000,67.200,28.400
'8:08:17.096',-0.038,-0.029,64.800,29.200
'8:08:17.104',-0.019,0.000,63.200,30.000
'8:08:17.112',-0.038,-0.010,61.600,30.400
'8:08:17.120',-0.019,0.000,60.800,30.400
'8:08:17.128',-0.048,-0.029,60.000,30.000
'8:08:17.136',-0.029,0.000,60.000,29.600
'8:08:17.144',-0.048,-0.029,60.000,28.800
'8:08:17.152',-0.048,-0.010,60.800,28.000
'8:08:17.160',-0.038,-0.029,62.400,26.800
'8:08:17.168',-0.067,-0.010,64.000,25.600
'8:08:17.176',-0.048,-0.029,66.400,24.400
'8:08:17.184',-0.067,-0.029,68.800,23.200
'8:08:17.192',-0.038,-0.010,72.000,22.400
'8:08:17.200',-0.067,-0.029,75.200,21.600
'8:08:17.208',-0.048,-0.010,79.200,21.200
'8:08:17.216',-0.067,-0.029,83.200,20.800
'8:08:17.224',-0.048,-0.010,87.200,20.800
'8:08:17.232',-0.067,-0.029,91.200,20.800
'8:08:17.240',-0.048,-0.010,96.000,21.200
'8:08:17.248',-0.067,-0.029,100.000,21.200
'8:08:17.256',-0.048,-0.010,104.800,21.600
'8:08:17.264',-0.067,-0.029,108.000,22.000
'8:08:17.272',-0.048,-0.010,111.200,22.000
'8:08:17.280',-0.067,-0.029,114.400,22.000
'8:08:17.288',-0.048,-0.010,116.000,22.400
'8:08:17.296',-0.067,-0.029,116.800,22.400
'8:08:17.304',-0.038,-0.010,116.800,22.000
'8:08:17.312',-0.029,-0.010,116.000,22.000
'8:08:17.320',0.000,0.000,113.600,22.000
'8:08:17.328',-0.038,-0.010,111.200,21.600
'8:08:17.336',0.000,0.010,108.800,21.200
'8:08:17.344',0.019,0.000,105.600,21.200
'8:08:17.352',0.038,0.029,102.400,20.800
'8:08:17.360',0.029,0.000,98.400,21.200
'8:08:17.368',0.019,0.010,95.200,21.600
'8:08:17.376',0.019,0.000,92.000,22.000
'8:08:17.384',-0.029,0.000,89.600,22.000
'8:08:17.392',-0.048,-0.029,86.400,21.600
'8:08:17.400',-0.077,-0.029,84.000,20.800
'8:08:17.408',-0.067,-0.029,81.600,20.000
'8:08:17.416',-0.087,-0.048,80.000,19.200
'8:08:17.424',-0.067,-0.029,78.400,18.000
'8:08:17.432',-0.087,-0.048,76.800,17.200
'8:08:17.440',-0.077,-0.029,75.200,16.800
'8:08:17.448',-0.173,-0.144,74.400,16.400
'8:08:17.456',0.000,-0.048,72.800,16.800
'8:08:17.464',0.356,0.202,72.000,16.800
'8:08:17.472',0.798,0.587,71.200,17.200
'8:08:17.480',0.837,0.663,70.400,17.600
'8:08:17.488',0.269,0.365,69.600,18.000
'8:08:17.496',0.058,0.144,68.800,18.400
'8:08:17.504',-0.019,0.000,67.200,18.800
'8:08:17.512',-0.048,-0.029,66.400,19.200
'8:08:17.520',-0.029,-0.010,65.600,19.200
'8:08:17.528',-0.048,-0.048,64.000,19.200
'8:08:17.536',-0.067,-0.029,62.400,19.200
'8:08:17.544',-0.029,-0.048,60.800,20.000
'8:08:17.552',-0.048,-0.029,60.000,20.800
'8:08:17.560',-0.029,-0.048,58.400,22.800
'8:08:17.568',-0.048,-0.029,56.800,24.800
'8:08:17.576',-0.019,-0.010,56.000,26.400
'8:08:17.584',-0.048,-0.048,54.400,26.800
'8:08:17.592',-0.019,-0.029,53.600,26.400
'8:08:17.600',-0.048,-0.048,52.800,24.800
'8:08:17.608',-0.019,-0.029,52.000,22.000
'8:08:17.616',-0.029,-0.048,50.400,19.200
'8:08:17.624',-0.019,-0.029,49.600,16.800
'8:08:17.632',-0.019,-0.048,49.600,15.600
'8:08:17.640',0.000,-0.029,49.600,16.000
'8:08:17.648',-0.019,-0.048,50.400,18.000
'8:08:17.656',0.010,-0.029,52.800,20.400
'8:08:17.664',0.000,-0.048,56.000,23.200
'8:08:17.672',0.019,-0.029,61.600,26.000
'8:08:17.680',0.019,-0.048,68.800,28.400
'8:08:17.688',0.038,-0.010,76.000,30.400
'8:08:17.696',0.058,-0.029,84.000,31.600
'8:08:17.704',0.077,0.000,92.800,32.800
'8:08:17.712',0.077,-0.010,100.800,33.600
'8:08:17.720',0.125,0.010,108.800,33.600
'8:08:17.728',0.115,0.010,115.200,33.600
'8:08:17.736',0.125,0.048,120.000,32.800
'8:08:17.744',0.087,0.029,123.200,32.000
'8:08:17.752',0.067,0.029,124.000,30.800
'8:08:17.760',0.019,0.000,123.200,29.600
'8:08:17.768',0.000,0.000,120.000,28.000
'8:08:17.776',-0.010,0.000,116.000,26.400
'8:08:17.784',-0.019,0.000,111.200,24.800
'8:08:17.792',-0.010,0.000,106.400,23.600
'8:08:17.800',-0.048,-0.010,100.800,22.800
'8:08:17.808',-0.019,0.000,95.200,22.400
'8:08:17.816',-0.048,-0.029,89.600,22.800
'8:08:17.824',-0.019,0.000,84.000,23.600
'8:08:17.832',-0.067,-0.029,79.200,24.800
