'Elapsed time','II','AVF','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'53:40:11.344',-,-0.016,68.800,-
'53:40:11.352',-,0.000,68.800,-
'53:40:11.360',-,0.000,68.800,-
'53:40:11.368',-,0.000,68.800,-
'53:40:11.376',-,0.008,68.800,-
'53:40:11.384',-,0.008,68.800,-
'53:40:11.392',-,0.016,68.000,-
'53:40:11.400',-,0.016,68.000,-
'53:40:11.408',-,0.016,68.000,-
'53:40:11.416',-,0.008,68.000,-
'53:40:11.424',-,0.008,68.000,-
'53:40:11.432',-,0.008,68.000,-
'53:40:11.440',-,0.016,68.000,-
'53:40:11.448',-,0.032,68.000,-
'53:40:11.456',-,0.032,68.000,-
'53:40:11.464',-,0.024,68.000,-
'53:40:11.472',-,0.016,68.000,-
'53:40:11.480',-,0.008,68.800,-
'53:40:11.488',-,0.000,68.800,-
'53:40:11.496',-,-0.008,68.800,-
'53:40:11.504',-,-0.016,68.000,-
'53:40:11.512',-,-0.016,68.000,-
'53:40:11.520',-,-0.016,68.000,-
'53:40:11.528',-,-0.016,68.000,-
'53:40:11.536',-,-0.024,68.000,-
'53:40:11.544',-,-0.032,68.000,-
'53:40:11.552',-,-0.040,68.000,-
'53:40:11.560',-,-0.056,68.000,-
'53:40:11.568',-,-0.064,68.000,-
'53:40:11.576',-,-0.080,68.000,-
'53:40:11.584',-,-0.080,68.000,-
'53:40:11.592',-,-0.080,68.000,-
'53:40:11.600',-,-0.080,68.000,-
'53:40:11.608',-,-0.080,68.000,-
'53:40:11.616',-,-0.072,68.800,-
'53:40:11.624',-,-0.072,68.800,-
'53:40:11.632',-,-0.088,68.800,-
'53:40:11.640',-,-0.120,68.800,-
'53:40:11.648',-,-0.128,68.800,-
'53:40:11.656',-,-0.080,68.000,-
'53:40:11.664',-,0.024,68.000,-
'53:40:11.672',-,0.192,68.800,-
'53:40:11.680',-,0.304,68.800,-
'53:40:11.688',-,0.232,69.600,-
'53:40:11.696',-,0.080,69.600,-
'53:40:11.704',-,-0.032,68.800,-
'53:40:11.712',-,-0.080,68.000,-
'53:40:11.720',-,-0.088,68.000,-
'53:40:11.728',-,-0.088,68.000,-
'53:40:11.736',-,-0.088,68.000,-
'53:40:11.744',-,-0.080,68.800,-
'53:40:11.752',-,-0.064,68.800,-
'53:40:11.760',-,-0.056,68.800,-
'53:40:11.768',-,-0.040,68.000,-
'53:40:11.776',-,-0.024,68.000,-
'53:40:11.784',-,-0.008,68.000,-
'53:40:11.792',-,0.008,68.800,-
'53:40:11.800',-,0.024,68.800,-
'53:40:11.808',-,0.048,68.000,-
'53:40:11.816',-,0.056,68.000,-
'53:40:11.824',-,0.064,68.000,-
'53:40:11.832',-,0.072,68.000,-
'53:40:11.840',-,0.080,68.800,-
'53:40:11.848',-,0.088,68.800,-
'53:40:11.856',-,0.104,68.800,-
'53:40:11.864',-,0.112,68.000,-
'53:40:11.872',-,0.112,68.000,-
'53:40:11.880',-,0.104,68.000,-
'53:40:11.888',-,0.104,68.000,-
'53:40:11.896',-,0.104,68.000,-
'53:40:11.904',-,0.104,68.000,-
'53:40:11.912',-,0.096,68.000,-
'53:40:11.920',-,0.104,68.000,-
'53:40:11.928',-,0.104,68.000,-
'53:40:11.936',-1.016,0.112,68.000,-
'53:40:11.944',-1.016,0.104,68.800,-
'53:40:11.952',-1.000,0.096,68.800,-
'53:40:11.960',-,0.064,68.000,-
'53:40:11.968',-,0.032,68.000,-
'53:40:11.976',-,0.008,68.800,-
'53:40:11.984',-,-0.016,69.600,-
'53:40:11.992',-,-0.040,70.400,-
'53:40:12.000',-,-0.064,70.400,-
'53:40:12.008',-,-0.080,69.600,-
'53:40:12.016',-,-0.104,68.800,-
'53:40:12.024',-,-0.128,68.000,-
'53:40:12.032',-,-0.136,68.000,-
'53:40:12.040',-,-0.160,68.000,-
'53:40:12.048',-,-0.200,68.800,-
'53:40:12.056',-,-0.240,69.600,-
'53:40:12.064',-,-0.216,69.600,-
'53:40:12.072',-,-0.128,68.800,-
'53:40:12.080',-,0.024,68.000,-
'53:40:12.088',-,0.112,68.000,-
'53:40:12.096',-,0.032,68.000,-
'53:40:12.104',-,-0.144,68.000,-
'53:40:12.112',-,-0.272,68.000,-
'53:40:12.120',-,-0.328,68.000,-
'53:40:12.128',-,-0.344,68.000,-
'53:40:12.136',-,-0.352,68.000,-
'53:40:12.144',-,-0.376,68.000,-
'53:40:12.152',-,-0.384,68.800,-
