'Elapsed time','II','AVF','ABP','PAP'
'hh:mm:ss.mmm','mV','mV','mmHg','mmHg'
'54:06:02.344',0.224,0.112,33.600,-
'54:06:02.352',0.176,0.080,33.600,-
'54:06:02.360',0.144,0.056,33.600,-
'54:06:02.368',0.104,0.032,33.600,-
'54:06:02.376',0.088,0.016,33.600,-
'54:06:02.384',0.064,0.000,33.600,-
'54:06:02.392',0.048,-0.008,33.600,-
'54:06:02.400',0.016,-0.016,33.600,-
'54:06:02.408',0.024,-0.024,33.600,-
'54:06:02.416',0.000,-0.032,33.600,-
'54:06:02.424',-0.008,-0.032,33.600,-
'54:06:02.432',0.000,-0.032,33.600,-
'54:06:02.440',-0.024,-0.040,33.600,-
'54:06:02.448',0.000,-0.040,34.400,-
'54:06:02.456',-0.016,-0.040,34.400,-
'54:06:02.464',-0.008,-0.040,34.400,-
'54:06:02.472',-0.024,-0.032,34.400,-
'54:06:02.480',-0.008,-0.032,34.400,-
'54:06:02.488',-0.032,-0.032,34.400,-
'54:06:02.496',-0.024,-0.032,34.400,-
'54:06:02.504',-0.016,-0.032,34.400,-
'54:06:02.512',-0.024,-0.032,34.400,-
'54:06:02.520',-0.032,-0.032,34.400,-
'54:06:02.528',-0.024,-0.032,34.400,-
'54:06:02.536',-0.032,-0.032,34.400,-
'54:06:02.544',-0.040,-0.032,34.400,-
'54:06:02.552',-0.024,-0.032,34.400,-
'54:06:02.560',-0.040,-0.032,34.400,-
'54:06:02.568',-0.024,-0.032,34.400,-
'54:06:02.576',-0.040,-0.032,34.400,-
'54:06:02.584',-0.024,-0.032,34.400,-
'54:06:02.592',-0.048,-0.032,34.400,-
'54:06:02.600',-0.032,-0.032,34.400,-
'54:06:02.608',-0.048,-0.024,34.400,-
'54:06:02.616',-0.024,-0.024,34.400,-
'54:06:02.624',-0.048,-0.024,34.400,-
'54:06:02.632',-0.024,-0.016,34.400,-
'54:06:02.640',-0.040,-0.016,34.400,-
'54:06:02.648',-0.024,-0.016,34.400,-
'54:06:02.656',-0.040,-0.016,34.400,-
'54:06:02.664',-0.032,-0.016,34.400,-
'54:06:02.672',-0.040,-0.016,34.400,-
'54:06:02.680',-0.016,-0.016,34.400,-
'54:06:02.688',-0.048,-0.016,34.400,-
'54:06:02.696',-0.024,-0.008,34.400,-
'54:06:02.704',-0.040,-0.008,34.400,-
'54:06:02.712',-0.024,-0.008,34.400,-
'54:06:02.720',-0.088,-0.008,34.400,-
'54:06:02.728',0.016,-0.008,34.400,-
'54:06:02.736',-0.032,-0.008,34.400,-
'54:06:02.744',-0.024,-0.008,34.400,-
'54:06:02.752',-0.040,-0.008,34.400,-
'54:06:02.760',-0.016,-0.008,34.400,-
'54:06:02.768',-0.032,-0.008,34.400,-
'54:06:02.776',-0.024,-0.008,34.400,-
'54:06:02.784',-0.040,-0.008,34.400,-
'54:06:02.792',-0.016,-0.008,34.400,-
